Latitude,Longitude,Sample Date,emsd,urad,drad,nir08,emis,swir22,atmos_opacity,green,trad,swir16,cdist,red,atran,blue,lwir
-27.01011111,26.69808333,03-07-2013,67.0,720.0,388.0,14480.0,9684.0,12485.5,,11557.5,6733.5,14105.0,,12235.0,8932.0,9568.5,
-25.127778,27.628889,03-07-2013,42.0,1480.0,733.0,14315.5,9757.0,14525.5,,9915.0,8485.0,16478.5,570.0,10940.5,7944.0,9028.0,
-24.39619444,27.08983333,03-07-2013,201.0,1504.0,745.0,12494.5,9629.5,10395.5,,9184.0,8311.5,12342.0,4385.0,9280.0,7937.0,8227.5,
-27.00222,28.76528,03-07-2013,-9999.0,695.0,379.0,12250.5,-9999.0,11840.0,9.0,10323.0,7757.5,14729.5,1550.5,10702.0,8952.0,9387.0,
-27.02314,28.59389,03-07-2013,,694.0,379.0,11373.5,9732.0,10180.5,8.0,9983.0,7553.0,11533.0,92.0,10184.0,8949.0,9353.0,40807.0
-26.648056,27.089444,03-07-2013,74.0,871.0,460.0,14998.5,9777.5,13720.0,,10104.5,8283.0,17049.0,275.5,11022.0,8734.0,8982.0,
-26.970278,27.211111,03-07-2013,128.0,848.0,449.0,8121.0,9904.0,7598.5,,8674.0,7632.0,7758.0,1036.5,8527.5,8761.5,7902.5,
-26.880278,26.965,03-07-2013,118.0,853.0,452.0,14584.0,9743.5,14955.0,,10356.0,8440.5,18135.0,774.5,11466.5,8757.5,9254.5,
-27.273889,28.49,03-07-2013,24.5,681.5,373.0,10504.5,9813.0,8515.5,8.0,9298.0,7330.0,9447.5,46.5,9406.0,8964.0,8849.5,40029.5
-27.4275,28.525833,03-07-2013,-9999.0,670.0,367.0,15253.0,-9999.0,16093.0,8.0,10988.0,7943.5,18862.0,1042.0,12854.0,8977.5,9798.5,
-27.3,28.586944,03-07-2013,-9999.0,674.0,369.0,14624.0,-9999.0,14813.0,8.0,10849.0,7999.0,17479.0,777.5,12511.0,8974.0,9613.5,
-26.98472222,26.63227778,03-07-2013,77.0,833.0,442.0,15801.0,9732.0,14393.0,,10786.0,8239.0,17305.0,207.5,12132.5,8788.0,9437.0,
-34.039722,22.133333,03-07-2013,80.0,429.0,248.0,17906.0,9837.5,10773.0,,8984.5,7821.5,13911.0,2974.0,8954.0,9396.0,7955.5,
-34.405833,19.600556,03-07-2013,89.0,574.0,317.0,14964.0,9621.0,9401.0,9.0,8714.0,7479.0,11536.5,178.5,8631.0,9187.0,7948.5,40577.0
-33.870833,20.003333,03-07-2013,90.0,967.0,507.0,14993.0,9694.0,11924.5,,9417.0,7810.0,14788.5,1717.0,9745.0,8597.0,8509.5,
-25.57877778,29.12747222,03-07-2013,,991.0,519.0,13917.0,9384.0,13410.0,9.0,10382.0,8074.0,16133.0,3127.5,11465.0,8586.0,9517.5,42729.5
-22.769722,30.886944,04-07-2013,,1142.0,586.0,14827.0,9616.0,12275.0,,9375.0,9146.0,14080.0,2734.0,9901.0,8504.0,8486.0,
-28.801278,31.955389,04-07-2013,18.0,1843.0,890.0,14119.0,9784.0,10115.5,,9652.5,8348.0,12879.5,707.5,9668.0,7523.0,8436.0,
-27.5275,30.858056,04-07-2013,63.0,554.5,309.0,14444.5,9700.0,12430.5,,9478.5,7915.0,15245.0,1217.0,10702.0,9239.5,8686.5,
-26.98472222,26.63227778,04-07-2013,77.0,1374.0,690.0,14512.5,9703.0,13324.0,9.0,10963.0,7999.0,16077.5,201.5,12185.0,8027.0,10144.0,42179.5
-31.394444,20.947222,04-07-2013,48.0,705.0,380.0,15087.0,9688.0,12771.5,,10363.5,7653.0,15231.5,306.5,11364.0,8930.0,9164.5,
-34.329722,18.990278,04-07-2013,60.0,553.0,308.0,11473.5,9613.0,8721.5,9.0,8470.0,7479.0,10108.0,148.0,8633.0,9218.0,8134.5,40585.0
-23.281,30.54305556,05-07-2013,46.0,1091.0,563.0,12769.5,9566.0,11943.5,,9435.0,8937.5,13252.5,1394.0,10022.5,8561.0,8366.5,
-27.937778,31.209444,05-07-2013,-9999.0,634.5,347.0,11610.5,-9999.0,10030.0,,8690.0,8216.0,11514.5,2717.5,8852.5,9160.5,8139.0,
-29.161667,30.629722,05-07-2013,71.0,360.5,214.0,13346.5,9765.5,13090.5,,9500.5,8334.5,14364.5,1327.5,10334.0,9483.0,8668.5,
-27.902778,24.615556,05-07-2013,78.0,367.0,215.0,14636.0,9716.0,15227.0,9.0,10667.0,7646.0,17630.0,2329.0,11758.5,9391.0,9545.0,40985.0
-25.99136,27.84208,08-07-2013,39.0,1190.0,608.0,13719.0,9682.0,12812.5,,9543.0,8278.0,15561.0,97.5,10303.0,8283.0,8626.5,
-29.7775,29.470833,08-07-2013,,252.0,157.0,15150.5,9820.5,12769.5,,9904.5,7466.0,16041.0,324.5,11164.0,9573.0,8900.5,
-29.987778,29.851667,08-07-2013,76.0,384.0,225.0,14144.0,9805.0,10355.5,,8904.0,7475.0,12538.5,80.5,9331.5,9451.0,8207.5,
-29.744167,29.905833,08-07-2013,69.0,425.0,245.0,14974.5,9750.0,12282.5,,9602.5,7661.5,15411.5,7.0,10840.5,9403.0,8749.0,
-27.00222,28.76528,08-07-2013,-9999.0,1118.0,578.0,12811.5,-9999.0,11888.0,,9848.0,7783.0,14737.0,189.0,10267.0,8355.0,8665.0,
-26.45,28.085833,08-07-2013,89.5,1139.0,588.0,13657.5,9677.0,14146.5,,9926.5,8567.0,16780.5,229.0,10913.0,8345.0,9042.5,
-27.01011111,26.69808333,09-07-2013,67.0,1363.0,684.0,10704.0,9723.0,9092.0,8.0,9715.0,7553.0,10129.5,103.5,9844.0,8033.0,9278.0,40861.5
-24.670833,28.560833,09-07-2013,26.5,1335.0,676.0,13901.0,9635.5,12466.5,,9462.0,8464.0,15474.5,1594.5,10331.5,8121.0,8517.0,
-30.733889,29.828333,09-07-2013,48.5,518.5,290.5,13859.5,9726.5,11069.0,,9272.0,7922.5,13351.0,34.5,9471.5,9292.5,8516.5,
-26.648056,27.089444,09-07-2013,74.0,574.0,319.0,14792.0,9773.0,14122.0,,10138.0,8371.5,17447.5,406.0,11085.0,9123.0,9061.0,
-26.970278,27.211111,09-07-2013,128.0,1296.5,656.5,8893.0,9876.0,7846.0,9.0,9160.5,7460.0,8024.5,1617.5,9080.5,8123.5,8881.0,40332.0
-26.880278,26.965,09-07-2013,118.0,1329.0,670.0,14021.0,9720.0,14737.0,15.0,10624.0,8185.0,17760.5,854.0,11615.5,8082.0,9874.5,42720.5
-26.98472222,26.63227778,09-07-2013,77.0,1374.0,690.0,14512.5,9703.0,13324.0,9.0,10963.0,7999.0,16077.5,201.5,12185.0,8027.0,10144.0,42179.5
-29.160278,26.573333,09-07-2013,88.0,1013.0,524.0,13093.0,9677.0,11879.0,8.0,10164.0,7702.0,14187.0,1270.5,11197.5,8517.0,9513.5,41284.0
-28.883333,27.89,09-07-2013,,917.0,485.0,12535.0,9602.0,11457.5,,9658.0,7951.5,12797.5,209.5,10155.5,8656.0,8703.0,
-31.396,29.2651,09-07-2013,102.5,750.0,398.0,9883.0,9904.0,8476.0,,9643.5,7718.5,8875.0,,9077.0,9033.0,8472.5,
-31.554722,29.245556,09-07-2013,93.0,675.5,363.5,19503.5,9812.0,11822.5,,10004.0,8109.0,15446.0,15.5,9869.5,9112.0,8504.5,
-25.45963889,28.26430556,09-07-2013,176.0,1381.0,695.0,14684.0,9621.0,12505.0,,9700.0,8508.0,15131.5,1055.0,10597.5,8048.0,8528.5,
-28.338333,31.373611,09-07-2013,-9999.0,635.0,346.0,11221.5,-9999.0,8949.5,,9783.5,8325.5,9996.0,164.0,10442.5,9172.0,8595.0,
-28.068333,31.55,09-07-2013,,756.5,402.0,13807.0,9805.0,12357.0,,9512.0,8567.5,14340.5,2837.5,9931.0,9034.5,8435.5,
-25.81048333,27.90955222,10-07-2013,106.0,1320.0,667.0,13115.5,9610.0,12061.0,,9520.0,8037.0,14687.5,147.5,10097.0,8120.0,8684.5,
-22.225556,29.990556,10-07-2013,,2008.0,964.0,8237.0,9904.0,7780.0,,8853.5,8344.0,7944.0,438.0,8592.0,7285.0,7886.5,
-30.398056,30.601944,10-07-2013,-9999.0,718.0,383.0,14540.5,-9999.0,9461.0,,8871.5,8060.5,11731.0,731.0,8859.5,9070.0,7955.0,
-30.27402,30.69602,10-07-2013,-9999.0,787.0,415.0,14831.5,-9999.0,10510.0,,9330.0,8319.0,12651.0,221.5,9511.0,8984.0,8136.0,
-28.69485,28.23487,10-07-2013,,868.0,462.0,12284.5,9842.0,10828.0,,9098.0,7864.5,12471.0,1018.0,9418.5,8715.0,8351.0,
-29.615556,27.065278,10-07-2013,71.0,744.0,401.0,13739.5,9644.0,11170.5,,9993.5,8004.5,13027.0,7464.0,10937.5,8911.0,8787.0,
-30.568333,29.422778,10-07-2013,45.0,340.5,203.0,11708.0,9777.0,11573.5,,8753.5,7881.5,12291.0,66.0,9172.5,9498.5,8341.0,
-30.570833,29.150556,10-07-2013,51.5,326.0,196.0,13600.0,9695.0,13067.0,,10289.5,7793.5,15403.0,250.5,11218.5,9480.0,9001.5,
-31.104278,29.399722,10-07-2013,26.0,631.5,343.0,12527.0,9749.0,9163.0,,8950.5,7528.0,10449.5,12.0,9009.0,9165.5,8072.0,
-34.092222,21.295278,10-07-2013,99.0,810.0,431.0,15805.5,9794.0,13681.0,9.0,9619.0,8185.0,17328.5,320.5,10102.0,8858.0,8744.5,42179.0
-24.282222,28.090278,11-07-2013,103.0,1403.0,707.0,13656.0,9726.0,11852.5,,9303.5,8457.5,14933.5,4509.5,9933.5,8040.0,8557.5,
-30.13573889,30.67422222,11-07-2013,-9999.0,1178.0,596.0,11445.0,-9999.0,9081.0,,9104.5,8238.5,10192.5,3.0,8928.5,8437.0,8198.0,
-30.160091,27.40124,11-07-2013,124.0,697.0,379.0,13748.0,9707.0,12741.0,,9927.5,7813.5,14809.5,1568.0,10830.0,8978.0,8935.5,
-30.336111,27.359444,11-07-2013,20.5,698.0,379.0,8835.5,9867.5,8190.5,,9540.5,7456.5,8659.0,1679.5,9479.5,8980.0,8647.5,
-31.031389,28.883333,11-07-2013,40.0,420.0,244.0,10673.0,9690.0,9713.5,,10181.5,8139.0,11203.5,483.5,10180.5,9373.0,9126.0,
-30.86013889,29.07125,11-07-2013,31.5,450.0,259.0,12437.5,9821.0,11726.0,,10101.5,8294.5,13263.0,975.5,10521.5,9336.0,8960.0,
-30.77586667,29.03221667,11-07-2013,44.0,431.5,249.0,14446.5,9660.0,13974.0,,10435.5,8169.0,16909.0,868.0,11273.0,9357.0,9225.5,
-30.830556,26.921389,12-07-2013,59.0,652.0,356.0,10677.5,9708.0,9721.0,,8912.0,7495.0,11108.0,3517.5,9119.0,9048.0,8146.5,
-31.000833,26.353056,12-07-2013,56.0,587.0,324.0,9982.0,9715.0,9390.0,,8816.0,7341.0,10593.0,209.0,9039.0,9073.0,8188.0,
-30.160091,27.40124,12-07-2013,124.0,697.0,379.0,13748.0,9707.0,12741.0,,9927.5,7813.5,14809.5,1568.0,10830.0,8978.0,8935.5,
-28.75,30.442778,13-07-2013,88.0,666.0,360.0,12380.0,9695.0,11438.5,,9514.0,8138.5,12541.5,11.0,9997.0,9079.0,8522.0,
-28.735556,29.820556,15-07-2013,76.0,503.0,284.0,11779.5,9683.0,10745.0,,9173.0,8056.0,12493.5,1822.0,9422.0,9252.0,8539.5,
-26.73806,27.59194,15-07-2013,33.0,582.0,323.0,9598.0,9904.0,7949.5,,9005.5,7801.5,8273.0,75.0,9262.5,9110.0,8273.5,
-26.45,28.085833,15-07-2013,89.5,479.0,273.0,13146.0,9669.5,14516.0,9.0,10025.5,8464.5,16922.0,214.5,11118.0,9264.0,9246.0,43147.0
-33.38056,19.30167,15-07-2013,27.0,807.0,427.0,14833.0,9600.0,11730.0,,10113.0,6916.0,13953.5,,10256.5,8917.0,8833.5,
-27.01011111,26.69808333,16-07-2013,67.0,528.0,296.0,10683.5,9684.0,9656.0,,9048.5,7921.0,10604.5,106.5,9150.0,9187.0,8208.5,
-24.679167,30.8025,16-07-2013,,1131.0,581.0,12603.5,9722.0,13374.5,,9530.5,8301.0,14803.0,500.5,10376.5,8380.0,8543.0,
-25.127778,27.628889,16-07-2013,42.0,802.0,428.0,14341.5,9754.5,14842.0,,9977.5,8622.0,16795.5,159.0,11091.5,8832.0,9089.0,
-24.39619444,27.08983333,16-07-2013,201.0,765.0,411.0,12160.5,9629.5,10617.0,,9162.0,8311.0,12372.5,5672.5,9088.5,8890.0,8348.5,
-24.69514,27.40906,16-07-2013,117.5,754.0,406.0,13228.0,9597.0,10800.5,,9720.5,8434.0,12604.0,1904.5,10079.5,8904.0,8353.5,
-23.658056,31.05,16-07-2013,,1979.5,952.0,13646.0,9652.5,12169.5,,9746.0,8693.0,14497.0,163.5,10118.0,7360.0,8460.5,
-27.169444,29.233889,16-07-2013,,689.0,377.0,15044.0,9795.5,15102.5,,10597.0,8207.0,19120.5,2284.0,11736.0,8947.0,9455.5,
-26.861111,28.884722,16-07-2013,,457.5,262.5,14726.5,9570.5,13972.0,8.0,10614.0,8129.5,18001.0,2404.5,12102.0,9294.0,9557.0,42432.0
-27.00222,28.76528,16-07-2013,-9999.0,469.0,268.0,12085.0,-9999.0,12133.5,8.0,10106.0,7720.5,14715.0,415.5,10427.5,9276.0,9295.5,
-26.648056,27.089444,16-07-2013,74.0,574.0,319.0,14766.0,9773.0,14133.5,,10123.0,8372.5,17434.5,406.0,11078.0,9122.0,9048.5,
-26.880278,26.965,16-07-2013,118.0,577.5,320.0,14341.0,9742.5,15059.0,,10319.0,8427.0,18021.5,756.0,11464.0,9119.0,9239.5,
-26.98472222,26.63227778,16-07-2013,77.0,535.0,300.0,14665.0,9732.0,14002.0,,10776.5,8348.5,16493.0,266.0,12007.0,9179.0,9393.5,
-28.141944,26.417778,16-07-2013,48.5,518.0,290.0,14480.0,9705.0,12993.5,,9833.5,8031.0,15741.5,1629.0,10648.5,9191.0,8633.0,
-28.1175,26.719444,16-07-2013,54.0,530.0,295.0,13334.0,9730.0,12506.0,,10046.5,8023.5,15233.0,679.5,11098.5,9174.0,8775.5,
-29.641944,30.6875,17-07-2013,-9999.0,1091.5,557.5,12774.0,-9999.0,9369.0,,8578.5,8123.0,11206.5,455.0,8463.5,8554.5,7773.5,
-22.91028,29.61111,17-07-2013,-9999.0,1188.0,610.0,14197.0,-9999.0,11603.5,14.0,10229.0,8148.0,13780.0,1221.5,10690.0,8333.0,9334.5,
-25.20639,27.558,17-07-2013,54.0,807.0,430.5,13565.0,9644.0,11044.5,,9554.5,8024.5,12635.5,312.5,10005.0,8824.5,8496.0,
-24.058889,31.237222,17-07-2013,49.0,2059.0,985.0,16323.5,9641.0,14437.0,,11146.5,8344.0,16703.5,,11868.0,7261.0,8876.5,
-27.363611,31.783333,17-07-2013,,916.0,476.0,14053.0,9782.0,10089.5,,8968.0,8429.5,12313.5,1730.0,8788.0,8811.0,8114.5,
-27.38972222,26.46388889,17-07-2013,98.0,522.0,293.0,9415.0,9784.0,8459.0,,9132.5,7888.5,8833.0,240.5,9207.0,9197.0,8046.5,
-28.768056,20.720556,17-07-2013,73.0,741.0,399.0,12332.0,9603.0,10048.5,,9359.5,7663.5,11891.5,124.0,9407.5,8843.0,8398.5,
-33.13083,18.86278,17-07-2013,85.0,926.0,481.0,14182.5,9787.5,9017.5,,9797.0,7556.5,10399.5,119.5,9817.0,8786.0,8388.0,
-32.94583,18.33667,17-07-2013,66.0,788.0,417.0,16619.5,9631.5,9348.5,,8925.5,7965.5,11764.0,275.5,8642.5,8955.0,8020.5,
-22.935,28.004167,18-07-2013,65.0,877.0,463.0,13909.0,9717.0,11920.5,,9433.5,8580.5,14278.5,2999.5,9774.5,8746.0,8335.5,
-24.183889,30.823889,18-07-2013,48.5,1939.0,934.5,13421.5,9663.0,9895.5,,9234.5,8437.5,11651.5,816.5,9263.5,7404.5,8325.0,
-23.23572222,27.717,18-07-2013,131.0,861.0,456.0,10477.0,9662.5,10071.5,,9622.5,8417.0,10985.5,4564.5,9941.0,8771.0,8356.0,
-26.905,32.324722,18-07-2013,,1392.0,691.0,16863.5,9841.5,9171.5,,8756.0,8396.5,11338.0,288.0,8268.0,8234.5,7840.5,
-27.602222,29.942778,18-07-2013,36.0,461.5,264.0,14329.0,9624.0,13466.5,,9833.0,8498.5,16550.5,1551.0,11090.5,9301.5,8955.5,
-29.744167,29.905833,18-07-2013,69.0,568.5,315.0,13836.0,9750.0,12895.5,,9603.0,8127.0,15570.5,833.5,10538.0,9176.5,8812.0,
-27.935,26.126667,18-07-2013,77.5,487.0,275.0,14197.5,9632.0,14593.0,,10504.5,8062.0,16890.5,379.0,11526.0,9243.5,9044.0,
-28.141944,26.417778,18-07-2013,48.5,518.0,290.0,14480.0,9705.0,12993.5,,9833.5,8031.0,15741.5,1629.0,10648.5,9191.0,8633.0,
-27.902778,24.615556,19-07-2013,78.0,505.5,286.0,14125.5,9736.0,15484.5,,10426.0,8295.0,17585.0,1444.5,11591.5,9244.0,9155.5,
-28.96362,19.15486,20-07-2013,57.0,1405.0,693.0,9171.0,9754.5,8871.0,,9867.0,8079.0,9192.5,112.5,9682.5,7938.0,8705.0,
-25.99136,27.84208,22-07-2013,39.0,513.0,289.0,13698.0,9682.0,13211.5,,9431.0,8535.5,15736.5,90.0,10370.5,9222.0,8573.5,
-32.502778,19.535833,22-07-2013,54.0,842.5,442.5,13995.5,9541.0,13353.5,,10443.0,7830.5,15000.0,414.5,11412.0,8859.5,9041.0,
-31.860278,18.6875,23-07-2013,77.0,958.0,502.0,12841.5,9640.0,10096.0,,9217.5,8477.5,11834.0,224.5,9351.0,8680.0,8171.5,
-26.45,28.085833,23-07-2013,89.5,473.0,269.0,13747.0,9680.0,14622.5,,9967.0,8945.5,17080.0,236.5,11067.5,9266.0,9113.5,
-28.141944,26.417778,23-07-2013,48.5,753.0,409.0,14261.5,9707.0,13177.0,8.0,10320.0,7888.0,16025.5,191.0,11256.0,8844.0,9480.0,41747.0
-28.1175,26.719444,23-07-2013,54.0,748.0,407.0,13374.0,9750.0,12317.0,8.0,10357.0,7739.0,14974.5,661.0,11641.0,8849.0,9563.0,41321.0
-32.595833,19.009444,23-07-2013,56.0,884.5,462.0,11208.5,9701.0,9606.5,,8797.0,7695.0,10592.0,85.5,8899.5,8828.0,8014.5,
-25.45963889,28.26430556,23-07-2013,176.0,596.0,330.0,14893.5,9621.0,12946.0,,9881.0,8690.0,15592.0,1047.0,10760.0,9122.0,8675.0,
-29.161667,23.696389,24-07-2013,90.0,352.0,210.0,7237.5,9904.0,7505.0,,10102.5,7460.5,7495.0,15.0,9094.5,9459.0,8436.5,
-25.81048333,27.90955222,24-07-2013,106.0,572.0,318.0,13104.0,9610.0,12710.0,,9779.5,8123.5,15064.0,159.0,10515.5,9149.0,9020.0,
-26.861111,28.884722,24-07-2013,,439.5,253.0,15141.5,9569.0,14363.5,,10472.0,8567.5,17748.0,1878.0,11855.5,9313.0,9452.0,
-27.00222,28.76528,24-07-2013,-9999.0,452.0,259.0,12172.5,-9999.0,12226.5,,9948.0,8170.5,15020.5,1673.0,10306.5,9293.0,8937.0,
-26.970278,27.211111,24-07-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-27.671111,27.236944,24-07-2013,96.5,445.0,254.0,13499.5,9691.5,12377.5,,10194.5,8084.5,14173.0,9.0,10838.5,9277.0,9175.0,
-33.501667,21.624167,24-07-2013,65.0,902.0,475.0,11762.0,9671.0,9839.5,,8908.5,7553.0,11648.5,1246.5,8722.5,8609.0,8275.5,
-33.7075,18.97444444,24-07-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-27.01011111,26.69808333,25-07-2013,67.0,787.0,426.0,10803.0,9723.0,9499.5,9.0,9418.0,7590.0,10474.5,97.5,9524.0,8800.0,8831.0,40911.0
-23.838611,31.640833,25-07-2013,49.0,1684.0,826.0,10223.5,9646.0,8970.0,,9105.0,8678.5,9644.5,2024.5,9088.0,7841.0,8381.5,
-29.744167,29.905833,25-07-2013,69.0,568.5,315.0,13836.0,9750.0,12895.5,,9603.0,8127.0,15570.5,833.5,10538.0,9176.5,8812.0,
-26.648056,27.089444,25-07-2013,74.0,681.0,373.0,15106.5,9771.0,14370.5,,10296.5,8399.0,17753.0,406.0,11399.0,8960.0,9181.0,
-26.880278,26.965,25-07-2013,109.0,776.0,421.0,13743.0,9699.5,14591.0,9.0,10393.0,8315.5,17684.0,737.5,11594.0,8814.0,9462.5,42755.5
-27.38972222,26.46388889,25-07-2013,-9999.0,-4600.0,-4783.5,,-9999.0,,-9999.0,,-1260.0,,-9999.0,,-607.5,,
-26.98472222,26.63227778,25-07-2013,77.0,806.0,435.0,14828.0,9703.0,14574.0,8.0,11037.5,7962.0,17231.0,217.5,12578.0,8772.0,9805.0,41971.0
-27.398611,26.614722,25-07-2013,62.0,795.0,430.0,13499.0,9764.0,11704.0,8.0,9901.0,7794.5,13614.0,38.0,10462.5,8789.0,9282.5,41380.5
-33.31388889,19.07472222,25-07-2013,-4984.5,949.0,498.0,5551.5,-148.0,4089.0,-4990.5,4158.5,7683.0,4718.5,-4909.5,4161.0,8625.0,4158.5,20274.5
-29.140556,31.391944,29-07-2013,75.5,897.0,469.0,14075.5,9752.0,9608.0,81.5,9586.5,8297.0,11115.0,6.5,9543.5,8856.0,9089.5,42410.5
-34.065833,20.404167,30-07-2013,82.0,1267.0,642.0,37088.0,9720.0,19962.0,,37690.0,7144.0,25535.0,,37691.0,8157.0,39615.0,
-25.127778,27.628889,30-07-2013,42.0,920.0,486.0,14499.5,9746.5,15196.5,,10051.0,8656.5,17093.0,572.5,11281.0,8630.0,9130.0,
-25.20639,27.558,30-07-2013,54.0,920.0,486.0,13018.5,9644.0,10535.0,,9663.0,8192.0,12163.0,449.0,10157.0,8629.5,8497.5,
-24.69514,27.40906,30-07-2013,117.5,873.0,465.0,13233.5,9597.0,10653.5,,10040.0,8312.0,12508.0,1091.5,10428.5,8714.0,8784.5,
-28.404444,30.013056,30-07-2013,23.0,479.0,273.0,13335.0,9857.0,13084.0,,9527.0,8329.0,16134.0,2569.5,10403.5,9276.5,8840.0,
-29.380556,30.2775,30-07-2013,94.0,545.5,303.0,13478.5,9722.0,12263.0,,9520.0,8470.0,14771.5,851.5,10207.5,9204.0,8659.0,
-26.648056,27.089444,30-07-2013,74.0,681.0,373.0,15106.5,9771.0,14370.5,,10296.5,8399.0,17753.0,406.0,11399.0,8960.0,9181.0,
-26.970278,27.211111,30-07-2013,128.0,696.5,380.0,8193.0,9904.0,7676.5,,8826.0,7700.0,7824.5,1657.5,8739.0,8939.0,8103.0,
-26.880278,26.965,30-07-2013,118.0,704.0,384.0,14518.0,9699.5,15070.5,,10430.0,8615.0,18183.0,1610.5,11659.5,8928.0,9242.5,
-26.98472222,26.63227778,30-07-2013,77.0,721.0,392.0,15431.0,9732.0,14637.5,,11053.0,8366.0,17480.5,213.5,12453.5,8910.0,9586.0,
-29.160278,26.573333,30-07-2013,88.0,526.0,295.0,13434.5,9675.0,12650.0,,10135.5,8056.5,14850.5,1065.5,11185.5,9187.0,8989.0,
-28.69485,28.23487,30-07-2013,,316.0,191.0,12320.5,9840.0,11254.0,8.0,9543.0,7311.5,12950.5,1621.5,10104.5,9487.0,9037.5,39830.5
-28.883333,27.89,30-07-2013,,316.0,191.0,12671.0,9605.0,12079.0,9.0,10223.0,7497.5,13322.0,70.0,10773.0,9485.0,9445.5,40952.0
-34.075556,20.145556,30-07-2013,59.0,488.0,282.0,15875.0,9603.0,13563.5,9.0,10427.0,9450.0,16716.5,178.0,11095.5,9302.0,9228.0,45514.0
-28.058889,30.373611,30-07-2013,96.0,511.0,289.0,12814.0,9649.0,11906.5,,9287.0,8148.5,14585.5,1809.5,9995.0,9229.0,8622.5,
-29.161667,23.696389,31-07-2013,90.0,292.0,178.0,7944.0,9876.0,7744.5,33.0,10258.0,7218.0,7721.0,18.0,9400.0,9523.0,9306.0,39514.0
-24.39619444,27.08983333,31-07-2013,201.0,824.0,441.0,12466.5,9629.5,10534.5,,9124.5,8365.5,12331.0,3879.5,9284.5,8791.0,8197.5,
-28.747778,31.745833,31-07-2013,53.0,1545.0,767.0,13540.0,9723.0,11806.5,8.0,9205.5,8539.0,14514.0,2035.0,9355.0,7885.0,8336.0,43380.5
-28.801278,31.955389,31-07-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-29.615556,27.065278,31-07-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-34.405833,19.600556,31-07-2013,89.0,574.0,317.0,14964.0,9621.0,9401.0,9.0,8714.0,7479.0,11536.5,178.5,8631.0,9187.0,7948.5,40577.0
-27.5275,30.858056,01-08-2013,63.0,813.0,436.0,26195.0,9714.0,23713.0,42.0,24002.0,6734.0,26080.0,,25210.0,8800.5,23021.5,38384.0
-27.902778,24.615556,01-08-2013,78.0,282.0,174.0,14171.0,9716.0,15911.0,9.0,10691.5,8148.0,17807.5,253.0,11866.0,9540.0,9374.5,42170.0
-30.160091,27.40124,01-08-2013,124.0,295.0,180.0,13589.5,9714.5,13063.0,8.0,10522.5,7441.5,14993.0,720.5,11679.0,9510.0,9716.0,40409.5
-30.336111,27.359444,01-08-2013,20.5,304.0,185.0,9157.5,9817.0,8569.5,8.0,9780.0,7032.0,9002.0,2125.5,9470.5,9498.0,9190.0,39240.0
-29.651389,22.746389,01-08-2013,40.0,384.5,225.0,13265.0,9653.0,13314.0,,9965.0,7505.0,15051.5,114.5,10852.5,9359.5,8930.0,
-29.1825,23.575556,01-08-2013,84.0,366.0,216.5,10258.5,9733.0,8878.5,,9741.5,7506.0,9871.0,786.5,8970.5,9391.5,8530.0,
-33.897778,20.012778,01-08-2013,42.0,1159.0,594.0,33347.0,9664.0,21705.0,,32797.0,7131.0,26057.0,,32893.0,8312.0,34158.0,
-29.744167,29.905833,02-08-2013,69.0,460.0,264.0,13148.5,9748.0,12699.0,,9647.5,8133.0,15025.0,5862.5,10349.0,9321.5,8874.5,
-28.068333,31.55,03-08-2013,,1575.0,780.0,12760.0,9784.5,13007.0,8.0,9491.0,8483.0,14753.0,2704.5,10032.0,7825.5,8756.0,43375.0
-25.99136,27.84208,05-08-2013,39.0,533.0,301.0,13457.5,9676.0,12902.5,9.0,10164.5,8037.0,15519.5,87.5,10937.0,9171.0,9354.0,42127.0
-29.7775,29.470833,05-08-2013,,308.0,187.0,10896.0,9821.0,12518.5,,8993.0,8408.5,12893.5,2548.0,9455.5,9502.5,8628.5,
-29.987778,29.851667,05-08-2013,76.0,438.0,253.0,13744.0,9796.5,11310.5,56.0,9285.0,7702.0,13737.0,1289.0,9532.5,9347.5,8683.5,40819.0
-29.744167,29.905833,05-08-2013,69.0,468.0,267.5,13442.0,9730.0,13016.0,10.0,10150.0,7869.5,15612.0,289.5,11011.0,9313.0,9289.0,41392.5
-26.45,28.085833,05-08-2013,89.5,405.0,236.5,13490.0,9668.5,14520.0,9.0,10243.0,8390.5,17045.0,693.5,11480.0,9357.0,9437.0,42971.0
-31.396,29.2651,05-08-2013,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,-9999.0,,
-31.554722,29.245556,05-08-2013,-4985.0,-4583.5,-4779.0,7515.0,-124.5,5622.0,-4858.5,5009.5,-758.0,6941.0,-4938.0,5106.0,-587.5,4693.5,21444.0
