Unnamed: 0.1,Unnamed: 0,Latitude,Longitude,Sample Date,atran,green,drad,blue,emis,atmos_opacity,emsd,nir08,swir16,swir22,lwir,red,urad,trad,cdist
151,151.0,-28.75,30.442778,08-01-2014,5812.0,11036.0,1550.0,9177.0,9695.0,,88.0,16937.5,15153.5,12285.0,,11170.0,3385.0,9984.5,511.5
152,152.0,-28.404444,30.013056,08-01-2014,6681.5,10076.0,1232.5,8967.5,9859.0,,23.0,16087.0,16615.5,12893.5,,9916.0,2577.5,10283.0,527.5
153,153.0,-29.744167,29.905833,08-01-2014,7238.0,9669.5,1007.5,8620.0,9725.0,14.0,69.0,14066.0,13156.0,10810.5,45873.5,9621.5,2079.5,9283.0,1416.0
154,154.0,-29.161667,30.629722,08-01-2014,6441.0,9608.0,1273.0,8428.5,9817.5,,71.0,15991.0,15027.0,12231.0,,9464.5,2739.5,9761.5,291.0
155,155.0,-27.00222,28.76528,08-01-2014,7714.0,9565.5,866.0,8390.5,-9999.0,,-9999.0,14024.5,11779.5,9783.5,,9703.0,1739.0,9341.5,533.5
156,156.0,-27.02314,28.59389,08-01-2014,7656.0,9835.0,887.0,8763.5,9756.0,,,11471.0,9786.5,8987.5,,10571.5,1785.0,9384.5,192.0
157,157.0,-26.648056,27.089444,08-01-2014,7199.0,9544.5,1038.0,8436.5,9838.5,,74.0,17556.5,14522.0,11188.0,,9029.5,2098.0,9843.5,748.0
158,158.0,-26.970278,27.211111,08-01-2014,7133.5,10173.5,1028.0,9237.5,9876.0,9.0,128.0,10098.0,7833.0,7740.0,43293.5,10655.0,2127.5,8464.5,28.5
159,159.0,-26.880278,26.965,08-01-2014,7151.0,9855.5,1026.0,8964.0,9798.0,49.5,118.0,15893.5,16358.0,13158.0,47430.0,9863.0,2124.0,9803.5,80.5
160,160.0,-27.273889,28.49,08-01-2014,7635.5,8957.0,893.5,8069.5,9853.0,,24.5,14143.5,9463.0,8259.0,,9170.5,1798.5,9096.5,153.5
161,161.0,-27.4275,28.525833,08-01-2014,7637.5,8765.5,892.5,7916.5,-9999.0,,-9999.0,17175.5,12202.0,9768.0,,8319.5,1795.5,9274.0,585.0
162,162.0,-27.3,28.586944,08-01-2014,7650.5,9471.0,888.0,8177.5,-9999.0,,-9999.0,16898.5,13554.5,10662.5,,9303.0,1784.5,9491.5,814.5
163,163.0,-26.98472222,26.63227778,08-01-2014,7268.0,10024.5,998.0,9033.5,9703.0,49.0,77.0,16541.5,14918.5,12103.5,47053.0,9931.0,2054.0,9674.0,104.0
164,164.0,-27.044444,27.005,08-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
165,165.0,-28.69485,28.23487,08-01-2014,7805.0,9002.5,827.0,8142.0,9842.0,,,15922.0,12402.5,10188.5,,9024.5,1635.0,9738.5,406.5
166,166.0,-29.615556,27.065278,08-01-2014,7626.0,9670.5,888.0,8280.0,9644.0,,71.0,16836.0,9975.5,8766.0,,10136.0,1765.0,9398.0,801.5
167,167.0,-28.768056,20.720556,08-01-2014,8762.0,10341.5,521.0,9146.0,9619.0,60.0,73.0,13629.0,13580.0,11574.5,46922.5,10628.0,984.0,10027.5,839.0
168,168.0,-28.058889,30.373611,08-01-2014,6890.0,9540.5,1152.0,8533.0,9673.0,,86.0,16123.0,12912.5,10117.0,,9367.5,2386.0,9920.0,5256.5
169,169.0,-27.937778,31.209444,09-01-2014,6619.0,9323.5,1263.5,8084.0,-9999.0,,-9999.0,17493.5,13327.0,10450.0,,8958.0,2681.5,9683.5,4371.0
170,170.0,-27.5275,30.858056,09-01-2014,6969.5,9745.5,1134.0,8419.0,9700.0,,63.0,18636.0,14370.0,11374.0,,9269.5,2363.5,9895.0,1916.5
171,171.0,-30.679722,26.7125,09-01-2014,8339.0,9420.0,639.0,8704.5,9876.0,8.0,99.0,11598.0,8206.0,7958.5,43827.0,10244.0,1214.0,8818.0,5117.0
172,172.0,-30.160091,27.40124,09-01-2014,7633.0,10532.5,895.0,9209.0,9698.0,,124.0,15993.0,14938.5,12247.5,,11328.5,1768.0,10260.5,715.5
173,173.0,-30.336111,27.359444,09-01-2014,7606.0,8932.0,907.0,8249.0,9904.0,,20.5,9673.0,7569.0,7550.5,,9687.5,1793.0,9471.5,1798.5
174,174.0,-27.671111,27.236944,10-01-2014,7587.0,9789.0,924.0,8532.0,9729.5,,96.5,18271.5,13708.0,10975.0,,9365.0,1862.0,9784.0,384.5
175,175.0,-30.534167,24.961944,10-01-2014,8626.0,10259.5,564.0,8952.5,9753.0,,70.0,14592.0,15339.0,13309.5,,10847.0,1074.0,10865.5,9525.0
176,176.0,-29.380556,30.2775,13-01-2014,6277.0,9357.5,1340.5,8178.0,9721.0,,94.0,17569.5,13300.0,10211.5,,8965.5,2887.5,8589.5,38.5
177,177.0,-26.73806,27.59194,13-01-2014,7563.5,10604.0,922.0,9462.0,9904.0,,33.0,10290.5,8210.5,8046.5,,11026.5,1864.5,9156.5,38.0
178,178.0,-26.45,28.085833,13-01-2014,8220.0,9294.0,713.0,8135.0,9694.5,,89.5,18083.0,13620.0,10625.0,,9015.5,1377.0,10297.5,183.5
179,179.0,-26.98472222,26.63227778,13-01-2014,7268.0,10024.5,998.0,9033.5,9703.0,49.0,77.0,16541.5,14918.5,12103.5,47053.0,9931.0,2054.0,9674.0,104.0
180,180.0,-27.01011111,26.69808333,14-01-2014,7340.0,10236.5,975.0,9418.0,9723.0,19.0,67.0,13838.5,11096.5,9281.0,43969.5,10349.5,2000.0,8632.0,122.0
181,181.0,-29.641944,30.6875,14-01-2014,5160.5,9470.0,1696.0,8133.0,-9999.0,,-9999.0,19055.0,13345.0,10373.5,,9042.5,3859.5,9466.5,98.0
182,182.0,-25.127778,27.628889,14-01-2014,6145.0,11903.5,1395.5,9756.0,9758.5,,42.0,18585.0,17652.0,15007.5,,11675.0,2979.5,8236.5,
183,183.0,-25.20639,27.558,14-01-2014,6150.5,10636.0,1394.0,8718.0,9644.0,,54.0,17068.0,14295.0,11783.0,,10639.5,2975.5,7827.0,
184,184.0,-24.69514,27.40906,14-01-2014,6379.0,10581.5,1345.0,8962.5,9597.0,,117.5,16754.5,13605.0,11000.5,,10323.5,2847.0,8521.5,4.0
185,185.0,-25.73411,27.21422,14-01-2014,7173.0,10187.0,1032.0,8973.0,9690.5,,38.0,15476.0,16396.5,13199.0,,10608.0,2097.0,9856.0,325.0
186,186.0,-24.058889,31.237222,14-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
187,187.0,-26.861111,28.884722,14-01-2014,8301.5,10016.5,691.5,8521.0,9569.0,,,21228.0,14647.5,11507.0,,9533.0,1337.5,8921.0,13.0
188,188.0,-26.648056,27.089444,14-01-2014,7199.0,9544.5,1038.0,8436.5,9838.5,,74.0,17556.5,14522.0,11188.0,,9029.5,2098.0,9843.5,748.0
189,189.0,-26.970278,27.211111,14-01-2014,7133.5,10173.5,1028.0,9237.5,9876.0,9.0,128.0,10098.0,7833.0,7740.0,43293.5,10655.0,2127.5,8464.5,28.5
190,190.0,-26.880278,26.965,14-01-2014,7151.0,9855.5,1026.0,8964.0,9798.0,49.5,118.0,15893.5,16358.0,13158.0,47430.0,9863.0,2124.0,9803.5,80.5
191,191.0,-26.98472222,26.63227778,14-01-2014,7268.0,10024.5,998.0,9033.5,9703.0,49.0,77.0,16541.5,14918.5,12103.5,47053.0,9931.0,2054.0,9674.0,104.0
192,192.0,-28.1175,26.719444,14-01-2014,6668.0,10690.0,1213.0,9694.0,9699.0,8.0,54.0,15237.5,15402.5,12512.5,47057.5,10996.0,2544.0,9543.5,13.0
193,193.0,-27.044444,27.005,14-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
194,194.0,-31.396,29.2651,14-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
195,195.0,-31.554722,29.245556,14-01-2014,5258.5,9235.0,1699.0,8314.0,9854.0,214.0,93.0,19668.5,13761.0,9759.0,46039.0,8644.5,3968.0,9302.0,90.5
196,196.0,-34.075556,20.145556,14-01-2014,9302.0,10427.0,282.0,9228.0,9603.0,9.0,59.0,15875.0,16716.5,13563.5,45514.0,11095.5,488.0,9450.0,178.0
197,197.0,-28.338333,31.373611,14-01-2014,6436.0,11042.5,1321.0,9338.5,9880.0,,,10519.5,8524.5,8097.5,,11670.5,2838.0,9568.0,1964.0
198,198.0,-28.068333,31.55,14-01-2014,6158.0,9456.0,1430.5,8198.5,9805.0,,,17422.0,14328.0,11195.0,,9159.0,3113.5,9652.5,1328.0
199,199.0,-29.161667,23.696389,15-01-2014,8622.0,9710.0,588.0,8188.5,9904.0,,90.0,7426.0,7612.0,7582.5,,8778.5,1129.0,9775.0,15488.5
200,200.0,-24.39619444,27.08983333,15-01-2014,6509.0,9701.0,1312.0,8348.0,9629.5,,201.0,14681.0,12446.5,10292.5,,9490.0,2773.0,9126.0,589.5
201,201.0,-30.568333,29.422778,15-01-2014,7856.0,,828.5,,-9999.0,-9999.0,-9999.0,,,,,,1663.0,9562.0,-9999.0
202,202.0,-30.570833,29.150556,15-01-2014,7848.0,10005.0,830.0,8802.5,9674.0,43.0,51.5,15123.0,13344.5,10916.0,46041.5,10019.0,1666.0,9469.0,2633.0
203,203.0,-31.104278,29.399722,15-01-2014,5720.0,9676.5,1568.5,8683.0,9755.0,45.0,26.0,13161.0,10828.0,9188.0,46589.0,9667.0,3548.0,9450.0,1277.5
204,204.0,-22.769722,30.886944,16-01-2014,6328.0,9974.0,1395.0,9002.0,9654.0,59.0,,16215.0,15705.0,12807.0,48611.0,10476.0,2981.0,10083.0,8553.0
205,205.0,-28.44555556,32.325,12-03-2014,5429.0,9620.5,1647.0,8350.0,9844.5,,,20760.0,13106.0,9973.0,,9295.5,3711.0,9324.0,1063.0
206,206.0,-27.935,26.126667,16-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
207,207.0,-28.141944,26.417778,16-01-2014,6665.0,10215.0,1216.0,9347.0,9712.0,14.0,48.5,16480.0,16140.5,12857.5,47904.0,10711.5,2551.0,9822.0,159.0
208,208.0,-30.86013889,29.07125,16-01-2014,6468.0,10395.5,1330.0,9219.0,9836.0,19.0,31.5,13173.0,11630.5,9847.0,47212.5,10809.0,2902.0,9785.0,4793.0
209,209.0,-30.77586667,29.03221667,16-01-2014,6673.5,10112.0,1260.5,8973.0,9662.0,14.0,44.0,16772.0,15047.5,11689.5,47393.0,10164.0,2718.5,9803.5,4492.5
210,210.0,-23.838611,31.640833,17-01-2014,4407.0,10017.0,1962.0,9177.5,9671.0,85.0,49.0,14944.5,14019.0,11603.5,47661.0,10180.5,4572.0,9339.0,678.0
211,211.0,-27.902778,24.615556,17-01-2014,7840.0,10337.0,868.0,8631.5,9736.0,,78.0,17554.0,15573.0,12650.0,,10177.0,1734.0,11101.0,4009.5
212,212.0,-31.031389,28.883333,17-01-2014,6511.0,10767.0,1295.0,9357.0,9712.0,9.0,40.0,13374.5,12273.5,10465.5,47128.0,11472.0,2830.0,9673.5,6176.0
213,213.0,-29.042222,24.6,20-01-2014,7031.0,12063.5,1112.0,10793.0,9778.0,85.5,105.0,17927.5,16962.5,14409.0,43902.0,13019.0,2281.0,8632.0,29.0
214,214.0,-29.033333,23.983333,20-01-2014,7846.0,9980.0,866.0,8588.5,9688.0,,73.0,15442.5,14771.5,12368.5,,10459.5,1714.0,11040.0,20000.0
215,215.0,-28.760833,17.730278,21-01-2014,8558.0,9498.0,598.0,8561.0,9880.0,8.0,,8510.0,8171.0,7958.5,45021.5,9212.0,1153.0,9488.0,4875.0
216,216.0,-24.670833,28.560833,21-01-2014,7579.0,9684.5,964.0,8537.0,9635.5,,26.5,17680.0,15617.5,12324.5,,9654.5,1955.0,10233.5,1600.5
217,217.0,-28.141944,26.417778,21-01-2014,6527.0,9870.0,1202.0,8576.0,9705.0,,48.5,17089.0,15961.5,12584.0,,10068.0,2502.0,9432.0,191.0
218,218.0,-28.1175,26.719444,21-01-2014,6575.0,10434.5,1191.0,8714.5,9730.0,,54.0,15621.0,15086.0,12682.5,,10659.5,2471.0,5738.0,6.0
219,219.0,-29.028629,24.638389,21-01-2014,7024.0,11195.5,1114.0,9954.5,9669.0,90.0,61.0,19051.5,16412.0,12756.0,45111.5,11679.0,2284.5,9004.0,36.5
220,220.0,-29.1825,23.575556,21-01-2014,7823.0,9694.5,884.5,8518.0,9733.0,,84.0,10453.0,9701.5,8826.5,,8876.0,1757.0,10280.5,20000.0
221,221.0,-34.031944,22.053333,21-01-2014,7182.0,8639.0,1076.0,7864.0,9625.0,,81.0,13254.0,12099.0,10020.0,,8472.0,2273.0,9401.0,492.0
222,222.0,-34.039722,22.133333,21-01-2014,7184.0,9093.5,1074.0,7983.0,9859.5,,80.0,20770.0,13538.5,10086.5,,8449.5,2270.0,9438.5,326.5
223,223.0,-25.57877778,29.12747222,21-01-2014,5901.5,10199.5,1419.5,9368.0,9384.0,170.5,,15710.5,14069.0,11507.0,46948.5,10191.5,3052.0,9059.5,95.0
224,224.0,-29.161667,23.696389,22-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
225,225.0,-24.282222,28.090278,22-01-2014,7539.0,9275.5,974.0,8467.0,9726.0,,103.0,15926.0,13980.0,10850.0,,9047.5,1971.0,9852.0,2225.5
226,226.0,-25.99136,27.84208,22-01-2014,6406.0,9682.0,1242.0,8955.0,9676.0,260.0,39.0,16543.5,14211.5,11122.5,45991.5,9565.5,2618.0,8985.5,123.5
227,227.0,-24.925278,29.324444,22-01-2014,6990.0,9435.5,1187.0,8460.0,9760.0,,140.0,16909.5,14502.0,11633.0,,9362.5,2492.0,10120.0,501.5
228,228.0,-27.363611,31.783333,22-01-2014,6075.0,9265.5,1473.0,8291.5,9827.0,,,19192.0,13023.5,9706.0,,8791.5,3250.0,9406.5,507.0
229,229.0,-27.602222,29.942778,22-01-2014,8246.5,9648.0,709.5,8667.0,9635.0,9.0,36.0,15502.0,14145.5,11159.0,46680.5,9610.0,1388.5,9841.0,1338.5
230,230.0,-29.744167,29.905833,22-01-2014,7640.5,9527.0,922.5,8557.5,9725.0,13.0,69.0,13945.0,13755.0,11242.5,47079.5,9601.5,1899.5,9934.0,1636.0
231,231.0,-26.45,28.085833,22-01-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
232,232.0,-27.671111,27.236944,22-01-2014,7587.0,9789.0,924.0,8532.0,9729.5,,96.5,18271.5,13708.0,10975.0,,9365.0,1862.0,9784.0,384.5
233,233.0,-34.02861,22.22222,22-01-2014,7184.0,8600.0,1074.0,7726.5,9839.5,,105.5,17494.5,12044.0,9510.0,,8288.5,2269.0,9284.5,145.5
234,234.0,-34.405833,19.600556,22-01-2014,7936.0,9898.0,756.0,8868.0,9620.0,9.0,89.0,15338.0,15454.0,12006.5,45063.0,10199.5,1497.0,9004.0,55.5
235,235.0,-27.01011111,26.69808333,23-01-2014,7340.0,10236.5,975.0,9418.0,9723.0,19.0,67.0,13838.5,11096.5,9281.0,43969.5,10349.5,2000.0,8632.0,122.0
236,236.0,-26.905,32.324722,23-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
237,237.0,-27.169444,29.233889,23-01-2014,8709.0,9734.0,516.0,8789.5,9838.0,16.0,,15947.5,15646.5,12229.0,46890.0,9555.5,969.0,10138.5,1880.0
238,238.0,-27.00222,28.76528,23-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
239,239.0,-26.648056,27.089444,23-01-2014,7199.0,9544.5,1038.0,8436.5,9838.5,,74.0,17556.5,14522.0,11188.0,,9029.5,2098.0,9843.5,748.0
240,240.0,-26.970278,27.211111,23-01-2014,7133.5,10173.5,1028.0,9237.5,9876.0,9.0,128.0,10098.0,7833.0,7740.0,43293.5,10655.0,2127.5,8464.5,28.5
241,241.0,-26.880278,26.965,23-01-2014,7151.0,9855.5,1026.0,8964.0,9798.0,49.5,118.0,15893.5,16358.0,13158.0,47430.0,9863.0,2124.0,9803.5,80.5
242,242.0,-27.38972222,26.46388889,23-01-2014,7378.0,10029.0,968.0,8980.5,9876.0,9.0,98.0,10177.0,8490.5,8019.5,44303.0,10159.0,1982.0,8873.5,398.5
243,243.0,-26.98472222,26.63227778,23-01-2014,7268.0,10024.5,998.0,9033.5,9703.0,49.0,77.0,16541.5,14918.5,12103.5,47053.0,9931.0,2054.0,9674.0,104.0
244,244.0,-27.398611,26.614722,23-01-2014,7375.0,9643.5,968.0,8684.5,9803.0,15.0,62.0,16133.5,13209.0,10783.5,45599.5,9493.5,1981.0,9283.0,130.5
245,245.0,-25.45963889,28.26430556,23-01-2014,5896.0,10221.0,1420.0,9345.5,9636.0,237.0,176.0,17907.5,14413.5,11399.0,47527.5,10131.5,3064.0,9264.0,601.0
246,246.0,-33.897778,20.012778,23-01-2014,7411.0,12840.0,983.0,12274.0,9687.0,19.0,42.0,18072.0,16611.0,13987.0,42745.0,12927.0,2040.0,8334.0,
247,247.0,-25.81048333,27.90955222,24-01-2014,6176.0,9817.5,1330.0,9074.0,9608.0,273.0,106.0,16273.5,13628.0,10516.0,45774.0,9766.5,2828.0,8911.0,159.0
248,248.0,-29.803611,30.516111,26-01-2014,6439.0,9370.5,1353.0,8500.0,9798.0,54.0,112.0,15183.5,13384.0,10993.5,46586.0,9247.5,2932.0,9617.5,810.0
249,249.0,-30.733889,29.828333,27-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
250,250.0,-26.45,28.085833,27-01-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
251,251.0,-29.160278,26.573333,27-01-2014,6954.5,9907.0,1084.0,8616.5,9675.0,,88.0,16339.5,14010.5,11527.0,,10106.5,2207.0,10217.5,1602.0
252,252.0,-33.38056,19.30167,27-01-2014,7846.5,10073.0,877.0,9237.5,9586.0,10.0,27.0,14111.5,15121.5,12626.5,46772.5,10603.5,1787.5,9878.5,321.5
253,253.0,-32.502778,19.535833,27-01-2014,7980.5,12476.5,841.5,10528.5,9520.0,8.0,54.0,17276.0,20193.0,17865.0,49010.0,14464.5,1700.5,10696.5,7032.0
254,254.0,-27.01011111,26.69808333,28-01-2014,6600.0,9847.0,1169.0,9042.0,9723.0,11.0,67.0,13060.0,10280.0,8918.5,45103.0,9774.5,2456.0,8781.0,592.0
255,255.0,-25.127778,27.628889,28-01-2014,6145.0,11903.5,1395.5,9756.0,9758.5,,42.0,18585.0,17652.0,15007.5,,11675.0,2979.5,8236.5,
256,256.0,-24.69514,27.40906,28-01-2014,6379.0,10581.5,1345.0,8962.5,9597.0,,117.5,16754.5,13605.0,11000.5,,10323.5,2847.0,8521.5,4.0
257,257.0,-25.73411,27.21422,28-01-2014,7173.0,10187.0,1032.0,8973.0,9690.5,,38.0,15476.0,16396.5,13199.0,,10608.0,2097.0,9856.0,325.0
258,258.0,-28.735556,29.820556,28-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
259,259.0,-27.00222,28.76528,28-01-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
260,260.0,-26.648056,27.089444,28-01-2014,7199.0,9544.5,1038.0,8436.5,9838.5,,74.0,17556.5,14522.0,11188.0,,9029.5,2098.0,9843.5,748.0
261,261.0,-26.970278,27.211111,28-01-2014,6785.5,10278.0,1128.0,9285.0,9876.0,9.0,128.0,9773.5,8053.5,7700.0,44329.0,10570.0,2359.5,8706.0,1269.5
262,262.0,-26.880278,26.965,28-01-2014,-1631.5,4557.5,-4429.0,4267.5,-106.5,-4993.5,-4940.5,7978.5,6306.0,5019.5,23173.0,4477.0,-3804.5,-348.5,-4179.5
263,263.0,-26.98472222,26.63227778,28-01-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
264,264.0,-27.398611,26.614722,28-01-2014,6481.0,10126.5,1200.0,9075.0,9798.0,13.0,62.0,15734.0,12977.0,10707.5,46068.0,10406.0,2531.0,9059.5,200.0
265,265.0,-33.501667,21.624167,28-01-2014,7380.0,10307.5,1029.0,8696.5,9671.0,,65.0,15614.0,12100.5,9897.5,,10278.0,2149.0,9632.5,2095.0
266,266.0,-32.595833,19.009444,28-01-2014,7410.5,9887.5,1036.5,9008.5,9705.0,9.0,56.0,15501.0,13758.5,10895.0,47107.0,9864.5,2181.0,9971.0,3868.0
267,267.0,-25.20639,27.558,29-01-2014,6150.5,10636.0,1394.0,8718.0,9644.0,,54.0,17068.0,14295.0,11783.0,,10639.5,2975.5,7827.0,
268,268.0,-28.768056,20.720556,29-01-2014,7305.0,10106.0,1076.0,9164.0,9619.0,8.0,73.0,11613.5,11784.5,10184.5,46996.0,10319.5,2205.0,9822.0,238.5
269,269.0,-33.13083,18.86278,29-01-2014,7163.0,10296.5,1127.0,9221.0,9749.5,8.0,85.0,15389.5,14150.0,12258.5,47529.0,10942.0,2400.0,10101.5,2662.5
270,270.0,-33.7075,18.97444444,29-01-2014,7082.0,9634.5,1145.0,8867.0,9632.0,9.0,95.0,14727.5,12906.5,10585.0,46968.0,10012.5,2453.0,9803.5,73.5
271,271.0,-32.94583,18.33667,29-01-2014,7101.0,9624.0,1120.0,8784.0,9618.5,19.0,66.0,16111.5,12056.0,9693.5,46097.0,9728.5,2404.0,9506.5,1865.0
272,272.0,-30.13573889,30.67422222,30-01-2014,5672.0,10374.0,1600.0,9193.5,-9999.0,80.0,-9999.0,12588.0,8856.5,8100.0,,10802.0,3624.0,9116.0,1111.5
273,273.0,-27.38972222,26.46388889,30-01-2014,6465.0,10742.5,1203.0,9588.0,9876.0,25.0,98.0,10822.0,8815.5,8357.0,45412.0,11064.5,2536.0,8911.0,1547.5
274,274.0,-33.31388889,19.07472222,30-01-2014,7269.0,9491.5,1093.0,8760.0,9712.0,9.0,55.0,13848.0,13703.5,11414.5,46700.5,9828.0,2313.0,9822.0,1453.5
275,275.0,-29.380556,30.2775,31-01-2014,7027.0,9101.0,1122.5,8164.0,9708.0,72.0,94.0,17314.0,12822.5,9646.0,45120.0,8637.0,2349.0,9116.0,218.5
276,276.0,-22.769722,30.886944,03-02-2014,5901.0,9404.0,1480.0,8139.0,9620.0,,,18030.0,12884.0,9942.0,,9146.0,3236.0,9247.0,1400.0
277,277.0,-26.73806,27.59194,03-02-2014,7563.5,10604.0,922.0,9462.0,9904.0,,33.0,10290.5,8210.5,8046.5,,11026.5,1864.5,9156.5,38.0
278,278.0,-26.45,28.085833,03-02-2014,6659.0,9830.0,1153.0,8975.0,9671.5,133.5,89.5,17783.0,13426.5,10049.5,45815.0,9588.5,2392.0,8967.0,428.0
279,279.0,-33.08883333,19.21878333,03-02-2014,8364.5,9874.0,675.5,8769.0,9642.0,,51.0,14438.0,15724.0,13121.5,,10280.0,1326.5,10188.5,1356.5
280,280.0,-28.747778,31.745833,04-02-2014,4534.5,9666.5,1802.0,8708.5,9722.0,71.0,53.0,18253.0,15136.5,11418.5,47978.0,9430.5,4211.0,9190.0,167.0
281,281.0,-27.398611,26.614722,04-02-2014,6481.0,10126.5,1200.0,9075.0,9798.0,13.0,62.0,15734.0,12977.0,10707.5,46068.0,10406.0,2531.0,9059.5,200.0
282,282.0,-25.45963889,28.26430556,04-02-2014,5896.0,10221.0,1420.0,9345.5,9636.0,237.0,176.0,17907.5,14413.5,11399.0,47527.5,10131.5,3064.0,9264.0,601.0
283,283.0,-27.495556,26.074722,04-02-2014,6405.0,10391.0,1209.0,9281.0,9688.0,13.0,81.0,15511.5,18170.0,14628.0,48801.0,10898.5,2549.0,9822.0,3474.5
284,284.0,-27.4,26.624722,04-02-2014,6479.0,10157.0,1201.0,9068.5,9747.5,15.0,58.5,15938.0,13314.0,10229.0,45587.0,10402.5,2533.0,8911.0,193.5
285,285.0,-28.760833,17.730278,05-02-2014,7265.5,9505.0,1058.5,8713.0,9880.0,60.0,,8130.0,7772.5,7745.0,45444.5,8852.0,2239.5,9413.0,3079.0
286,286.0,-29.161667,23.696389,05-02-2014,7273.0,11328.5,1047.0,9620.0,9876.0,193.0,90.0,8820.0,7699.0,7588.0,43976.0,11378.0,2151.0,8836.5,236.0
287,287.0,-27.01011111,26.69808333,05-02-2014,6600.0,9847.0,1169.0,9042.0,9723.0,11.0,67.0,13060.0,10280.0,8918.5,45103.0,9774.5,2456.0,8781.0,592.0
288,288.0,-25.81048333,27.90955222,05-02-2014,6176.0,9817.5,1330.0,9074.0,9608.0,273.0,106.0,16273.5,13628.0,10516.0,45774.0,9766.5,2828.0,8911.0,159.0
289,289.0,-29.140556,31.391944,05-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
290,290.0,-28.801278,31.955389,05-02-2014,4819.0,9891.5,1731.0,9030.5,9802.0,137.0,18.0,15871.0,12914.0,10455.0,45670.5,9712.5,4034.0,8818.0,34.5
291,291.0,-28.404444,30.013056,05-02-2014,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0
292,292.0,-29.744167,29.905833,05-02-2014,7146.5,9607.0,1109.5,8637.0,9735.0,85.5,69.0,14988.0,13484.0,10759.0,45265.0,9515.0,2317.5,9227.0,1303.0
293,293.0,-26.970278,27.211111,05-02-2014,6785.5,10278.0,1128.0,9285.0,9876.0,9.0,128.0,9773.5,8053.5,7700.0,44329.0,10570.0,2359.5,8706.0,1269.5
294,294.0,-26.880278,26.965,05-02-2014,-1631.5,4557.5,-4429.0,4267.5,-106.5,-4993.5,-4940.5,7978.5,6306.0,5019.5,23173.0,4477.0,-3804.5,-348.5,-4179.5
295,295.0,-26.98472222,26.63227778,05-02-2014,6714.0,9704.5,1145.0,8846.5,9703.0,19.0,77.0,16677.5,13558.5,11095.5,47151.0,9551.5,2396.0,9469.0,271.0
296,296.0,-28.116667,26.725278,05-02-2014,6179.5,10491.0,1268.0,9821.0,9795.0,40.5,39.0,15290.5,12995.0,10938.0,41795.5,10586.0,2692.5,7739.0,17.0
297,297.0,-27.044444,27.005,05-02-2014,6638.0,4663.5,1164.0,4180.5,-93.0,-4994.5,-4961.0,8180.5,7141.0,5496.0,23357.0,4541.5,2445.0,9394.5,-3992.0
298,298.0,-29.033333,23.983333,05-02-2014,6849.0,9536.0,1184.0,8724.5,9678.0,193.0,73.0,14199.0,11142.5,9328.0,45434.0,9266.0,2488.5,9134.5,1614.5
299,299.0,-28.69485,28.23487,05-02-2014,7296.0,8997.0,945.0,8079.5,9842.0,,,15446.5,12318.0,10039.5,,8885.5,1908.0,9223.5,80.0
300,300.0,-27.937778,31.209444,06-02-2014,7312.5,9248.5,1026.0,8328.0,-9999.0,10.0,-9999.0,16479.5,13073.0,10229.0,,9081.0,2122.5,9264.0,436.5
301,301.0,-30.160091,27.40124,06-02-2014,6953.0,9890.0,1076.0,8712.5,9707.0,,124.0,15710.0,13198.0,10691.5,,10451.5,2203.0,9002.0,724.0
