Latitude,Longitude,Sample Date,emis,cdist,drad,green,urad,atmos_opacity,atran,trad,emsd,swir22,blue,swir16,red,lwir,nir08
-25.99136,27.84208,10-12-2012,9676.0,88.0,1139.0,9841.0,2423.0,33.0,6684.0,8669.0,39.0,11468.5,9017.0,14523.0,9861.0,44674.5,16117.0
-29.380556,30.2775,10-12-2012,9707.0,107.5,1168.0,9549.5,2471.0,114.0,6922.5,9116.0,94.0,10398.0,8480.5,13860.0,9071.5,45109.0,19285.5
-26.73806,27.59194,10-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.45,28.085833,10-12-2012,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-27.671111,27.236944,10-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-30.86013889,29.07125,10-12-2012,9840.5,863.0,977.0,10775.0,1992.5,18.0,7544.0,9413.0,31.5,9569.0,9376.5,10877.0,12039.0,45465.5,14535.5
-31.104278,29.399722,10-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-31.396,29.2651,10-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-31.554722,29.245556,10-12-2012,9852.0,131.0,1584.5,9283.5,3619.0,70.0,5607.0,9227.0,93.0,9745.0,8321.5,12925.0,8897.0,45775.5,18169.5
-34.005833,22.351111,10-12-2012,9806.5,101.5,903.0,9697.0,1865.0,87.5,7468.0,9041.0,80.5,11807.5,8826.0,14930.0,9868.5,45001.0,16635.5
-27.01011111,26.69808333,11-12-2012,9723.0,109.5,326.0,9893.0,572.0,9.0,9170.0,7739.0,67.0,10263.5,9294.0,11953.5,9862.0,41215.0,13465.0
-26.861111,28.884722,11-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.00222,28.76528,11-12-2012,-9999.0,435.0,731.0,10035.0,1432.0,13.0,8021.0,9153.0,-9999.0,11181.0,9018.0,14247.0,10043.0,,14549.5
-26.970278,27.211111,11-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,11-12-2012,9744.5,311.0,355.0,10100.5,633.0,111.5,9095.0,8278.5,118.0,12620.0,9383.5,15278.0,10524.5,42478.5,13673.5
-26.98472222,26.63227778,11-12-2012,9703.0,272.5,332.0,10385.0,585.0,9.0,9157.0,8836.5,77.0,12427.5,9268.5,15196.0,10842.0,43913.0,15078.0
-30.77586667,29.03221667,11-12-2012,9606.0,958.0,920.0,10150.0,1859.0,10.0,7687.0,9655.0,44.0,11748.0,8909.0,14649.0,10255.0,46339.0,15671.5
-25.45963889,28.26430556,11-12-2012,9636.0,394.5,1269.0,9857.5,2744.0,21.0,6290.0,8855.0,176.0,11355.0,8958.0,13865.5,10010.5,45548.5,15783.0
-25.81048333,27.90955222,12-12-2012,-195.5,-4979.5,-4381.5,4719.5,-3669.0,-4995.0,-1800.5,-739.5,-4977.0,4437.5,4427.0,5176.0,4750.0,22036.0,5687.5
-27.5275,30.858056,12-12-2012,9714.0,1584.0,741.5,9718.0,1474.5,27.0,8179.0,9339.0,63.0,10998.5,8620.5,13967.0,9377.5,45217.0,17631.5
-28.141944,26.417778,12-12-2012,9712.0,781.5,278.0,9836.0,475.0,9.0,9296.0,9617.5,48.5,13504.0,9021.0,16044.5,10119.0,45722.0,14752.0
-28.1175,26.719444,12-12-2012,9699.0,655.5,289.0,10135.0,498.0,8.0,9266.0,9302.0,54.0,12584.5,9208.0,14799.5,10587.0,45030.0,14141.5
-30.568333,29.422778,12-12-2012,9753.0,472.5,1028.0,9534.0,2122.5,43.5,7279.0,9357.5,45.0,9598.5,8614.0,12433.5,9095.5,45692.0,17122.0
-31.031389,28.883333,12-12-2012,9683.0,191.5,953.0,10468.0,1947.5,9.0,7570.5,9431.5,40.0,8561.0,9134.0,9948.0,11211.0,45606.5,11054.0
-30.570833,29.150556,12-12-2012,9619.0,1150.0,686.0,10193.5,1331.5,20.0,8245.5,9655.0,17.0,9890.0,8928.0,11653.0,10332.0,46041.5,14351.0
-34.250556,20.9925,12-12-2012,9775.0,475.5,1264.0,9212.0,2739.0,9.0,6533.5,9487.5,22.0,10614.0,8502.0,13309.0,9364.5,46577.5,13114.0
-24.670833,28.560833,13-12-2012,9634.0,1435.5,461.0,10474.0,862.0,9.0,8834.0,9897.0,26.5,14412.0,9419.0,17776.0,11261.0,46699.0,15856.5
-27.937778,31.209444,13-12-2012,-9999.0,1173.5,936.0,9073.0,1923.0,10.0,7678.0,9153.0,-9999.0,9797.0,8153.0,12664.0,8755.0,,16482.0
-27.398611,26.614722,13-12-2012,9797.0,213.5,327.0,10538.0,573.0,9.0,9168.0,9301.5,62.0,12012.0,9237.5,14938.5,10507.5,44833.5,16571.0
-27.671111,27.236944,13-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-22.43772222,31.07805556,14-12-2012,9595.0,428.5,1865.5,10495.5,4244.5,118.5,4793.5,8855.0,16.0,12257.5,9760.5,14794.0,11153.5,45196.5,14338.5
-28.96362,19.15486,15-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.735556,29.820556,17-12-2012,9704.0,152.5,1356.0,9577.5,2928.0,137.0,6410.0,8948.5,76.0,9322.0,8725.5,12628.5,9131.5,44711.5,17523.5
-28.7115,24.07288889,18-12-2012,9650.0,3079.5,782.0,10488.5,1534.0,8.0,8009.0,9952.5,72.0,11447.0,9366.5,12891.5,10476.0,47234.0,13230.5
-25.127778,27.628889,18-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-25.20639,27.558,18-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-24.69514,27.40906,18-12-2012,9581.0,6233.0,803.0,10177.0,1604.0,15.0,7992.0,9860.0,117.5,11452.0,9373.5,14059.5,10606.0,46947.0,14223.0
-26.45,28.085833,18-12-2012,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-29.1825,23.575556,18-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-33.501667,21.624167,18-12-2012,9626.0,987.0,829.0,9519.5,1671.0,10.0,7786.0,8836.5,65.0,9432.0,8679.0,11722.0,9151.5,44428.0,15418.0
-29.161667,23.696389,19-12-2012,9876.0,829.5,764.0,11021.0,1495.0,8.0,8061.0,9004.0,90.0,7592.0,9676.0,7692.0,10444.0,44252.0,8482.0
-27.01011111,26.69808333,19-12-2012,9723.0,109.5,326.0,9893.0,572.0,9.0,9170.0,7739.0,67.0,10263.5,9294.0,11953.5,9862.0,41215.0,13465.0
-24.39619444,27.08983333,19-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.404444,30.013056,19-12-2012,9863.0,538.5,1239.5,10195.0,2647.0,37.5,6628.0,9897.0,23.0,12909.5,9086.0,15620.0,10235.0,47644.5,15864.0
-26.861111,28.884722,19-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-27.00222,28.76528,19-12-2012,-9999.0,435.0,731.0,10035.0,1432.0,13.0,8021.0,9153.0,-9999.0,11181.0,9018.0,14247.0,10043.0,,14549.5
-26.648056,27.089444,19-12-2012,9829.5,408.5,1038.0,9447.0,2130.0,10.0,7151.0,9320.5,74.0,10529.0,8692.0,13855.0,9194.0,45912.0,15815.5
-26.970278,27.211111,19-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,19-12-2012,9744.5,311.0,355.0,10100.5,633.0,111.5,9095.0,8278.5,118.0,12620.0,9383.5,15278.0,10524.5,42478.5,13673.5
-26.98472222,26.63227778,19-12-2012,9703.0,272.5,332.0,10385.0,585.0,9.0,9157.0,8836.5,77.0,12427.5,9268.5,15196.0,10842.0,43913.0,15078.0
-28.768056,20.720556,19-12-2012,9626.0,119.5,1013.0,10298.0,2060.0,36.5,7348.0,9450.5,73.0,10149.5,9284.0,11398.0,10092.0,46317.0,12705.0
-28.75,30.442778,20-12-2012,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-29.161667,30.629722,20-12-2012,9816.0,821.0,1233.0,9815.5,2661.5,105.5,6721.5,10157.5,71.0,13521.5,8617.5,15933.5,9815.0,48175.5,16134.5
-28.96362,19.15486,22-12-2012,9748.5,1556.5,1356.0,10361.5,2813.0,8.0,6289.0,9487.5,57.0,8939.5,9533.0,9695.0,10345.5,47209.0,10013.0
-28.96362,19.15486,29-12-2012,9634.0,1817.5,858.0,10422.0,1701.0,9.0,7910.0,9860.0,57.0,9505.5,9283.5,9839.5,10618.5,46838.0,10335.0
-25.14944444,31.94055556,01-01-2013,-9999.0,1029.5,1231.5,10571.5,2621.5,70.5,6533.0,9711.0,-9999.0,12795.5,9369.0,15494.5,10797.0,,16423.0
-27.00222,28.76528,01-01-2013,-9999.0,1096.0,1073.0,9506.5,2235.5,25.0,6927.5,8650.5,-9999.0,9469.5,8295.0,11648.0,9110.5,,13606.0
-25.127778,27.628889,02-01-2013,9750.5,578.5,736.0,9689.0,1440.0,12.5,8093.0,10418.0,42.0,14623.0,8809.5,16460.0,10447.0,48179.5,13829.0
-25.99136,27.84208,02-01-2013,-9999.0,-9999.0,-4418.0,,-3769.5,-9999.0,-1665.0,-609.0,-9999.0,,,,,,
-25.20639,27.558,02-01-2013,9619.0,92.0,729.0,9889.0,1424.5,43.5,8113.0,9506.0,54.0,11259.0,9013.0,13224.0,10332.5,46129.5,15620.5
-30.160091,27.40124,02-01-2013,9714.5,718.5,573.0,9741.0,1093.0,9.0,8499.0,9264.5,124.0,11374.0,8811.0,13507.0,10347.5,45224.5,14915.5
-28.96362,19.15486,02-01-2013,9634.0,1817.5,858.0,10422.0,1701.0,9.0,7910.0,9860.0,57.0,9505.5,9283.5,9839.5,10618.5,46838.0,10335.0
-25.81048333,27.90955222,03-01-2013,9600.0,57.0,1268.0,9586.5,2718.0,57.0,6374.0,8873.5,106.0,10507.0,8880.0,13398.0,9612.5,45316.0,14829.5
-26.73806,27.59194,03-01-2013,9876.0,463.0,1147.0,9419.5,2416.5,14.0,6728.5,8483.0,33.0,7885.5,8901.5,8218.0,9086.0,43586.0,9721.0
-27.398611,26.614722,03-01-2013,9802.5,122.0,1024.0,9717.5,2104.0,12.0,7257.0,9394.5,62.0,10464.0,8789.0,12591.0,9524.5,45901.5,16088.5
-27.671111,27.236944,03-01-2013,9798.5,82.5,975.0,10091.0,1995.0,9.0,7370.0,9320.0,96.5,11369.5,9137.5,13884.5,10037.5,45771.5,16287.5
-25.45963889,28.26430556,03-01-2013,9636.0,394.5,1269.0,9857.5,2744.0,21.0,6290.0,8855.0,176.0,11355.0,8958.0,13865.5,10010.5,45548.5,15783.0
-27.01011111,26.69808333,04-01-2013,9723.0,201.5,1021.0,9329.0,2095.0,15.0,7259.0,8873.5,67.0,9047.0,8582.5,10942.0,8906.5,44582.0,14246.5
-26.648056,27.089444,04-01-2013,9829.5,408.5,1038.0,9447.0,2130.0,10.0,7151.0,9320.5,74.0,10529.0,8692.0,13855.0,9194.0,45912.0,15815.5
-26.970278,27.211111,04-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,04-01-2013,9794.5,21.5,1054.0,9549.5,2176.0,42.0,7142.0,9227.0,118.0,11717.0,8758.5,15172.5,9580.5,45656.5,14628.5
-26.98472222,26.63227778,04-01-2013,9703.0,107.5,1027.0,9912.0,2105.0,12.0,7242.0,9617.5,77.0,11757.5,8939.5,15294.0,9846.5,46825.0,16847.5
-28.96362,19.15486,05-01-2013,9621.0,961.5,875.0,10433.0,1758.0,8.0,7769.0,9878.0,57.0,9604.0,9487.5,10252.0,10450.5,47242.5,10331.5
-25.99136,27.84208,07-01-2013,-9999.0,-9999.0,-4418.0,,-3769.5,-9999.0,-1665.0,-609.0,-9999.0,,,,,,
-28.747778,31.745833,07-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-29.7775,29.470833,07-01-2013,9855.5,780.5,761.5,9243.5,1494.5,53.5,8018.0,9022.5,,8762.5,8339.5,10524.5,8870.0,44446.0,13699.5
-29.744167,29.905833,07-01-2013,9725.0,3418.0,995.0,9487.0,2025.0,20.0,7461.5,9302.0,69.0,10407.0,8405.5,13093.5,9180.5,45451.5,14214.0
-26.45,28.085833,07-01-2013,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-28.768056,20.720556,07-01-2013,-190.0,-4681.0,-4606.0,4991.0,-4225.5,-4995.5,-1011.5,-144.0,-4963.0,4515.5,4387.0,4958.5,5056.0,23358.0,5178.0
-27.01011111,26.69808333,08-01-2013,9723.0,201.5,1021.0,9329.0,2095.0,15.0,7259.0,8873.5,67.0,9047.0,8582.5,10942.0,8906.5,44582.0,14246.5
-23.658056,31.05,08-01-2013,9649.5,2716.0,1523.5,9479.5,3387.0,,5751.0,9576.0,,11273.0,8377.0,14060.0,9633.5,,16174.5
-27.169444,29.233889,08-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.861111,28.884722,08-01-2013,9570.5,400.5,761.0,9968.0,1503.5,97.0,8028.5,8892.0,,11547.0,8962.0,14797.5,9741.0,44631.0,17954.5
-26.648056,27.089444,08-01-2013,9829.5,408.5,1038.0,9447.0,2130.0,10.0,7151.0,9320.5,74.0,10529.0,8692.0,13855.0,9194.0,45912.0,15815.5
-26.970278,27.211111,08-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,08-01-2013,9794.5,21.5,1054.0,9549.5,2176.0,42.0,7142.0,9227.0,118.0,11717.0,8758.5,15172.5,9580.5,45656.5,14628.5
-26.98472222,26.63227778,08-01-2013,9703.0,107.5,1027.0,9912.0,2105.0,12.0,7242.0,9617.5,77.0,11757.5,8939.5,15294.0,9846.5,46825.0,16847.5
-29.160278,26.573333,08-01-2013,9677.0,22.5,773.0,9830.0,1525.0,9.0,7966.0,9748.0,68.0,11104.0,8952.5,13841.0,9855.0,46543.5,15503.5
-28.883333,27.89,08-01-2013,9605.0,226.5,885.0,9400.5,1775.0,10.0,7588.5,8911.0,,9847.0,8554.0,11677.5,9359.5,44956.5,15177.0
-25.45963889,28.26430556,08-01-2013,9636.0,394.5,1269.0,9857.5,2744.0,21.0,6290.0,8855.0,176.0,11355.0,8958.0,13865.5,10010.5,45548.5,15783.0
-25.81048333,27.90955222,09-01-2013,9600.0,57.0,1268.0,9586.5,2718.0,57.0,6374.0,8873.5,106.0,10507.0,8880.0,13398.0,9612.5,45316.0,14829.5
-22.769722,30.886944,09-01-2013,9611.0,677.0,1451.0,9668.0,3191.0,,6002.0,10003.0,,13078.0,8459.0,15699.0,10115.0,,16884.0
-29.744167,29.905833,09-01-2013,9725.0,3418.0,995.0,9487.0,2025.0,20.0,7461.5,9302.0,69.0,10407.0,8405.5,13093.5,9180.5,45451.5,14214.0
-30.398056,30.601944,09-01-2013,-9999.0,759.0,1201.0,8938.0,2590.0,24.0,6980.0,9488.0,-9999.0,9120.5,8099.0,11270.0,8643.0,,16766.0
-30.27402,30.69602,09-01-2013,-9999.0,602.5,1154.0,9290.5,2476.0,30.0,7076.0,9636.0,-9999.0,9696.5,8351.0,11829.0,9266.5,,13844.0
-27.00222,28.76528,09-01-2013,-9999.0,1096.0,1073.0,9506.5,2235.5,25.0,6927.5,8650.5,-9999.0,9469.5,8295.0,11648.0,9110.5,,13606.0
-27.02314,28.59389,09-01-2013,9732.0,178.5,1083.0,10240.0,2256.0,11.0,6905.0,8781.0,,10001.0,9205.0,11533.5,10808.5,44928.5,13033.0
-27.273889,28.49,09-01-2013,9847.5,149.5,1079.0,8887.0,2246.5,11.0,6916.5,8446.0,24.5,8370.5,8254.0,9755.5,9339.5,43737.5,13489.5
-27.4275,28.525833,09-01-2013,-9999.0,696.5,1073.0,9569.5,2231.0,10.0,6932.5,8632.0,-9999.0,11391.5,8493.0,14664.0,9606.5,,16238.0
-27.3,28.586944,09-01-2013,-9999.0,779.5,1072.0,10243.0,2230.5,12.0,6934.5,9357.5,-9999.0,13511.0,8979.0,16362.0,11105.0,,15531.5
-30.830556,26.921389,10-01-2013,9720.0,3379.0,441.0,9680.0,815.0,8.0,8866.0,9487.5,59.0,9331.0,8768.5,10791.5,9832.0,45642.5,12030.0
-30.733889,29.828333,10-01-2013,9706.0,1488.5,1121.5,9242.0,2337.5,9.0,7112.0,9376.0,47.0,9039.5,8145.5,11452.5,8763.0,45805.0,16108.5
-29.042222,24.6,10-01-2013,9794.0,1176.0,794.0,9366.0,1563.0,34.0,7937.0,9078.0,105.0,8179.0,8510.0,8950.5,8759.0,44725.0,10866.0
-29.028629,24.638389,10-01-2013,9669.0,1181.5,795.0,9838.5,1565.0,36.0,7934.0,9729.5,61.0,11320.0,8936.0,13452.5,9884.0,46737.5,16168.0
-30.679722,26.7125,10-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-30.160091,27.40124,10-01-2013,9714.5,718.5,573.0,9741.0,1093.0,9.0,8499.0,9264.5,124.0,11374.0,8811.0,13507.0,10347.5,45224.5,14915.5
-30.336111,27.359444,10-01-2013,9876.0,2132.5,549.0,9383.0,1040.0,9.0,8572.0,8706.0,20.5,7913.0,8594.0,8042.0,10490.0,43440.0,12073.0
-24.39619444,27.08983333,11-01-2013,9571.0,436.5,776.0,9629.0,1524.0,9.0,7959.0,9376.0,201.0,10611.0,8842.0,12593.0,9684.0,45998.0,13323.0
-29.658056,25.973333,11-01-2013,9687.0,910.0,635.0,9817.0,1221.5,8.0,8340.0,9580.5,69.0,11040.0,8856.0,12930.0,10048.0,46148.0,14080.5
-31.000833,26.353056,11-01-2013,9721.0,1941.0,627.0,9696.0,1207.0,8.0,8327.0,9562.0,56.0,11395.0,8764.0,13702.0,9902.0,46093.0,14002.0
-30.534167,24.961944,11-01-2013,9758.0,1874.0,641.0,10829.0,1238.0,8.0,8321.0,9934.0,70.0,13660.0,9830.0,15850.5,11266.0,47067.5,15115.0
-34.250556,20.9925,11-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-29.803611,30.516111,11-01-2013,9837.5,349.5,808.0,9322.0,1622.0,56.0,8064.0,9543.5,112.0,10242.0,8409.5,13858.0,9051.0,45423.5,17532.0
-29.140556,31.391944,13-01-2013,9752.0,1186.5,1167.0,10420.5,2499.0,11.0,7026.0,9153.0,75.5,8531.5,9076.5,9800.0,10981.0,44805.5,15187.0
-31.396,29.2651,14-01-2013,9876.0,1053.5,1223.0,11003.5,2655.0,97.0,6921.0,9394.5,102.5,8355.0,9586.0,8999.0,12739.0,45150.0,13957.0
-31.554722,29.245556,14-01-2013,9850.0,1293.5,1237.0,9222.0,2701.5,99.0,6785.0,9952.5,93.0,9928.5,8079.5,13710.5,8394.0,46979.0,19528.5
-33.818056,19.694722,14-01-2013,9577.0,1141.0,782.0,9708.0,1568.5,8.0,7997.5,9766.5,73.0,11525.0,8688.5,14102.5,10022.5,46844.0,14187.0
-27.01011111,26.69808333,15-01-2013,9723.0,201.5,1021.0,9329.0,2095.0,15.0,7259.0,8873.5,67.0,9047.0,8582.5,10942.0,8906.5,44582.0,14246.5
-34.065833,20.404167,15-01-2013,-9999.0,-9999.0,1328.0,,2907.0,-9999.0,6363.0,9004.0,-9999.0,,,,,,
-25.20639,27.558,15-01-2013,9619.0,92.0,729.0,9889.0,1424.5,43.5,8113.0,9506.0,54.0,11259.0,9013.0,13224.0,10332.5,46129.5,15620.5
-28.747778,31.745833,15-01-2013,9723.0,840.5,1227.0,9137.0,2648.0,9.0,6851.0,9376.0,53.0,9704.0,8198.0,13112.0,8751.0,45555.0,18590.5
-26.648056,27.089444,15-01-2013,9829.5,408.5,1038.0,9447.0,2130.0,10.0,7151.0,9320.5,74.0,10529.0,8692.0,13855.0,9194.0,45912.0,15815.5
-26.970278,27.211111,15-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-26.880278,26.965,15-01-2013,9794.5,21.5,1054.0,9549.5,2176.0,42.0,7142.0,9227.0,118.0,11717.0,8758.5,15172.5,9580.5,45656.5,14628.5
-26.98472222,26.63227778,15-01-2013,9703.0,107.5,1027.0,9912.0,2105.0,12.0,7242.0,9617.5,77.0,11757.5,8939.5,15294.0,9846.5,46825.0,16847.5
-30.568333,29.422778,15-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-30.570833,29.150556,15-01-2013,9674.0,1173.0,798.0,9925.0,1579.0,54.5,7927.0,9357.5,51.5,10888.5,8813.0,13549.5,10093.0,45721.0,15004.5
-31.104278,29.399722,15-01-2013,9755.0,1906.0,1289.5,9546.0,2785.0,43.0,6609.0,9264.0,26.0,9171.5,8570.0,10489.0,9424.0,45551.5,12279.0
-34.075556,20.145556,15-01-2013,9603.0,663.0,1307.5,10758.0,2853.0,9.0,6434.0,9971.0,59.0,13644.0,9613.0,16993.0,11566.0,48414.5,15927.0
-29.161667,23.696389,16-01-2013,9876.0,239.0,527.0,10421.0,1001.0,9.0,8599.0,8781.0,90.0,8017.5,9307.0,8285.0,9794.5,43673.0,8749.0
-29.140556,31.391944,16-01-2013,9752.0,1186.5,1167.0,10420.5,2499.0,11.0,7026.0,9153.0,75.5,8531.5,9076.5,9800.0,10981.0,44805.5,15187.0
-24.39619444,27.08983333,16-01-2013,9571.0,436.5,776.0,9629.0,1524.0,9.0,7959.0,9376.0,201.0,10611.0,8842.0,12593.0,9684.0,45998.0,13323.0
-26.45,28.085833,16-01-2013,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-27.802778,28.768333,16-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.768056,20.720556,16-01-2013,-190.0,-4681.0,-4606.0,4991.0,-4225.5,-4995.5,-1011.5,-144.0,-4963.0,4515.5,4387.0,4958.5,5056.0,23358.0,5178.0
-31.031389,28.883333,16-01-2013,9741.0,4103.5,997.5,11018.5,2046.5,10.0,7434.0,9469.0,40.0,9910.0,9499.5,11886.5,12311.5,45988.0,14218.5
-30.86013889,29.07125,16-01-2013,9846.0,2448.0,1017.0,10814.0,2080.0,17.0,7397.0,9357.5,31.5,10352.5,9486.5,11879.5,11507.0,45551.0,15293.0
-30.77586667,29.03221667,16-01-2013,9662.0,3256.0,984.5,10074.5,2004.0,13.0,7477.5,9878.5,44.0,11773.5,8854.5,15394.0,10094.5,47194.0,16629.0
-33.501667,21.624167,16-01-2013,9626.0,987.0,810.0,9881.5,1624.0,11.0,7870.0,9041.0,65.0,9416.0,8801.0,11696.0,9823.5,44972.0,15724.0
-34.405833,19.600556,16-01-2013,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,
-28.801278,31.955389,17-01-2013,9815.5,762.5,1016.0,9565.5,2127.0,78.5,7379.0,9059.5,18.0,9711.0,8506.5,12423.5,9341.0,44491.5,15833.0
-28.75,30.442778,17-01-2013,9684.0,268.0,1039.0,11049.5,2182.0,16.0,7438.0,9413.0,88.0,12330.5,9798.5,14835.0,11324.0,45485.5,16179.0
-29.161667,30.629722,17-01-2013,9821.0,142.5,595.0,9362.0,1148.5,67.0,8576.5,9748.0,71.0,11770.0,8373.5,14254.0,9292.0,45890.5,15771.0
-26.861111,28.884722,17-01-2013,9570.5,400.5,761.0,9968.0,1503.5,97.0,8028.5,8892.0,,11547.0,8962.0,14797.5,9741.0,44631.0,17954.5
-27.00222,28.76528,17-01-2013,-9999.0,1096.0,1073.0,9506.5,2235.5,25.0,6927.5,8650.5,-9999.0,9469.5,8295.0,11648.0,9110.5,,13606.0
-27.4275,28.525833,17-01-2013,-9999.0,696.5,1073.0,9569.5,2231.0,10.0,6932.5,8632.0,-9999.0,11391.5,8493.0,14664.0,9606.5,,16238.0
-34.329722,18.990278,17-01-2013,9613.0,69.5,896.0,9276.0,1845.0,9.0,7796.0,9413.0,60.0,11045.5,8618.5,13107.5,9567.5,45596.0,13654.0
-25.99136,27.84208,21-01-2013,-9999.0,-9999.0,-4418.0,,-3769.5,-9999.0,-1665.0,-609.0,-9999.0,,,,,,
-26.73806,27.59194,21-01-2013,9876.0,463.0,1147.0,9419.5,2416.5,14.0,6728.5,8483.0,33.0,7885.5,8901.5,8218.0,9086.0,43586.0,9721.0
-26.45,28.085833,21-01-2013,9671.5,245.0,1024.0,10120.0,2132.0,26.0,7080.0,8892.0,89.5,12355.0,9189.0,16067.5,10172.5,45080.5,15975.5
-27.01011111,26.69808333,22-01-2013,9723.0,434.5,948.0,9406.0,1901.0,15.0,7506.0,9041.0,67.0,9109.5,8780.0,10936.0,9055.0,45017.0,14225.5
-28.747778,31.745833,22-01-2013,9723.0,840.5,1227.0,9137.0,2648.0,9.0,6851.0,9376.0,53.0,9704.0,8198.0,13112.0,8751.0,45555.0,18590.5
-26.861111,28.884722,22-01-2013,9570.5,88.0,1059.0,9352.0,2204.5,47.0,6964.0,8687.5,,10736.0,8316.5,13985.5,9059.0,44803.0,17141.5
-26.648056,27.089444,22-01-2013,9829.5,408.5,1038.0,9447.0,2130.0,10.0,7151.0,9320.5,74.0,10529.0,8692.0,13855.0,9194.0,45912.0,15815.5
-26.970278,27.211111,22-01-2013,9738.0,161.0,960.5,9774.5,1936.0,31.0,7477.5,8520.0,113.0,8266.0,8928.0,8783.5,9182.0,43201.0,10128.0
-26.880278,26.965,22-01-2013,9741.0,,963.0,11374.5,1941.0,79.0,7472.0,7813.5,118.0,12689.0,10755.0,14957.0,11460.5,41178.0,15311.0
-26.98472222,26.63227778,22-01-2013,9703.0,270.5,957.0,9954.5,1924.0,68.0,7486.0,9488.0,77.0,11772.5,9028.0,14690.5,9830.5,46274.5,15988.0
-27.935,26.126667,22-01-2013,9623.0,,896.0,12363.0,1777.5,14.0,7641.0,8948.5,77.5,15192.0,11353.0,18117.5,12897.5,44903.0,18097.0
-28.1175,26.719444,22-01-2013,-9999.0,-9999.0,951.0,,1911.5,-9999.0,7470.0,9674.0,-9999.0,,,,,,
-30.160091,27.40124,22-01-2013,9719.0,420.5,866.0,9862.5,1729.0,9.0,7647.0,9171.5,124.0,11227.0,8847.5,13910.5,10472.5,45448.0,15299.5
-34.031944,22.053333,22-01-2013,9652.0,31.0,835.0,9522.0,1687.0,15.0,7756.0,8967.0,81.0,10899.0,8739.0,13420.0,9701.0,44728.0,13210.0
