Latitude,Longitude,Sample Date,drad,green,emsd,cdist,emis,red,nir08,swir22,blue,lwir,trad,atran,atmos_opacity,swir16,urad
-26.880278,26.965,17-12-2014,1212.0,12260.5,118.0,,9699.5,11749.5,19952.5,15666.0,9406.0,,8297.5,6745.0,,18806.0,2505.0
-26.45,28.085833,17-12-2014,913.0,9481.5,89.5,9.0,9694.5,8802.0,18998.0,10178.0,8121.0,,9372.0,7596.0,,13439.0,1823.0
-26.98472222,26.63227778,17-12-2014,1232.0,9875.0,77.0,11.5,9732.0,9624.5,17844.5,12394.0,8566.5,,10012.5,6689.0,,15421.0,2551.0
-33.501667,21.624167,17-12-2014,850.0,9552.0,65.0,412.5,9671.0,9400.5,15181.5,9527.0,8504.0,,10075.0,7772.0,,11959.0,1717.0
-29.641944,30.6875,18-12-2014,1460.5,9329.5,-9999.0,192.5,-9999.0,9039.0,17188.5,10318.5,8290.0,,9288.5,5808.0,,13515.0,3290.0
-26.905,32.324722,18-12-2014,1761.0,8875.0,,17.5,9863.5,8181.5,20591.0,9207.5,7916.0,,9332.0,5147.0,,12105.0,3979.0
-27.169444,29.233889,18-12-2014,705.0,9745.5,,732.5,9839.5,9572.0,17189.0,11306.0,8678.5,45437.0,9469.0,8234.0,37.5,15048.0,1373.0
-26.861111,28.884722,18-12-2014,701.0,9827.5,,473.5,9569.0,9799.5,16174.5,13095.5,8820.0,,10782.0,8156.5,,15928.0,1365.5
-27.00222,28.76528,18-12-2014,751.0,10126.0,-9999.0,620.0,-9999.0,10256.5,15093.5,11994.0,8974.0,,10228.5,8005.0,,14623.0,1475.0
-28.376944,24.303056,18-12-2014,738.0,10854.0,93.5,2701.0,9724.5,11090.0,14818.0,13212.5,9801.0,47680.5,10213.5,8131.0,8.0,15560.5,1443.5
-34.250556,20.9925,18-12-2014,846.0,9108.5,22.0,1261.5,9775.0,9183.5,13047.0,10889.5,8396.0,46413.0,9748.0,7837.0,9.0,13321.0,1719.0
-27.902778,24.615556,19-12-2014,1178.0,9665.5,78.0,652.0,9736.0,9684.0,14804.5,10987.5,8213.5,,9680.0,6848.0,,13542.5,2444.0
-22.43772222,31.07805556,21-12-2014,889.0,10160.0,16.0,557.5,9601.0,11178.5,14834.0,12734.5,9129.5,47696.0,10027.5,7690.5,9.0,14862.0,1804.5
-24.282222,28.090278,22-12-2014,1226.0,9279.0,103.0,170.0,9726.0,8921.5,16626.5,10659.5,8183.5,,9417.5,6702.0,,13874.0,2564.0
-30.733889,29.828333,22-12-2014,1329.0,25129.0,50.0,,9729.0,25362.5,29761.5,24269.5,24140.5,,7756.0,6241.5,,26875.0,2896.5
-26.970278,27.211111,22-12-2014,1198.5,8974.0,128.0,64.0,9904.0,8682.0,8957.0,8136.0,8096.5,,9130.0,6775.5,,8389.5,2474.5
-26.880278,26.965,22-12-2014,1212.0,12260.5,118.0,,9699.5,11749.5,19952.5,15666.0,9406.0,,8297.5,6745.0,,18806.0,2505.0
-26.45,28.085833,22-12-2014,913.0,9481.5,89.5,9.0,9694.5,8802.0,18998.0,10178.0,8121.0,,9372.0,7596.0,,13439.0,1823.0
-27.01011111,26.69808333,23-12-2014,1221.0,9270.5,67.0,161.5,9684.0,8924.5,15210.0,8982.0,8328.5,,9492.5,6724.0,,10837.0,2528.0
-25.81048333,27.90955222,23-12-2014,1307.0,9746.0,106.0,95.5,9602.0,9549.0,16412.0,11076.0,8804.5,,9325.5,6414.5,,13992.0,2744.0
-22.225556,29.990556,23-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-22.91028,29.61111,23-12-2014,1832.0,10100.0,-9999.0,17.0,-9999.0,10285.0,15917.0,11265.5,9113.5,,8855.0,4561.0,73.0,13771.0,4135.0
-26.861111,28.884722,23-12-2014,795.0,9755.5,,70.5,9569.0,9634.0,18233.0,12111.0,8750.5,,9686.0,7953.0,,15277.0,1562.0
-27.00222,28.76528,23-12-2014,794.0,9953.0,-9999.0,360.0,-9999.0,10016.5,15619.5,10790.0,8812.0,,9612.5,7961.0,,13961.5,1560.0
-26.98472222,26.63227778,23-12-2014,1232.0,9875.0,77.0,11.5,9732.0,9624.5,17844.5,12394.0,8566.5,,10012.5,6689.0,,15421.0,2551.0
-29.744167,29.905833,24-12-2014,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-29.161667,23.696389,31-12-2014,928.0,10037.0,90.0,6476.5,9876.0,9268.0,8224.0,7658.0,9011.0,44736.0,9153.0,7641.0,9.0,7717.0,1863.0
-28.376944,24.303056,01-01-2015,993.0,10576.5,93.5,77.5,9720.0,10708.0,15034.0,13417.5,9258.5,,10968.5,7405.0,,15592.0,2008.5
-27.902778,24.615556,02-01-2015,1178.0,9665.5,78.0,652.0,9736.0,9684.0,14804.5,10987.5,8213.5,,9680.0,6848.0,,13542.5,2444.0
-25.99136,27.84208,05-01-2015,1085.0,9387.0,39.0,383.5,9682.0,9038.5,16762.5,11302.5,8320.0,,9716.5,7064.0,,14448.0,2228.0
-29.987778,29.851667,05-01-2015,1050.5,9222.5,76.0,3736.5,9861.0,8436.0,20683.5,10373.5,8011.5,,9745.0,7295.5,,13812.0,2147.0
-29.744167,29.905833,05-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.970278,27.211111,05-01-2015,1118.5,9024.0,128.0,178.5,9876.0,8840.0,9125.0,7943.0,8480.0,43947.0,8632.0,6920.5,9.0,8220.0,2316.5
-28.1175,26.719444,05-01-2015,1047.0,10861.0,54.0,,9699.0,10548.0,16047.5,10840.5,9863.5,44567.0,8892.0,7230.0,18.5,13255.0,2156.5
-27.671111,27.236944,05-01-2015,1048.0,10067.5,96.5,495.5,9719.5,10058.5,16313.5,11913.5,8794.5,,9856.5,7241.0,,14893.0,2135.0
-29.140556,31.391944,06-01-2015,1715.0,10999.0,75.5,1195.5,9752.0,12178.5,14627.0,8687.0,9268.5,47387.0,9748.0,5448.0,16.0,9724.0,3928.0
-25.73411,27.21422,06-01-2015,1137.0,10285.0,38.0,69.5,9690.5,10764.0,15976.0,13643.5,9071.0,,9869.5,6865.0,,17023.0,2348.5
-30.733889,29.828333,06-01-2015,1288.5,9358.5,50.0,9631.0,9729.0,8996.0,16947.5,10315.0,8386.0,,10176.0,6639.5,,13460.5,2683.5
-27.935,26.126667,06-01-2015,1034.5,10225.0,77.5,444.5,9623.0,10196.5,16446.0,12119.0,9032.0,45782.5,9264.0,7298.5,17.0,15431.0,2122.5
-28.141944,26.417778,06-01-2015,1012.0,9839.5,48.5,150.0,9712.0,9502.5,18590.5,11270.0,8690.0,45188.5,9116.0,7351.5,79.5,14423.0,2071.0
-27.398611,26.614722,06-01-2015,1106.0,9746.0,62.0,173.5,9799.0,9672.5,16090.5,10859.5,8948.0,45455.0,9208.5,7034.0,12.0,13428.0,2292.0
-29.160278,26.573333,06-01-2015,826.0,10848.5,88.0,50.5,9677.0,11160.0,16671.5,12391.0,9532.0,47080.5,9878.5,7868.0,9.0,14912.5,1644.0
-28.69485,28.23487,06-01-2015,833.0,9513.5,,3.0,9842.0,9452.0,18037.5,10741.5,8335.0,,9069.5,7804.0,,13617.5,1647.0
-28.883333,27.89,06-01-2015,828.0,9470.0,,125.0,9602.0,9357.5,17029.0,10217.0,8200.0,,9417.5,7815.0,,12941.0,1634.0
-27.01011111,26.69808333,07-01-2015,1093.0,9245.5,67.0,464.5,9723.0,9016.0,13645.5,8902.5,8613.5,44482.0,8818.0,7056.0,10.0,10343.0,2259.0
-25.81048333,27.90955222,07-01-2015,1172.0,9464.0,106.0,911.5,9610.0,9097.0,16731.0,10924.5,8632.0,,9479.0,6844.0,,13973.5,2431.0
-28.747778,31.745833,07-01-2015,1665.0,9768.0,53.0,2313.5,9723.0,10446.0,14787.0,14504.5,8857.0,52058.0,11236.0,5695.5,9.0,16931.0,3769.0
-28.801278,31.955389,07-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-28.404444,30.013056,07-01-2015,929.0,9913.5,23.0,1866.5,9861.0,10119.5,15825.5,13407.0,8745.0,46986.0,9971.0,7666.5,9.0,15925.0,1878.5
-26.648056,27.089444,07-01-2015,1185.0,9380.0,74.0,338.0,9843.5,8863.0,18028.5,10823.5,8326.5,,9768.0,6802.0,,14481.0,2444.0
-26.880278,26.965,07-01-2015,1119.0,9550.0,118.0,237.5,9833.0,9063.5,17847.0,10380.0,8550.0,45342.0,9116.0,6936.5,42.0,13925.0,2317.0
-26.98472222,26.63227778,07-01-2015,1093.0,10189.0,77.0,151.5,9703.0,10219.0,16025.5,11577.0,9013.0,46609.0,9488.0,7051.0,9.0,14159.5,2255.0
-28.116667,26.725278,07-01-2015,1047.0,11394.0,39.0,,9708.0,11120.0,20197.5,11395.0,10179.0,43597.5,8576.5,7230.5,14.0,15328.0,2155.5
-30.160091,27.40124,07-01-2015,615.0,9844.0,124.0,1376.0,9698.0,10093.0,16247.0,11759.5,8640.5,,10072.5,8443.0,,14392.5,1171.0
-30.336111,27.359444,07-01-2015,630.0,9268.5,20.5,1548.5,9904.0,10127.0,10443.5,7659.5,8491.5,,9328.5,8410.0,,7747.0,1204.0
-29.615556,27.065278,07-01-2015,609.0,9415.5,71.0,5796.5,9644.0,9823.5,16791.5,8725.0,8256.0,,9890.5,8442.0,,10126.0,1158.0
-30.830556,26.921389,08-01-2015,990.0,9330.5,59.0,5464.5,9720.0,9432.0,12678.0,8953.0,8537.5,44864.0,8985.5,7366.0,9.0,10547.0,2013.0
-31.000833,26.353056,08-01-2015,780.0,9870.0,56.0,256.0,9721.0,10290.0,13863.0,11152.0,8928.0,45749.0,9376.0,7948.0,9.0,13645.0,1534.0
-30.679722,26.7125,08-01-2015,961.0,10519.0,99.0,4205.5,9876.0,12134.0,14498.0,7761.0,9304.0,43564.0,8669.0,7468.0,14.0,8012.5,1945.0
-23.838611,31.640833,09-01-2015,1057.0,9745.0,49.0,,9652.0,9821.5,12132.0,10310.0,8340.5,,8510.0,7212.0,,11271.5,2175.0
-27.5275,30.858056,09-01-2015,1306.0,9853.5,63.0,1991.5,9700.0,9489.0,18027.5,11835.5,8584.0,,9933.5,6543.0,,14601.0,2788.0
-29.744167,29.905833,09-01-2015,1115.0,9387.0,69.0,1075.5,9748.0,8995.5,14980.0,10048.5,8193.5,,10016.5,7137.5,,12052.5,2300.5
-30.398056,30.601944,09-01-2015,1325.0,9052.5,-9999.0,734.5,-9999.0,8812.5,16755.0,10214.0,8188.0,,9808.0,6551.0,,12597.0,2862.0
-26.98472222,26.63227778,09-01-2015,1093.0,10189.0,77.0,151.5,9703.0,10219.0,16025.5,11577.0,9013.0,46609.0,9488.0,7051.0,9.0,14159.5,2255.0
-27.573056,24.746389,09-01-2015,1071.0,9929.0,68.0,135.0,9673.0,9960.5,15197.0,11477.0,8865.5,47626.0,9860.0,7167.0,12.0,13977.0,2165.0
-29.658056,25.973333,09-01-2015,773.0,9895.5,69.0,4924.0,9687.0,9861.5,14563.5,11281.0,8845.0,46476.0,9692.5,8024.0,8.0,13276.5,1522.0
-29.803611,30.516111,09-01-2015,1012.0,9173.5,112.0,1076.5,9824.0,8909.0,17485.5,10539.0,8189.5,,9812.0,7410.0,,13731.0,2069.0
-28.735556,29.820556,12-01-2015,902.0,9052.0,76.0,404.0,9698.5,8601.0,18051.5,9166.5,8017.5,,9327.5,7713.0,,11944.0,1819.0
-26.970278,27.211111,12-01-2015,1118.5,9024.0,128.0,178.5,9876.0,8840.0,9125.0,7943.0,8480.0,43947.0,8632.0,6920.5,9.0,8220.0,2316.5
-26.73806,27.59194,12-01-2015,964.5,9216.5,33.0,38.0,9904.0,9110.0,9790.5,7936.5,8084.0,,9195.5,7473.0,,8299.5,1939.5
-25.127778,27.628889,13-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-25.20639,27.558,13-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,,-9999.0
-24.69514,27.40906,13-01-2015,1246.5,9576.5,117.5,564.5,9581.0,9710.0,14041.5,10424.0,8718.0,46460.0,9543.5,6793.0,58.0,12643.0,2632.5
-28.141944,26.417778,13-01-2015,560.0,9988.0,48.5,1174.5,9712.0,10148.0,16818.5,12309.5,9062.0,46603.0,9822.0,8569.0,12.0,15309.5,1061.0
-28.1175,26.719444,13-01-2015,589.0,10047.0,54.0,32.5,9699.0,10083.5,15287.5,11177.0,9061.5,45979.5,9580.5,8489.0,9.0,13571.0,1122.0
-28.116667,26.725278,13-01-2015,588.0,9791.0,39.0,9.0,9708.0,9791.0,16412.0,10418.5,8889.0,45753.0,9488.0,8489.5,9.0,12947.5,1121.0
-30.568333,29.422778,13-01-2015,1064.0,9005.5,45.0,5418.5,9777.0,8626.5,17383.5,9866.5,8129.0,,10055.0,7126.5,,11906.0,2160.5
-30.570833,29.150556,13-01-2015,1079.0,10044.0,51.5,3872.5,9695.0,10131.0,15172.0,10947.0,8566.0,,9690.5,7058.5,,13372.5,2195.0
-28.338333,31.373611,13-01-2015,1326.0,10513.0,-9999.0,1557.0,-9999.0,11302.5,12527.5,10228.5,9145.5,,10120.0,6679.0,9.0,11485.5,2867.0
-28.068333,31.55,13-01-2015,1476.5,9888.0,,1643.5,9784.5,10430.0,16119.0,13409.0,8688.0,49604.5,10696.5,6272.5,9.0,15960.5,3256.0
-27.01011111,26.69808333,14-01-2015,1093.0,9245.5,67.0,464.5,9723.0,9016.0,13645.5,8902.5,8613.5,44482.0,8818.0,7056.0,10.0,10343.0,2259.0
-29.641944,30.6875,14-01-2015,1733.5,9623.5,-9999.0,197.0,-9999.0,9591.0,16832.0,10365.0,8631.0,,9711.0,5121.0,154.0,13551.5,4045.0
-24.39619444,27.08983333,14-01-2015,1179.0,9138.5,201.0,1098.0,9555.0,8884.0,11623.0,8554.0,8396.5,45524.5,9264.0,7003.0,37.0,9305.5,2468.0
-25.73411,27.21422,14-01-2015,1137.0,10285.0,38.0,69.5,9690.5,10764.0,15976.0,13643.5,9071.0,,9869.5,6865.0,,17023.0,2348.5
-28.44555556,32.325,09-04-2015,699.0,9642.5,,768.0,9830.0,9441.0,18028.0,10395.0,8353.0,,8500.5,8152.0,,13008.5,1411.0
-27.602222,29.942778,14-01-2015,557.5,9555.5,36.0,1202.5,9624.0,9290.5,16773.0,10932.0,8428.5,,10084.0,8624.0,,13440.5,1055.5
-28.75,30.442778,14-01-2015,1264.0,11605.0,88.0,63.0,9684.0,12203.0,15852.0,11727.5,10107.5,48511.0,10325.0,6806.5,9.0,14522.0,2706.0
-29.161667,30.629722,14-01-2015,1152.5,9577.0,71.0,948.5,9814.0,9679.5,16032.5,12446.0,8502.5,48443.0,10324.5,6970.0,68.0,15182.5,2456.5
-26.648056,27.089444,14-01-2015,1185.0,9380.0,74.0,338.0,9843.5,8863.0,18028.5,10823.5,8326.5,,9768.0,6802.0,,14481.0,2444.0
-26.45,28.085833,14-01-2015,913.0,9481.5,89.5,9.0,9694.5,8802.0,18998.0,10178.0,8121.0,,9372.0,7596.0,,13439.0,1823.0
-27.38972222,26.46388889,14-01-2015,1100.0,9479.0,98.0,142.0,9876.0,9258.5,10070.5,8226.0,8721.5,44754.5,9022.5,7063.0,28.0,8491.0,2277.0
-26.98472222,26.63227778,14-01-2015,1093.0,10189.0,77.0,151.5,9703.0,10219.0,16025.5,11577.0,9013.0,46609.0,9488.0,7051.0,9.0,14159.5,2255.0
-27.398611,26.614722,14-01-2015,1106.0,9746.0,62.0,173.5,9799.0,9672.5,16090.5,10859.5,8948.0,45455.0,9208.5,7034.0,12.0,13428.0,2292.0
-31.104278,29.399722,14-01-2015,1467.5,9808.0,26.0,5505.5,9749.0,10136.0,14756.5,9538.5,8613.5,,10230.0,6183.5,,11542.5,3114.5
-31.396,29.2651,14-01-2015,1686.0,12996.0,127.0,3438.5,9725.0,14266.5,15812.5,10979.0,10163.5,,9854.0,5620.0,,11608.0,3680.0
-31.554722,29.245556,14-01-2015,1627.5,9214.0,93.0,1673.5,9823.5,8603.0,17047.0,10018.0,8043.5,,10067.5,5745.0,,13190.5,3564.5
-27.169444,29.233889,15-01-2015,496.0,9816.5,,4412.5,9841.0,9598.0,17316.0,12171.5,8686.0,,10262.5,8744.0,,15738.5,921.0
-27.02314,28.59389,15-01-2015,823.0,10087.0,,148.0,9756.0,10228.0,13482.0,9609.5,8891.5,,9317.0,7878.0,,10967.5,1623.0
-27.398611,26.614722,15-01-2015,1106.0,9746.0,62.0,173.5,9799.0,9672.5,16090.5,10859.5,8948.0,45455.0,9208.5,7034.0,12.0,13428.0,2292.0
-27.573056,24.746389,15-01-2015,534.0,9499.5,68.0,141.0,9694.0,9557.5,15467.0,11846.5,8228.5,,9856.5,8618.0,,14432.5,1008.0
-28.376944,24.303056,15-01-2015,535.0,10537.0,93.5,2596.0,9720.0,10712.5,14968.0,13161.0,8971.5,,10412.5,8592.0,,15427.5,1012.0
-31.031389,28.883333,15-01-2015,1300.0,10826.0,40.0,6303.5,9737.0,11780.5,12744.0,9818.0,9199.5,,10037.0,6562.0,,11109.0,2705.0
-30.86013889,29.07125,15-01-2015,1303.0,10340.5,31.5,6288.0,9822.0,11254.5,14935.5,9876.5,9082.5,,10213.5,6547.0,,11237.5,2705.0
-30.77586667,29.03221667,15-01-2015,1274.5,10054.5,44.0,5282.5,9660.0,10314.5,16695.5,12730.5,8861.5,,10420.5,6608.5,,16146.5,2638.5
-26.619444,27.980833,16-01-2015,922.0,9401.0,52.5,395.0,9706.0,8746.0,21572.0,10107.0,8101.5,,9361.0,7588.0,,13265.5,1843.0
-27.671111,27.236944,16-01-2015,1048.0,10067.5,96.5,495.5,9719.5,10058.5,16313.5,11913.5,8794.5,,9856.5,7241.0,,14893.0,2135.0
-27.902778,24.615556,16-01-2015,543.0,10024.5,78.0,1821.5,9736.0,9377.0,17896.0,11225.0,8190.0,,10093.0,8589.0,,14209.0,1028.0
-28.747778,31.745833,17-01-2015,1665.0,9768.0,53.0,2313.5,9723.0,10446.0,14787.0,14504.5,8857.0,52058.0,11236.0,5695.5,9.0,16931.0,3769.0
-25.99136,27.84208,19-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.970278,27.211111,19-01-2015,411.0,8574.5,128.0,1658.5,9876.0,8375.5,8926.0,7634.5,7994.5,43650.0,8855.0,8968.5,8.0,7859.0,751.0
-29.028629,24.638389,19-01-2015,440.0,9720.5,61.0,1119.0,9659.0,10054.5,17012.0,11683.0,8570.0,,10321.0,8845.0,,13723.5,811.0
-29.033333,23.983333,19-01-2015,476.0,10353.0,73.0,5528.0,9692.0,10943.5,16852.5,13168.0,8866.0,,10398.5,8746.0,,15580.5,886.0
-33.818056,19.694722,19-01-2015,1059.0,9328.0,73.0,4164.0,9588.0,9775.0,15611.5,11105.5,8503.0,,10134.5,7452.5,,14120.0,2214.5
-27.01011111,26.69808333,20-01-2015,381.0,9235.0,67.0,442.0,9723.0,8858.5,13889.0,8944.5,8462.5,44291.0,9004.0,9047.0,9.0,11220.5,690.0
-22.225556,29.990556,20-01-2015,1538.0,10530.0,,1444.5,9876.0,10332.5,9301.0,7762.0,9705.0,46094.0,9302.0,5855.0,13.0,8010.0,3335.0
-26.98472222,26.63227778,20-01-2015,397.0,9633.5,77.0,264.5,9703.0,9492.0,16333.0,11687.5,8645.5,45874.0,9636.0,9011.0,9.0,14745.0,723.0
-27.935,26.126667,20-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-28.1175,26.719444,20-01-2015,589.0,10047.0,54.0,32.5,9699.0,10083.5,15287.5,11177.0,9061.5,45979.5,9580.5,8489.0,9.0,13571.0,1122.0
-34.075556,20.145556,20-01-2015,1048.5,10768.0,59.0,2982.5,9603.0,11689.0,15128.0,14075.0,9616.0,48365.5,10362.0,7389.0,9.0,17617.0,2212.5
-32.502778,19.535833,20-01-2015,685.0,12434.5,54.0,11142.0,9541.0,14381.5,17522.0,16946.5,10497.5,,11373.5,8427.5,,20081.5,1352.5
-29.161667,23.696389,21-01-2015,482.0,9512.5,90.0,4713.5,9904.0,8564.0,7288.0,7529.0,8260.5,,9254.0,8725.0,,7496.5,899.0
-25.81048333,27.90955222,21-01-2015,940.0,9131.0,106.0,952.5,9600.0,9158.5,14565.0,10855.0,8413.0,45577.0,9301.5,7574.0,9.0,13369.5,1910.5
-29.641944,30.6875,21-01-2015,1733.5,9623.5,-9999.0,197.0,-9999.0,9591.0,16832.0,10365.0,8631.0,,9711.0,5121.0,154.0,13551.5,4045.0
-25.73411,27.21422,21-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.648056,27.089444,21-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-29.160278,26.573333,21-01-2015,495.0,10861.0,88.0,5.0,9677.0,11115.0,16933.5,12424.0,9519.0,44724.0,9078.0,8724.0,8.0,14989.0,924.0
-29.033333,23.983333,21-01-2015,476.0,10353.0,73.0,5528.0,9692.0,10943.5,16852.5,13168.0,8866.0,,10398.5,8746.0,,15580.5,886.0
-26.03611,30.99778,22-01-2015,1325.5,9516.0,82.0,1825.5,9692.0,9682.5,14883.0,9238.5,8541.5,44716.5,8967.0,6528.0,19.0,11292.0,2860.0
-27.363611,31.783333,22-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.905,32.324722,22-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-28.116667,26.725278,22-01-2015,588.0,9791.0,39.0,9.0,9708.0,9791.0,16412.0,10418.5,8889.0,45753.0,9488.0,8489.5,9.0,12947.5,1121.0
-23.838611,31.640833,23-01-2015,1133.0,8899.5,49.0,114.5,9652.0,8811.0,10322.0,8834.5,8133.0,,9950.5,7114.0,,9672.0,2382.0
-29.744167,29.905833,23-01-2015,1115.0,9441.5,69.0,1075.5,9748.0,9026.5,15070.5,10078.5,8350.0,,10012.5,7137.5,,12070.5,2300.5
-28.96362,19.15486,24-01-2015,904.0,10329.5,57.0,13416.0,9754.5,10003.5,9894.0,9295.0,9023.0,,10778.0,7745.0,,10109.5,1774.0
-26.73806,27.59194,26-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-26.45,28.085833,26-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-34.065833,20.404167,27-01-2015,1090.0,8337.0,82.0,2784.0,9800.0,8289.0,10538.0,8380.0,8083.0,44912.0,9302.0,7267.0,9.0,8952.0,2313.0
-25.127778,27.628889,27-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-25.20639,27.558,27-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-24.39619444,27.08983333,27-01-2015,1179.0,9138.5,201.0,1098.0,9555.0,8884.0,11623.0,8554.0,8396.5,45524.5,9264.0,7003.0,37.0,9305.5,2468.0
-24.69514,27.40906,27-01-2015,1246.5,9576.5,117.5,564.5,9581.0,9710.0,14041.5,10424.0,8718.0,46460.0,9543.5,6793.0,58.0,12643.0,2632.5
-27.169444,29.233889,27-01-2015,668.0,9750.5,,1882.5,9846.5,9502.5,17012.5,11199.0,8708.0,45584.5,9450.0,8229.5,92.0,15054.5,1287.0
-26.861111,28.884722,27-01-2015,583.0,9698.5,,64.5,9569.0,9696.5,16722.5,12307.5,8815.0,,10045.0,8539.5,,15413.0,1113.0
-26.970278,27.211111,27-01-2015,411.0,8574.5,128.0,1658.5,9876.0,8375.5,8926.0,7634.5,7994.5,43650.0,8855.0,8968.5,8.0,7859.0,751.0
-26.880278,26.965,27-01-2015,411.0,9852.5,118.0,710.5,9792.0,9841.0,16045.0,12283.5,8695.0,46305.5,9878.5,8972.0,9.0,15316.5,750.0
-33.501667,21.624167,27-01-2015,1180.0,21364.5,65.0,,9671.0,22186.0,25372.0,23879.5,20540.5,,6821.5,6871.0,,26412.0,2502.0
-32.595833,19.009444,27-01-2015,795.5,9718.5,56.0,5572.5,9701.0,9882.5,16090.0,11352.5,8492.5,,10750.5,8159.5,,14060.5,1606.5
-29.161667,23.696389,28-01-2015,752.0,9647.0,90.0,237.0,9876.0,8929.5,8018.0,7669.0,8695.0,43852.5,8799.5,8012.0,20.0,7710.0,1482.0
-28.7115,24.07288889,28-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-27.01011111,26.69808333,28-01-2015,381.0,9235.0,67.0,442.0,9723.0,8858.5,13889.0,8944.5,8462.5,44291.0,9004.0,9047.0,9.0,11220.5,690.0
-24.282222,28.090278,28-01-2015,1300.0,9474.0,103.0,22.5,9714.0,9338.0,15334.0,10037.5,8784.0,44765.0,8930.0,6527.0,97.0,13101.5,2779.0
-23.763056,27.908611,28-01-2015,1121.0,9720.0,110.0,178.0,9813.0,9740.0,16925.5,10883.5,9017.5,43236.5,8520.0,7034.5,186.5,13830.5,2322.5
-23.658056,31.05,28-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-23.281,30.54305556,28-01-2015,1271.0,10044.0,46.0,117.5,9567.0,10457.5,14392.5,11904.5,9004.0,47235.5,9711.0,6672.0,15.0,14259.5,2738.0
-27.937778,31.209444,28-01-2015,1140.5,9300.0,-9999.0,959.5,-9999.0,9267.0,16533.5,10592.0,8412.5,,10232.0,7200.0,9.0,13561.5,2400.0
-28.404444,30.013056,28-01-2015,820.5,9628.5,23.0,1375.0,9861.0,9771.0,15064.0,12327.5,8650.0,46365.5,9729.5,7868.5,9.0,15115.5,1622.5
-26.648056,27.089444,28-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-27.273889,28.49,28-01-2015,457.5,9019.0,24.5,2069.0,9847.0,9032.5,13579.0,8288.5,8071.5,,9511.0,8871.5,,9396.0,847.0
-27.4275,28.525833,28-01-2015,453.0,9481.5,-9999.0,1587.0,-9999.0,9426.0,17990.5,11563.0,8499.5,,9753.5,8882.0,,14861.5,837.5
-27.3,28.586944,28-01-2015,456.0,10078.5,-9999.0,1093.5,-9999.0,10436.0,17017.5,12837.0,8766.0,,10380.0,8875.0,,16066.0,843.5
-26.98472222,26.63227778,28-01-2015,397.0,9633.5,77.0,264.5,9703.0,9492.0,16333.0,11687.5,8645.5,45874.0,9636.0,9011.0,9.0,14745.0,723.0
-34.405833,19.600556,28-01-2015,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0
-28.068333,31.55,28-01-2015,1476.5,9888.0,,1643.5,9784.5,10430.0,16119.0,13409.0,8688.0,49604.5,10696.5,6272.5,9.0,15960.5,3256.0
-28.058889,30.373611,28-01-2015,781.0,9643.0,96.0,626.5,9657.0,9602.0,15567.0,10041.0,8614.5,45811.0,9376.0,7965.0,19.0,12979.5,1538.0
-22.935,28.004167,29-01-2015,1184.0,10304.5,65.0,735.0,9722.0,10676.5,16074.0,11239.5,9161.0,46648.5,9525.0,6853.5,9.0,13881.5,2476.5
