latitude,longitude,sample date,total alkalinity,electrical conductance,dissolved reactive phosphorus,atmos_opacity,atran,blue,cdist,cloud_qa,drad,emis,emsd,green,lwir,nir08,qa,qa_pixel,qa_radsat,red,swir16,swir22,trad,urad,mndwi,ndmi,evi,gcvi,gndvi,green/nir ratio,green/red ratio,msi,nbr,nbr2,ndgi,ndwi,osavi,red/nir ratio,ui (urban index),bsi,ndbi,nvdi,savi,tcwi
-26.861111,28.884722,21-02-2011,93.973,327.1,18.0,46.0,7957.5,8691.0,476.5,,747.0,9570.5,,9550.0,45396.5,17658.5,213.0,5440.0,,9241.5,13746.5,10574.0,9097.0,1477.5,-0.1801343549460211,0.1245661518866418,2.654870048,0.849057592,0.298013488,0.540816038,1.033382027,0.778463629,0.250934207,0.130445509,0.016416997,-0.298013488,0.36296141,0.523345698,-0.189232706,-0.068132759057512,-0.1245661518866422,0.3128996282527881,0.4693407185740041,-2356.4101500000006
-26.73806,27.59194,21-02-2011,82.028,284.0,180.0,38.0,6561.5,8719.0,38.0,36.0,1168.0,9856.0,33.0,9167.0,43734.0,9089.5,485.5,7440.0,,8961.0,7963.0,7740.0,8381.0,2495.5,0.0702860478692348,0.066060694912769,-0.126675868,-0.008454238,-0.004245063,1.008526322,1.022988506,0.87606579,0.080186577,0.014201108,0.011363636,0.004245063,0.00825787,0.985862809,-0.1014623,-0.0254660620456344,-0.0660606949127693,0.0071189163735076,0.010678078776799,-31.1541500000003
-26.45,28.085833,21-02-2011,134.233,623.0,80.0,9.0,9051.0,9502.5,178.5,2.0,329.0,9670.5,89.5,10720.0,41467.5,15210.0,298.0,5440.0,,12540.0,17974.0,14201.0,7739.0,590.0,-0.2528054645570494,-0.0832931533269042,0.347977948,0.418843284,0.173158504,0.704799474,0.854864434,1.181722551,0.034306892,0.117264957,-0.078245916,-0.173158504,0.111610167,0.824457594,0.011946432,0.1050492064498021,0.0832931533269045,0.0962162162162162,0.1443217239329021,-6416.518949999999
-27.010111,26.698083,22-02-2011,103.0,318.8,15.0,101.0,6332.0,9344.0,592.0,1.0,1245.0,9804.5,67.0,10433.5,44339.0,12433.5,274.0,5440.0,,10728.5,9579.5,8531.5,8492.0,2668.0,0.0426722630290309,0.1296506609730608,0.633781875,0.191690229,0.087462282,0.839144247,0.972503146,0.770458841,0.186119723,0.057865386,-0.013940081,-0.087462282,0.085389273,0.862870471,-0.257815468,-0.0349170141735277,-0.1296506609730613,0.0736119506087557,0.1104155423637344,521.4269500000005
-27.169444,29.233889,22-02-2011,129.062,266.9,56.0,-4982.0,-1006.0,4315.5,-4528.5,,-4632.5,-103.5,-4999.5,4774.0,22246.5,6219.0,-4896.0,2720.5,,4762.0,5600.5,4803.0,-534.5,-4276.5,-0.0796664899513221,0.052328778713143,1.501597444,0.30268119,0.131447285,0.767647532,1.00251995,0.900546712,0.128470332,0.076656894,0.001258389,-0.131447285,0.15391088,0.765717961,-0.096939673,-0.0082308465329951,-0.0523287787131435,0.1326837264365722,0.199016527796749,-899.4034000000001
-26.984722,26.632278,22-02-2011,241.0,216.8,135.0,123.0,6366.0,9414.0,274.5,,1237.0,9693.0,77.0,10207.0,46784.0,13683.0,303.5,5440.0,,10262.5,14011.5,11850.5,9156.0,2652.0,-0.1570906538390067,-0.0118615609597573,1.837397937,0.340550603,0.145500209,0.745962143,0.994591961,1.024007893,0.071768461,0.083558889,-0.002711351,-0.145500209,0.165699338,0.750018271,0.018570448,0.0248464250279707,0.0118615609597573,0.1428452109999791,0.2142633425206715,-3907.35415
-27.398611,26.614722,22-02-2011,77.1,392.0,31.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-29.160278,26.573333,22-02-2011,91.397,201.5,153.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-33.818056,19.694722,22-02-2011,13.801,159.6,17.0,9.0,6892.0,8793.5,292.5,,1189.5,9583.0,73.0,9684.0,45343.0,13785.0,272.5,5440.0,,10313.5,14045.5,11787.0,9101.0,2582.0,-0.1838007543353202,-0.0093602342753453,0.893266089,0.423482032,0.174741148,0.70250272,0.938963494,1.018897352,0.078132332,0.087428627,-0.031478935,-0.174741148,0.167102237,0.748168299,-0.046106778,0.0379334221038615,0.0093602342753453,0.144054609208042,0.21607743059878,-4048.05305
-25.810483,27.909552,23-02-2011,109.253,453.0,10.0,83.0,6041.0,8693.0,75.5,,1320.0,9611.0,106.0,9753.0,45209.0,16870.5,421.0,5440.0,,9553.5,13408.0,10257.0,8630.5,2907.5,-0.1578083847847668,0.1143550704295123,2.033629794,0.729775454,0.267339005,0.578109718,1.020882399,0.794760084,0.243793199,0.133150222,0.010333307,-0.267339005,0.321210589,0.566284342,-0.184784671,-0.0536218444100978,-0.1143550704295126,0.2769073569482289,0.4153531760298208,-2096.6672999999982
-29.641944,30.6875,23-02-2011,61.002,295.0,42.0,54.0,5561.0,8605.5,486.5,,1486.0,-9999.0,-9999.0,9601.0,,14678.0,-9999.0,5440.0,,9465.5,12867.0,10208.0,8990.0,3406.5,-0.1453622930389881,0.0657469595207839,1.88020777,0.528799083,0.209110754,0.654108189,1.014315144,0.876618068,0.179619063,0.115232936,0.007106705,-0.209110754,0.250438417,0.644876686,-0.109268819,-0.02084794808839,-0.0657469595207841,0.2158966181373868,0.3238382206759443,-2508.384500000001
-34.065833,20.404167,23-02-2011,41.761,465.0,10.0,10.0,6509.0,8010.0,729.0,,1334.0,9813.0,82.0,8344.0,45315.0,13912.0,241.0,5440.0,,8314.0,10705.0,8910.0,9264.0,2929.0,-0.1239435140952274,0.1302758256489412,3.760075228,0.667305849,0.250179727,0.599769983,1.003608371,0.769479586,0.219174481,0.091511598,0.001800936,-0.250179727,0.292163829,0.597613571,-0.226925016,-0.0709069148286558,-0.1302758256489418,0.2518671825789615,0.377792274987065,-1354.9307
-33.980556,21.653333,23-02-2011,143.799,721.0,103.0,9.0,8486.0,9447.0,6.0,0.5,579.0,9585.0,91.0,10721.0,40397.0,11814.0,591.5,7440.0,,11839.0,10788.0,9878.0,7441.0,1139.0,-0.0031149751266911,0.0453942129015129,-0.005209853,0.101949445,0.04850233,0.907482648,0.905566349,0.913153885,0.089249493,0.044033679,-0.049556738,-0.04850233,-0.001226052,1.002116133,-0.191127432,0.0311246810061975,-0.0453942129015131,-0.0010569483786411,-0.0015853890544739,-726.7313000000013
-22.769722,30.886944,23-02-2011,39.929,109.1,10.0,9.0,8013.0,8518.0,2157.0,,746.0,9677.0,,9241.0,44892.0,15026.0,179.0,5440.0,,9181.0,13124.0,10324.0,8935.0,1508.0,-0.1736194947462545,0.0675666074600352,2.346258831,0.626014501,0.238389583,0.615000666,1.006535236,0.873419406,0.185483235,0.11941317,0.003256975,-0.238389583,0.280090684,0.611007587,-0.12008779,-0.0270234901524569,-0.0675666074600355,0.2414590820836948,0.3621811422079933,-2803.2628000000022
-27.00222,28.76528,23-02-2011,124.35,259.4,14.0,10.0,7294.0,8743.0,1386.0,,944.0,-9999.0,-9999.0,9691.0,,13724.0,-9999.0,5440.0,,9947.0,13005.5,10754.5,8762.5,1923.5,-0.1460357323816441,0.0268804130268054,1.205246027,0.416159323,0.172240017,0.706135238,0.974263597,0.947646459,0.121310538,0.094739057,-0.013035951,-0.172240017,0.185091056,0.724788691,-0.078769804,0.0106892414051233,-0.0268804130268055,0.1595623336572177,0.2393384449654648,-2984.5224000000007
-27.02314,28.59389,23-02-2011,102.0,400.0,12.0,9.0,7326.0,8893.0,193.0,8.0,933.0,9732.0,,9969.5,44360.0,11490.5,290.5,5440.0,,10129.0,10372.5,9135.0,8632.0,1897.0,-0.0198112280011797,0.0511366235191874,0.611305675,0.152565324,0.070876048,0.867629781,0.984253135,0.902702232,0.114203292,0.06343714,-0.007935916,-0.070876048,0.073051103,0.881510813,-0.113296564,0.0028861440626146,-0.0511366235191876,0.0629755544762829,0.0944611470860314,-995.8760500000008
-27.389722,26.463889,23-02-2011,102.164,320.5,147.0,210.0,6156.0,10130.0,1207.5,32.0,1294.0,9856.0,98.0,11597.0,44683.5,11481.0,271.0,5472.0,,11926.0,8583.0,8196.5,8575.0,2791.0,0.1493557978196226,0.1444377990430615,-0.157510973,-0.010002587,-0.005026432,1.01010365,0.972413215,0.747582963,0.166916529,0.023034059,-0.013986311,0.005026432,-0.022053081,1.03875969,-0.280786443,-0.0261633428300094,-0.1444377990430622,-0.0190114068441064,-0.0285165011214354,1800.3081499999985
-27.398611,26.614722,23-02-2011,69.128,174.2,86.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-27.671111,27.236944,23-02-2011,74.84,170.8,37.0,48.0,6476.0,9693.5,381.5,,1198.0,9756.5,96.5,10943.0,46121.0,14887.0,284.0,5440.0,,11237.5,13522.0,11403.0,8990.0,2550.0,-0.1054159002656852,0.0480481537540918,0.949228808,0.360413049,0.15269067,0.735070867,0.973793103,0.908309263,0.132521871,0.085015045,-0.013277428,-0.15269067,0.162046894,0.754853228,-0.118602918,0.0036278881232265,-0.048048153754092,0.1396964535206415,0.2095406698564593,-2437.221200000001
-27.356667,27.286389,23-02-2011,110.394,213.3,59.0,106.5,6521.0,8718.0,930.0,,1187.0,9829.5,95.0,9502.5,44381.0,16828.5,260.0,5440.0,,9290.0,12665.5,9643.0,8547.0,2526.0,-0.1426831468783826,0.1411473520037969,2.62318185,0.770955012,0.278227185,0.564667083,1.022874058,0.75262204,0.271442873,0.135486474,0.011307703,-0.278227185,0.334805078,0.552039695,-0.225015424,-0.0755968169761273,-0.1411473520037973,0.2886268353848804,0.432931965236035,-1434.770050000002
-33.897778,20.012778,23-02-2011,109.34,1337.0,20.0,15.0,6875.0,8619.0,919.0,,1242.0,9687.0,42.0,9048.0,44815.0,14549.0,227.0,5440.0,,8880.0,10812.0,9109.0,9153.0,2676.0,-0.0888217522658605,0.1473522337447255,4.44627451,0.607979664,0.233122855,0.621898412,1.018918919,0.743143859,0.22994336,0.085487676,0.009370817,-0.233122855,0.280677583,0.610351227,-0.238288502,-0.0811012599160056,-0.1473522337447261,0.2419650860045243,0.3629398834802279,-888.0438999999997
-23.763056,27.908611,24-02-2011,5.0,55.5,10.0,-9999.0,-1867.5,,-9999.0,,-4336.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-404.5,-3571.5,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-23.235722,27.717,24-02-2011,13.483,56.8,10.0,16.0,6263.0,9302.0,81.5,8.0,1344.0,9629.5,131.0,10024.0,46224.5,12384.0,395.0,5440.0,,10242.0,10676.5,9671.0,9190.0,2905.0,-0.0315209777541603,0.0740443615706508,1.315078585,0.235434956,0.105319529,0.809431525,0.978715095,0.862120478,0.123010655,0.04941639,-0.010756933,-0.105319529,0.109816248,0.827034884,-0.159627327,-0.0180145289816803,-0.0740443615706511,0.0946698488464598,0.1420016352507016,-1042.5291499999985
-28.445556,32.325,24-02-2011,78.91,261.9,10.0,265.5,3640.0,9636.5,32.0,32.0,2120.0,9856.0,,10515.0,44972.0,8627.0,602.0,5504.0,,9712.0,7626.0,7476.0,8713.0,5242.0,0.1592525219116909,0.0615886297914227,0.504768551,-0.179553019,-0.098631282,1.218847803,1.082681219,0.883968935,0.071477364,0.009932459,0.039699412,0.098631282,-0.068629098,1.125767938,-0.039663971,-0.0259960956701262,-0.0615886297914231,-0.0591635312721522,-0.088742877395785,822.6205499999983
-30.679722,26.7125,24-02-2011,103.657,208.2,10.0,9.0,7743.0,8810.5,112.5,32.0,815.0,9856.0,99.0,9954.0,42374.0,11093.0,352.5,5504.0,,10761.0,7819.0,7634.0,8132.0,1644.0,0.1201260338716023,0.1731175972927233,0.086627528,0.114426361,0.054116976,0.897322636,0.92500697,0.70485892,0.184706573,0.011971785,-0.038957277,-0.054116976,0.017622274,0.970071216,-0.376214015,-0.0343913625319942,-0.1731175972927242,0.0151917269149812,0.0227870690246859,1562.2892500000005
-30.160091,27.40124,24-02-2011,68.364,148.7,10.0,8.0,7893.0,8957.0,1581.0,,756.0,9734.0,124.0,10077.0,44174.0,14141.5,215.5,5440.0,,10727.5,12302.0,10587.0,8658.0,1509.0,-0.0994235667366723,0.0695634087772039,0.753309797,0.403344249,0.167826249,0.712583531,0.939361454,0.869921861,0.143741028,0.074926821,-0.031267274,-0.167826249,0.159243014,0.758582894,-0.194631081,-0.0014958376690946,-0.0695634087772042,0.1372793437613092,0.2059148756508976,-1900.5045999999995
-30.336111,27.359444,24-02-2011,69.862,142.8,10.0,9.0,7768.0,8703.5,1254.0,,797.0,9856.0,20.5,9792.0,42693.5,12158.0,214.0,5440.0,,10786.0,7909.0,7766.0,8215.0,1601.5,0.1063781707248172,0.2117406687596541,0.295721522,0.241625817,0.107790433,0.805395624,0.907843501,0.650518177,0.220437663,0.009122807,-0.048304014,-0.107790433,0.069364928,0.887152492,-0.450993261,-0.0547697597107934,-0.2117406687596551,0.0597977684797768,0.0896946980757915,1760.9801499999994
-28.460833,21.248889,24-02-2011,74.128,637.0,10.0,8.0,7461.0,9908.0,50.5,8.0,975.0,9822.0,66.0,11215.5,45409.0,13248.0,374.0,5440.0,,12120.5,10636.5,9105.5,9208.5,1955.0,0.0264964305326742,0.109338692457451,0.241703824,0.181222415,0.08308296,0.846580616,0.925333113,0.802875906,0.185317735,0.0775504,-0.038781282,-0.08308296,0.051555738,0.914892814,-0.277815994,-0.0086903491385882,-0.1093386924574514,0.0444448824329384,0.0666660096968741,481.47620000000006
-22.91028,29.61111,25-02-2011,55.46,149.1,10.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-28.760833,17.730278,27-02-2011,82.688,225.3,31.0,8.0,7669.0,9557.0,2447.5,32.0,890.0,9880.0,,11426.0,44344.0,11190.0,172.0,5504.0,,12802.0,7687.5,7645.0,8935.0,1835.0,0.1955947367044225,0.1855383392928079,-0.246853083,-0.020654647,-0.01043509,1.021090259,0.892516794,0.686997319,0.188213432,0.00277189,-0.056793792,0.01043509,-0.077938793,1.144057194,-0.433429777,-0.0062444678864598,-0.1855383392928089,-0.067189063021007,-0.1007814942169428,2757.192849999999
-24.183889,30.823889,03-01-2011,104.189,323.4,10.0,9.0,8591.5,8813.0,1912.0,8.0,546.0,9649.5,48.5,9423.0,43361.5,12975.0,172.0,5440.0,,9618.5,12192.0,10273.5,8539.0,1053.0,-0.128105482303955,0.0311121706997257,1.828358209,0.376950016,0.158585588,0.726242775,0.979674585,0.939653179,0.116201045,0.08539761,-0.010267048,-0.158585588,0.172328875,0.741310212,-0.081093929,0.0005160728006697,-0.0311121706997258,0.1485604266713878,0.2228357085952022,-2591.5968
-27.398611,26.614722,03-01-2011,84.527,214.3,125.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-27.671111,27.236944,03-01-2011,78.935,187.5,32.0,48.0,6476.0,9693.5,381.5,,1198.0,9756.5,96.5,10943.0,46121.0,14887.0,284.0,5440.0,,11237.5,13522.0,11403.0,8990.0,2550.0,-0.1054159002656852,0.0480481537540918,0.949228808,0.360413049,0.15269067,0.735070867,0.973793103,0.908309263,0.132521871,0.085015045,-0.013277428,-0.15269067,0.162046894,0.754853228,-0.118602918,0.0036278881232265,-0.048048153754092,0.1396964535206415,0.2095406698564593,-2437.221200000001
-29.160278,26.573333,03-01-2011,106.253,255.6,153.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-27.495556,26.074722,03-01-2011,127.973,320.4,77.0,199.0,5873.0,9490.5,738.5,,1357.0,9696.5,81.0,11044.5,45910.5,17937.5,292.0,5440.0,,11540.5,18143.5,14152.5,8713.0,2958.0,-0.2432163902973816,-0.0057093761259388,0.999359485,0.624111549,0.237837278,0.615721254,0.957020926,1.011484321,0.117949517,0.123575675,-0.021961479,-0.237837278,0.251729416,0.643372822,-0.03342491,0.039501330718588,0.0057093761259388,0.2170092950675079,0.3255084213918618,-5851.706900000002
-23.658056,31.05,03-02-2011,59.599,194.7,10.0,49.0,8077.0,9660.0,,8.0,730.0,9675.0,,10056.5,43049.0,13467.0,608.5,7442.0,,10644.0,14670.5,12154.5,8353.5,1471.0,-0.1865976462975687,-0.0427721012883161,1.445616551,0.339133894,0.144982677,0.746751318,0.944804585,1.0893666,0.051226509,0.093793103,-0.028380957,-0.144982677,0.135815946,0.790376476,0.030946672,0.0451575611820443,0.0427721012883163,0.1170834888640039,0.1756215913568214,-4455.82585
-26.648056,27.089444,03-02-2011,236.859,543.0,10.0,-4848.5,-1257.0,4567.0,-4865.0,,-4527.5,-91.0,-4962.5,4870.0,22287.0,8205.5,-4880.0,2720.5,,4649.5,6161.0,4771.0,-516.0,-4046.0,-0.1170338137974787,0.1423102356175815,4.802809292,0.684907598,0.255095407,0.593504357,1.047424454,0.750837853,0.264670751,0.127149652,0.023162981,-0.255095407,0.320879709,0.566632137,-0.20388494,-0.0831955221981936,-0.1423102356175825,0.2766238817580708,0.4149196841818676,-586.9132
-27.802778,28.768333,03-02-2011,68.43,160.2,10.0,9.0,7685.0,8687.0,1387.0,,814.5,-9999.0,-9999.0,9611.0,,12113.5,-9999.0,5440.0,,10183.5,11318.5,9288.0,8595.0,1620.0,-0.0815834109749392,0.0339279617616932,0.598412502,0.260378733,0.115192525,0.793412309,0.943781608,0.934370743,0.132023456,0.098536869,-0.028922175,-0.115192525,0.100407406,0.840673629,-0.125196419,0.0165829442704331,-0.0339279617616934,0.086558729873974,0.1298351833165153,-1610.6071499999998
-24.679167,30.8025,03-03-2011,57.373,160.4,10.0,25.0,9025.0,8832.5,3601.0,,375.0,9691.0,,9505.5,43869.0,12245.0,148.0,5440.0,,10583.0,14908.5,13718.0,8799.5,685.0,-0.2213074465470622,-0.0980904855727619,0.437356912,0.288201568,0.125951128,0.776276031,0.89818577,1.217517354,-0.056734584,0.04158734,-0.053637653,-0.125951128,0.084453587,0.864271131,0.104161928,0.0947840838325925,0.0980904855727622,0.0728053267916593,0.1092055982653262,-6008.119350000001
-27.273889,28.49,03-03-2011,84.444,179.0,10.0,10.0,7416.5,8456.5,187.0,1.0,903.0,9849.0,24.5,9060.0,43282.0,12333.0,294.0,5440.0,,9407.5,9264.5,8181.0,8372.0,1826.5,-0.0111599225081174,0.1420766292394946,1.365715886,0.361258278,0.15299397,0.734614449,0.963061387,0.751195978,0.202398362,0.062107707,-0.01881684,-0.15299397,0.156093697,0.762790886,-0.28715943,-0.0536598963546748,-0.1420766292394953,0.1345645224350866,0.2018421415758244,32.38794999999982
-27.3,28.586944,03-03-2011,82.83,189.3,10.0,10.0,7459.5,8561.0,816.5,,889.0,-9999.0,-9999.0,9636.0,,14954.0,-9999.0,5440.0,,9929.5,14753.0,11537.5,8818.0,1793.5,-0.2098077001927089,0.0067660820681993,1.216644874,0.551888751,0.216266775,0.644376087,0.970441613,0.98655878,0.128965895,0.122306537,-0.015000894,-0.216266775,0.234226798,0.664002942,-0.043899916,0.0242232480937808,-0.0067660820681994,0.2019209516346173,0.3028753415849542,-4210.223799999999
-30.679722,26.7125,03-03-2011,63.386,157.2,10.0,9.0,7743.0,8810.5,112.5,32.0,815.0,9856.0,99.0,9954.0,42374.0,11093.0,352.5,5504.0,,10761.0,7819.0,7634.0,8132.0,1644.0,0.1201260338716023,0.1731175972927233,0.086627528,0.114426361,0.054116976,0.897322636,0.92500697,0.70485892,0.184706573,0.011971785,-0.038957277,-0.054116976,0.017622274,0.970071216,-0.376214015,-0.0343913625319942,-0.1731175972927242,0.0151917269149812,0.0227870690246859,1562.2892500000005
-27.02314,28.59389,03-04-2011,124.63,276.5,10.0,9.0,7326.0,8893.0,193.0,8.0,933.0,9732.0,,9969.5,44360.0,11490.5,290.5,5440.0,,10129.0,10372.5,9135.0,8632.0,1897.0,-0.0198112280011797,0.0511366235191874,0.611305675,0.152565324,0.070876048,0.867629781,0.984253135,0.902702232,0.114203292,0.06343714,-0.007935916,-0.070876048,0.073051103,0.881510813,-0.113296564,0.0028861440626146,-0.0511366235191876,0.0629755544762829,0.0944611470860314,-995.8760500000008
-25.99136,27.84208,03-07-2011,107.506,322.4,64.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-31.554722,29.245556,03-07-2011,101.407,264.0,10.0,124.0,5861.5,8558.0,1227.5,,1431.0,9825.0,93.0,9449.0,46239.5,19619.0,284.0,5440.0,,8850.0,13890.0,10042.0,9156.0,3247.0,-0.1902823599982853,0.1709689934047564,3.154364382,1.076304371,0.349869272,0.481624955,1.067683616,0.707987155,0.322881899,0.160788902,0.032734029,-0.349869272,0.438792012,0.451093328,-0.228619893,-0.106781624997545,-0.1709689934047569,0.3782711019003126,0.5673966876833102,-1716.6110000000008
-27.010111,26.698083,03-08-2011,114.749,437.0,82.0,101.0,6332.0,9344.0,592.0,1.0,1245.0,9804.5,67.0,10433.5,44339.0,12433.5,274.0,5440.0,,10728.5,9579.5,8531.5,8492.0,2668.0,0.0426722630290309,0.1296506609730608,0.633781875,0.191690229,0.087462282,0.839144247,0.972503146,0.770458841,0.186119723,0.057865386,-0.013940081,-0.087462282,0.085389273,0.862870471,-0.257815468,-0.0349170141735277,-0.1296506609730613,0.0736119506087557,0.1104155423637344,521.4269500000005
-27.802778,28.768333,03-08-2011,86.425,268.9,10.0,9.0,7685.0,8687.0,1387.0,,814.5,-9999.0,-9999.0,9611.0,,12113.5,-9999.0,5440.0,,10183.5,11318.5,9288.0,8595.0,1620.0,-0.0815834109749392,0.0339279617616932,0.598412502,0.260378733,0.115192525,0.793412309,0.943781608,0.934370743,0.132023456,0.098536869,-0.028922175,-0.115192525,0.100407406,0.840673629,-0.125196419,0.0165829442704331,-0.0339279617616934,0.086558729873974,0.1298351833165153,-1610.6071499999998
-26.984722,26.632278,03-08-2011,199.821,189.1,135.0,123.0,6366.0,9414.0,274.5,,1237.0,9693.0,77.0,10207.0,46784.0,13683.0,303.5,5440.0,,10262.5,14011.5,11850.5,9156.0,2652.0,-0.1570906538390067,-0.0118615609597573,1.837397937,0.340550603,0.145500209,0.745962143,0.994591961,1.024007893,0.071768461,0.083558889,-0.002711351,-0.145500209,0.165699338,0.750018271,0.018570448,0.0248464250279707,0.0118615609597573,0.1428452109999791,0.2142633425206715,-3907.35415
-27.398611,26.614722,03-08-2011,116.258,279.3,155.0,158.5,6223.0,9253.5,210.5,,1277.0,9792.0,62.0,10247.0,44909.5,15515.5,343.0,5440.0,,10126.0,12823.0,10403.5,8630.5,2745.0,-0.111660164716081,0.0950120860313704,1.960887757,0.514150483,0.204502669,0.660436338,1.011949437,0.826463859,0.197229831,0.104169806,0.005939233,-0.204502669,0.243814948,0.652637685,-0.161727807,-0.0381407435349344,-0.0950120860313707,0.2101866115476863,0.3152737695967553,-1838.65115
-27.671111,27.236944,03-08-2011,84.322,192.2,20.0,11.0,7228.0,9611.5,97.0,,968.0,9696.5,96.5,10818.0,45309.5,15184.0,355.0,5440.0,,11403.0,13762.0,11133.0,8911.0,1973.0,-0.1197721724979653,0.0491259586816829,0.820761065,0.403586615,0.167910161,0.712460485,0.948697711,0.906348788,0.153930919,0.105603535,-0.026326448,-0.167910161,0.164965344,0.750987882,-0.147727751,0.0073958427157454,-0.0491259586816831,0.1422123594237785,0.213314527503526,-2366.467350000001
-29.160278,26.573333,03-08-2011,144.754,367.0,153.0,-9999.0,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,1.0,,,,,-9999.0,-9999.0,,,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,,,,
-31.396,29.2651,03-08-2011,35.368,104.3,29.0,115.0,5644.0,9782.5,814.5,32.0,1519.0,9856.0,102.5,11835.5,45330.0,12488.0,308.5,5440.0,,13003.0,8894.0,8335.0,8935.0,3465.0,0.1418992257410929,0.1680853053970621,-0.075124356,0.055130751,0.026825909,0.94774984,0.910213028,0.712203716,0.199442924,0.032445296,-0.047003644,-0.026825909,-0.023435575,1.04123959,-0.386440195,-0.0084564442180336,-0.1680853053970629,-0.0202032089757169,-0.0303042190534099,2207.040100000001
-25.459639,28.264306,03-08-2011,184.911,719.0,82.0,8.0,8932.0,9139.0,1058.0,,379.0,9636.0,176.0,9926.0,42157.0,13959.0,236.0,5440.0,,11096.0,15156.5,12552.5,7980.5,692.0,-0.2085318449117902,-0.0411292953924884,0.59678159,0.406306669,0.168850743,0.711082456,0.894556597,1.085786947,0.053052449,0.093976686,-0.055655979,-0.168850743,0.13255074,0.794899348,-0.032085307,0.0639203250220362,0.0411292953924885,0.1142686090600678,0.1713994931252619,-4771.615000000002
-25.810483,27.909552,03-09-2011,142.762,831.0,10.0,388.0,6825.0,9943.5,7.0,,1154.0,9600.0,106.0,10433.5,45549.0,16142.0,618.0,5440.0,,10317.0,14017.0,11026.5,9078.5,2420.0,-0.1465614200118601,0.0704598958851418,4.198198198,0.547131835,0.214803108,0.646357329,1.011292042,0.868355842,0.188287907,0.119412223,0.005614323,-0.214803108,0.255374698,0.639140131,-0.120478202,-0.0347385436190362,-0.070459895885142,0.2201519331796364,0.3302216595173756,-2555.237350000001
