Latitude,Longitude,Sample Date,tmin
-27.00222,28.76528,01-11-2011,13.94
-26.880278,26.965,01-11-2011,15.87
-27.38972222,26.46388889,01-11-2011,16.57
-29.160278,26.573333,01-11-2011,15.32
-30.679722,26.7125,01-11-2011,14.92
-25.45963889,28.26430556,01-11-2011,17.05
-28.338333,31.373611,01-11-2011,18.63
-25.81048333,27.90955222,02-11-2011,17.01
-29.641944,30.6875,02-11-2011,19.51
-28.69485,28.23487,02-11-2011,13.599999
-29.615556,27.065278,02-11-2011,14.86
-29.161667,23.696389,03-11-2011,17.97
-28.44555556,32.325,03-11-2011,21.189999
-27.602222,29.942778,03-11-2011,15.089999
-30.160091,27.40124,03-11-2011,14.969999
-30.336111,27.359444,03-11-2011,14.58
-28.883333,27.89,03-11-2011,14.219999
-29.1825,23.575556,03-11-2011,18.18
-32.595833,19.009444,03-11-2011,17.34
-28.7115,24.07288889,04-11-2011,17.63
-30.830556,26.921389,04-11-2011,14.36
-27.573056,24.746389,04-11-2011,17.34
-30.679722,26.7125,04-11-2011,14.92
-28.69485,28.23487,04-11-2011,13.599999
-28.760833,17.730278,05-11-2011,21.439999
-29.658056,25.973333,05-11-2011,15.2
-31.000833,26.353056,05-11-2011,13.88
-27.169444,29.233889,07-11-2011,13.41
-26.73806,27.59194,07-11-2011,15.29
-27.01011111,26.69808333,08-11-2011,16.199999
-24.679167,30.8025,08-11-2011,15.78
-24.183889,30.823889,08-11-2011,20.47
-25.127778,27.628889,08-11-2011,18.449999
-25.20639,27.558,08-11-2011,18.26
-24.69514,27.40906,08-11-2011,19.47
-27.363611,31.783333,08-11-2011,19.74
-29.380556,30.2775,08-11-2011,15.0199995
-26.98472222,26.63227778,08-11-2011,16.449999
-27.398611,26.614722,08-11-2011,16.47
-27.671111,27.236944,08-11-2011,15.45
-27.495556,26.074722,08-11-2011,16.029999
-24.058889,31.237222,09-11-2011,20.5
-27.02314,28.59389,09-11-2011,14.24
-26.648056,27.089444,09-11-2011,15.46
-27.273889,28.49,09-11-2011,14.24
-27.4275,28.525833,09-11-2011,13.969999
-27.3,28.586944,09-11-2011,14.099999
-29.161667,30.629722,10-11-2011,16.109999
-33.38056,19.30167,10-11-2011,14.86
-33.31388889,19.07472222,10-11-2011,17.43
-33.13083,18.86278,10-11-2011,18.369999
-33.7075,18.97444444,10-11-2011,18.16
-28.75,30.442778,11-11-2011,18.25
-30.733889,29.828333,11-11-2011,17.699999
-27.5275,30.858056,12-11-2011,15.92
-24.670833,28.560833,14-11-2011,17.02
-25.99136,27.84208,14-11-2011,16.039999
-24.925278,29.324444,14-11-2011,18.31
-24.282222,28.090278,15-11-2011,17.359999
-29.380556,30.2775,15-11-2011,15.0199995
-27.00222,28.76528,15-11-2011,13.94
-26.648056,27.089444,15-11-2011,15.46
-34.031944,22.053333,15-11-2011,17.58
-34.039722,22.133333,15-11-2011,17.97
-25.45963889,28.26430556,15-11-2011,17.05
-29.161667,23.696389,16-11-2011,17.97
-25.81048333,27.90955222,16-11-2011,17.01
-22.935,28.004167,16-11-2011,20.32
-34.065833,20.404167,16-11-2011,18.84
-27.937778,31.209444,16-11-2011,17.89
-28.404444,30.013056,16-11-2011,16.17
-28.141944,26.417778,16-11-2011,16.09
-30.160091,27.40124,16-11-2011,14.969999
-34.02861,22.22222,16-11-2011,17.75
-33.818056,19.694722,16-11-2011,17.22
-34.075556,20.145556,16-11-2011,18.109999
-34.005833,22.351111,16-11-2011,17.779999
-28.058889,30.373611,16-11-2011,14.87
-22.91028,29.61111,17-11-2011,19.05
-27.38972222,26.46388889,17-11-2011,16.57
-27.398611,26.614722,17-11-2011,16.47
-27.671111,27.236944,17-11-2011,15.45
-33.897778,20.012778,17-11-2011,17.58
-27.902778,24.615556,18-11-2011,17.77
-28.760833,17.730278,19-11-2011,21.439999
-29.161667,23.696389,21-11-2011,17.97
-27.01011111,26.69808333,21-11-2011,16.199999
-29.7775,29.470833,21-11-2011,13.2699995
-29.744167,29.905833,21-11-2011,15.889999
-26.861111,28.884722,21-11-2011,13.759999
-26.45,28.085833,21-11-2011,14.88
-26.98472222,26.63227778,21-11-2011,16.449999
-31.554722,29.245556,21-11-2011,18.779999
-25.127778,27.628889,22-11-2011,18.449999
-25.20639,27.558,22-11-2011,18.26
-24.69514,27.40906,22-11-2011,19.47
-29.987778,29.851667,22-11-2011,15.29
-27.169444,29.233889,22-11-2011,13.41
-26.970278,27.211111,22-11-2011,15.639999
-26.880278,26.965,22-11-2011,15.87
-31.394444,20.947222,22-11-2011,16.84
-29.651389,22.746389,22-11-2011,19.59
-27.495556,26.074722,22-11-2011,16.029999
-23.658056,31.05,23-11-2011,20.65
-28.747778,31.745833,23-11-2011,20.77
-28.801278,31.955389,23-11-2011,20.939999
-30.398056,30.601944,23-11-2011,21.31
-30.27402,30.69602,23-11-2011,21.119999
-28.69485,28.23487,23-11-2011,13.599999
-30.568333,29.422778,23-11-2011,13.95
-30.13573889,30.67422222,24-11-2011,21.119999
-27.573056,24.746389,24-11-2011,17.34
-31.031389,28.883333,24-11-2011,16.4
-30.86013889,29.07125,24-11-2011,16.94
-30.77586667,29.03221667,24-11-2011,16.55
-27.902778,24.615556,25-11-2011,17.77
-29.803611,30.516111,25-11-2011,17.949999
-25.99136,27.84208,28-11-2011,16.039999
-30.398056,30.601944,28-11-2011,21.31
-30.27402,30.69602,28-11-2011,21.119999
-27.169444,29.233889,28-11-2011,13.41
-26.861111,28.884722,28-11-2011,13.759999
-26.73806,27.59194,28-11-2011,15.29
-29.160278,26.573333,28-11-2011,15.32
-28.735556,29.820556,29-11-2011,16.41
-30.679722,26.7125,29-11-2011,14.92
-28.69485,28.23487,29-11-2011,13.599999
-29.615556,27.065278,29-11-2011,14.86
-28.883333,27.89,29-11-2011,14.219999
-25.45963889,28.26430556,29-11-2011,17.05
-25.81048333,27.90955222,30-11-2011,17.01
-29.641944,30.6875,30-11-2011,19.51
-27.602222,29.942778,30-11-2011,15.089999
-27.02314,28.59389,30-11-2011,14.24
-27.273889,28.49,30-11-2011,14.24
-27.4275,28.525833,30-11-2011,13.969999
-27.3,28.586944,30-11-2011,14.099999
-30.160091,27.40124,30-11-2011,14.969999
-30.336111,27.359444,30-11-2011,14.58
-25.447222,30.711667,30-11-2011,17.51
-30.830556,26.921389,01-12-2011,14.36
-27.398611,26.614722,01-12-2011,16.47
-31.000833,26.353056,01-12-2011,13.88
-29.658056,25.973333,02-12-2011,15.2
-28.760833,17.730278,03-12-2011,21.439999
-28.96362,19.15486,03-12-2011,20.02
-24.679167,30.8025,06-12-2011,15.78
-24.183889,30.823889,06-12-2011,20.47
-25.127778,27.628889,06-12-2011,18.449999
-25.20639,27.558,06-12-2011,18.26
-24.69514,27.40906,06-12-2011,19.47
-24.39619444,27.08983333,09-04-2014,19.67
-29.380556,30.2775,06-12-2011,15.0199995
-27.671111,27.236944,06-12-2011,15.45
-29.658056,25.973333,06-12-2011,15.2
-33.501667,21.624167,06-12-2011,14.75
-29.161667,23.696389,07-12-2011,17.97
-27.01011111,26.69808333,07-12-2011,16.199999
-29.641944,30.6875,07-12-2011,19.51
-24.282222,28.090278,07-12-2011,17.359999
-24.058889,31.237222,07-12-2011,20.5
-26.45,28.085833,07-12-2011,14.88
-26.98472222,26.63227778,07-12-2011,16.449999
-27.398611,26.614722,07-12-2011,16.47
-28.69485,28.23487,07-12-2011,13.599999
-29.1825,23.575556,07-12-2011,18.18
-27.4,26.624722,07-12-2011,16.47
-27.00222,28.76528,08-12-2011,13.94
-26.648056,27.089444,08-12-2011,15.46
-26.970278,27.211111,08-12-2011,15.639999
-26.880278,26.965,08-12-2011,15.87
-27.902778,24.615556,09-12-2011,17.77
-28.768056,20.720556,09-12-2011,19.98
-27.01011111,26.69808333,12-12-2011,16.199999
-25.99136,27.84208,12-12-2011,16.039999
-24.058889,31.237222,12-12-2011,20.5
-29.380556,30.2775,12-12-2011,15.0199995
-26.861111,28.884722,12-12-2011,13.759999
-26.73806,27.59194,12-12-2011,15.29
-26.45,28.085833,12-12-2011,14.88
-26.98472222,26.63227778,12-12-2011,16.449999
-24.925278,29.324444,13-12-2011,18.31
-27.169444,29.233889,13-12-2011,13.41
-26.648056,27.089444,13-12-2011,15.46
-26.970278,27.211111,13-12-2011,15.639999
-26.880278,26.965,13-12-2011,15.87
-29.615556,27.065278,13-12-2011,14.86
-31.396,29.2651,13-12-2011,19.869999
-33.38056,19.30167,13-12-2011,14.86
-33.31388889,19.07472222,13-12-2011,17.43
-29.161667,23.696389,14-12-2011,17.97
-25.81048333,27.90955222,14-12-2011,17.01
-27.937778,31.209444,14-12-2011,17.89
-28.141944,26.417778,14-12-2011,16.09
-28.1175,26.719444,14-12-2011,16.35
-30.568333,29.422778,14-12-2011,13.95
-31.104278,29.399722,14-12-2011,18.49
-28.058889,30.373611,14-12-2011,14.87
-25.447222,30.711667,14-12-2011,17.51
-27.5275,30.858056,15-12-2011,15.92
-27.398611,26.614722,15-12-2011,16.47
-27.671111,27.236944,15-12-2011,15.45
-31.031389,28.883333,15-12-2011,16.4
-30.86013889,29.07125,15-12-2011,16.94
-32.502778,19.535833,19-12-2011,17.039999
-29.161667,23.696389,20-12-2011,17.97
-29.160278,26.573333,20-12-2011,15.32
-32.595833,19.009444,20-12-2011,17.34
-33.13083,18.86278,20-12-2011,18.369999
-28.69485,28.23487,21-12-2011,13.599999
-28.883333,27.89,21-12-2011,14.219999
-29.1825,23.575556,21-12-2011,18.18
-33.7075,18.97444444,21-12-2011,18.16
-27.573056,24.746389,22-12-2011,17.34
-30.160091,27.40124,22-12-2011,14.969999
-30.336111,27.359444,22-12-2011,14.58
-30.830556,26.921389,23-12-2011,14.36
-29.658056,25.973333,23-12-2011,15.2
-31.000833,26.353056,23-12-2011,13.88
-25.362222,31.956667,26-12-2011,19.26
-25.14944444,31.94055556,26-12-2011,19.63
-28.735556,29.820556,27-12-2011,16.41
-29.641944,30.6875,28-12-2011,19.51
-29.758889,30.935278,28-12-2011,20.76
-27.602222,29.942778,29-12-2011,15.089999
-30.398056,30.601944,29-12-2011,21.31
-30.27402,30.69602,29-12-2011,21.119999
-28.760833,17.730278,03-01-2012,21.55
-25.99136,27.84208,03-01-2012,12.88
-26.861111,28.884722,03-01-2012,11.099999
-26.73806,27.59194,03-01-2012,12.21
-26.45,28.085833,03-01-2012,11.969999
-27.671111,27.236944,03-01-2012,12.84
-27.01011111,26.69808333,04-01-2012,7.99
-25.127778,27.628889,04-01-2012,10.559999
-25.20639,27.558,04-01-2012,10.49
-24.69514,27.40906,04-01-2012,11.45
-27.169444,29.233889,04-01-2012,5.3199997
-26.880278,26.965,04-01-2012,7.81
-26.98472222,26.63227778,04-01-2012,8.179999
-27.398611,26.614722,04-01-2012,8.0199995
-25.45963889,28.26430556,04-01-2012,9.78
-27.495556,26.074722,04-01-2012,7.5299997
-27.4,26.624722,04-01-2012,8.0199995
-25.81048333,27.90955222,05-01-2012,5.77
-29.161667,30.629722,05-01-2012,7.8399997
-27.00222,28.76528,05-01-2012,1.87
-27.02314,28.59389,05-01-2012,2.4199998
-26.648056,27.089444,05-01-2012,4.04
-26.970278,27.211111,05-01-2012,4.15
-27.273889,28.49,05-01-2012,1.6999999
-27.4275,28.525833,05-01-2012,1.53
-27.3,28.586944,05-01-2012,1.64
-28.376944,24.303056,05-01-2012,5.68
-29.744167,29.905833,06-01-2012,3.3899999
-29.7775,29.470833,09-01-2012,5.49
-29.987778,29.851667,09-01-2012,6.8399997
-29.744167,29.905833,09-01-2012,7.19
-26.970278,27.211111,09-01-2012,6.3399997
-30.733889,29.828333,10-01-2012,12.099999
-26.880278,26.965,10-01-2012,11.24
-26.98472222,26.63227778,10-01-2012,11.559999
-33.501667,21.624167,10-01-2012,8.4
-30.27402,30.69602,11-01-2012,17.44
-33.818056,19.694722,11-01-2012,13.25
-30.13573889,30.67422222,12-01-2012,19.81
-34.075556,20.145556,12-01-2012,16.57
-29.803611,30.516111,13-01-2012,16.67
-24.670833,28.560833,16-01-2012,15.599999
-26.73806,27.59194,16-01-2012,14.559999
-26.45,28.085833,16-01-2012,13.79
-27.044444,27.005,16-01-2012,15.339999
-31.396,29.2651,16-01-2012,18.4
-31.554722,29.245556,16-01-2012,17.35
-25.73411,27.21422,29-03-2011,15.25
-27.01011111,26.69808333,17-01-2012,15.53
-25.81048333,27.90955222,17-01-2012,15.74
-24.679167,30.8025,17-01-2012,14.559999
-24.183889,30.823889,17-01-2012,18.609999
-24.282222,28.090278,17-01-2012,16.1
-25.99136,27.84208,17-01-2012,14.75
-25.20639,27.558,17-01-2012,17.21
-27.169444,29.233889,17-01-2012,12.58
-27.00222,28.76528,17-01-2012,13.04
-26.648056,27.089444,17-01-2012,14.83
-26.880278,26.965,17-01-2012,15.36
-25.73411,27.21422,12-02-2013,15.21
-27.38972222,26.46388889,17-01-2012,15.66
-29.042222,24.6,17-01-2012,15.88
-30.679722,26.7125,17-01-2012,13.469999
-30.160091,27.40124,17-01-2012,13.809999
-31.104278,29.399722,17-01-2012,17.06
-32.502778,19.535833,17-01-2012,15.969999
-29.161667,23.696389,18-01-2012,16.65
-22.935,28.004167,18-01-2012,18.64
-30.830556,26.921389,18-01-2012,12.969999
-23.23572222,27.717,18-01-2012,18.93
-25.127778,27.628889,18-01-2012,17.26
-24.69514,27.40906,18-01-2012,18.289999
-27.4275,28.525833,18-01-2012,12.91
-25.73411,27.21422,11-02-2014,15.4
-28.141944,26.417778,18-01-2012,15.179999
-25.73411,27.21422,13-03-2014,15.4
-27.671111,27.236944,18-01-2012,15.0
-25.73411,27.21422,04-06-2014,15.4
-25.73411,27.21422,09-07-2014,15.71
-30.336111,27.359444,18-01-2012,13.349999
-32.595833,19.009444,18-01-2012,16.38
-25.73411,27.21422,02-09-2014,15.71
-25.45963889,28.26430556,18-01-2012,15.849999
-27.356667,27.286389,18-01-2012,15.08
-22.548889,28.898056,19-01-2012,17.98
-22.91028,29.61111,19-01-2012,17.65
-27.398611,26.614722,19-01-2012,15.679999
-30.679722,26.7125,19-01-2012,13.469999
-27.356667,27.286389,19-01-2012,15.08
-23.658056,31.05,20-01-2012,19.32
-30.27402,30.69602,20-01-2012,19.869999
-27.671111,27.236944,20-01-2012,15.0
-27.573056,24.746389,20-01-2012,16.56
-27.902778,24.615556,20-01-2012,16.789999
-28.760833,17.730278,22-01-2012,21.74
-27.044444,27.005,23-01-2012,15.339999
-29.161667,23.696389,24-01-2012,16.65
-27.01011111,26.69808333,24-01-2012,15.53
-26.880278,26.965,24-01-2012,15.36
-27.273889,28.49,24-01-2012,13.09
-27.4275,28.525833,24-01-2012,12.91
-25.73411,27.21422,24-06-2015,16.109999
-25.73411,27.21422,07-07-2015,16.109999
-27.3,28.586944,24-01-2012,12.98
-31.031389,28.883333,24-01-2012,15.08
-30.86013889,29.07125,24-01-2012,15.589999
-33.31388889,19.07472222,24-01-2012,16.74
-25.45963889,28.26430556,24-01-2012,15.849999
-29.161667,23.696389,25-01-2012,16.65
-29.042222,24.6,25-01-2012,15.88
-29.028629,24.638389,25-01-2012,15.82
-30.568333,29.422778,25-01-2012,12.809999
-33.38056,19.30167,25-01-2012,14.16
-33.13083,18.86278,25-01-2012,17.529999
-29.758889,30.935278,26-01-2012,19.49
-29.161667,30.629722,26-01-2012,14.86
-34.031944,22.053333,26-01-2012,15.9
-34.039722,22.133333,26-01-2012,16.22
-34.02861,22.22222,26-01-2012,15.96
-30.398056,30.601944,27-01-2012,20.0
-30.27402,30.69602,27-01-2012,19.869999
-25.447222,30.711667,27-01-2012,16.0
-29.641944,30.6875,28-01-2012,18.33
-29.380556,30.2775,28-01-2012,14.0
-25.127778,27.628889,30-01-2012,17.26
-25.20639,27.558,30-01-2012,17.21
-24.69514,27.40906,30-01-2012,18.289999
-27.169444,29.233889,30-01-2012,12.58
-26.861111,28.884722,30-01-2012,12.91
-26.970278,27.211111,30-01-2012,15.059999
-26.73806,27.59194,30-01-2012,14.559999
-26.45,28.085833,30-01-2012,13.79
-27.00222,28.76528,31-01-2012,13.04
-27.273889,28.49,31-01-2012,13.09
-26.98472222,26.63227778,31-01-2012,15.62
-29.160278,26.573333,31-01-2012,14.349999
-33.818056,19.694722,31-01-2012,15.95
-27.3,28.586944,01-02-2012,12.98
-28.69485,28.23487,01-02-2012,12.88
-29.615556,27.065278,01-02-2012,13.75
-28.883333,27.89,01-02-2012,13.44
-34.075556,20.145556,01-02-2012,16.57
-24.925278,29.324444,02-02-2012,16.9
-30.336111,27.359444,02-02-2012,13.349999
-27.573056,24.746389,03-02-2012,16.56
-27.902778,24.615556,03-02-2012,16.789999
-29.658056,25.973333,03-02-2012,14.219999
-31.000833,26.353056,03-02-2012,12.28
-30.679722,26.7125,03-02-2012,13.469999
-28.760833,17.730278,05-02-2012,21.74
-25.99136,27.84208,06-02-2012,14.75
-29.987778,29.851667,06-02-2012,14.2
-26.45,28.085833,06-02-2012,13.79
-27.398611,26.614722,06-02-2012,15.679999
-27.671111,27.236944,06-02-2012,15.0
-29.042222,24.6,06-02-2012,15.88
-27.356667,27.286389,06-02-2012,15.08
-27.01011111,26.69808333,07-02-2012,15.53
-30.830556,26.921389,07-02-2012,12.969999
-30.733889,29.828333,07-02-2012,16.35
-29.380556,30.2775,07-02-2012,14.0
-26.98472222,26.63227778,07-02-2012,15.62
-25.45963889,28.26430556,07-02-2012,15.849999
-25.57877778,29.12747222,07-02-2012,14.809999
-27.4,26.624722,07-02-2012,15.679999
-25.81048333,27.90955222,08-02-2012,15.74
-27.937778,31.209444,08-02-2012,17.16
-30.398056,30.601944,08-02-2012,20.0
-30.27402,30.69602,08-02-2012,19.869999
-27.00222,28.76528,08-02-2012,13.04
-27.02314,28.59389,08-02-2012,13.17
-26.648056,27.089444,08-02-2012,14.83
-26.970278,27.211111,08-02-2012,15.059999
-26.880278,26.965,08-02-2012,15.36
-27.273889,28.49,08-02-2012,13.09
-27.4275,28.525833,08-02-2012,12.91
-27.3,28.586944,08-02-2012,12.98
-27.044444,27.005,08-02-2012,15.339999
-29.028629,24.638389,08-02-2012,15.82
-34.329722,18.990278,08-02-2012,15.71
-27.5275,30.858056,09-02-2012,15.25
-30.13573889,30.67422222,09-02-2012,19.81
-29.803611,30.516111,10-02-2012,16.67
-28.44555556,32.325,12-02-2012,20.039999
-29.161667,30.629722,12-02-2012,14.86
-26.73806,27.59194,13-02-2012,14.559999
-31.396,29.2651,13-02-2012,18.4
-31.554722,29.245556,13-02-2012,17.35
-25.127778,27.628889,14-02-2012,17.26
-25.20639,27.558,14-02-2012,17.21
-27.169444,29.233889,14-02-2012,12.58
-30.568333,29.422778,14-02-2012,12.809999
-30.570833,29.150556,14-02-2012,12.66
-31.104278,29.399722,14-02-2012,17.06
-32.595833,19.009444,14-02-2012,16.38
-28.141944,26.417778,15-02-2012,15.179999
-28.1175,26.719444,15-02-2012,15.5
-31.031389,28.883333,15-02-2012,15.08
-30.86013889,29.07125,15-02-2012,15.589999
-30.77586667,29.03221667,15-02-2012,15.309999
-24.69514,27.40906,16-02-2012,18.289999
-27.398611,26.614722,16-02-2012,15.679999
-27.671111,27.236944,16-02-2012,15.0
-28.376944,24.303056,16-02-2012,16.77
-29.615556,27.065278,16-02-2012,13.75
-27.356667,27.286389,16-02-2012,15.08
-27.4,26.624722,16-02-2012,15.679999
-22.43772222,31.07805556,17-02-2012,20.4
-27.902778,24.615556,17-02-2012,16.789999
-34.250556,20.9925,17-02-2012,16.89
-28.760833,17.730278,19-02-2012,21.74
-27.01011111,26.69808333,20-02-2012,15.53
-26.45,28.085833,20-02-2012,13.79
-26.98472222,26.63227778,20-02-2012,15.62
-33.501667,21.624167,20-02-2012,13.059999
-33.31388889,19.07472222,20-02-2012,16.74
-24.679167,30.8025,21-02-2012,14.559999
-30.830556,26.921389,21-02-2012,12.969999
-24.670833,28.560833,21-02-2012,15.599999
-28.735556,29.820556,21-02-2012,15.74
-26.648056,27.089444,21-02-2012,14.83
-26.970278,27.211111,21-02-2012,15.059999
-26.880278,26.965,21-02-2012,15.36
-27.044444,27.005,21-02-2012,15.339999
-25.45963889,28.26430556,21-02-2012,15.849999
-28.068333,31.55,21-02-2012,19.73
-29.161667,23.696389,22-02-2012,16.65
-29.641944,30.6875,22-02-2012,18.33
-27.38972222,26.46388889,22-02-2012,15.66
-30.679722,26.7125,22-02-2012,13.469999
-29.1825,23.575556,22-02-2012,16.77
-28.7115,24.07288889,23-02-2012,16.43
-27.602222,29.942778,23-02-2012,14.46
-28.75,30.442778,23-02-2012,17.42
-29.380556,30.2775,23-02-2012,14.0
-27.398611,26.614722,23-02-2012,15.679999
-29.758889,30.935278,24-02-2012,19.49
-27.573056,24.746389,24-02-2012,16.56
-34.031944,22.053333,24-02-2012,15.9
-34.039722,22.133333,24-02-2012,16.22
-30.398056,30.601944,25-02-2012,20.0
-30.27402,30.69602,25-02-2012,19.869999
-27.169444,29.233889,27-02-2012,12.58
-26.861111,28.884722,27-02-2012,12.91
-26.73806,27.59194,27-02-2012,14.559999
-25.127778,27.628889,28-02-2012,17.26
-25.20639,27.558,28-02-2012,17.21
-24.69514,27.40906,28-02-2012,18.289999
-27.00222,28.76528,28-02-2012,13.04
-33.818056,19.694722,28-02-2012,15.95
-29.161667,23.696389,29-02-2012,16.65
-22.769722,30.886944,29-02-2012,19.23
-23.281,30.54305556,29-02-2012,18.98
-26.905,32.324722,29-02-2012,19.56
-28.69485,28.23487,29-02-2012,12.88
-28.883333,27.89,29-02-2012,13.44
-34.075556,20.145556,29-02-2012,16.57
-24.925278,29.324444,01-03-2012,16.9
-27.573056,24.746389,01-03-2012,16.56
-30.160091,27.40124,01-03-2012,13.809999
-30.336111,27.359444,01-03-2012,13.349999
-29.615556,27.065278,01-03-2012,13.75
-30.830556,26.921389,02-03-2012,12.969999
-23.658056,31.05,02-03-2012,19.32
-27.902778,24.615556,02-03-2012,16.789999
-29.658056,25.973333,02-03-2012,14.219999
-29.028629,24.638389,02-03-2012,15.82
-31.000833,26.353056,02-03-2012,12.28
-30.679722,26.7125,02-03-2012,13.469999
-28.760833,17.730278,04-03-2012,21.74
-25.99136,27.84208,05-03-2012,14.75
-24.058889,31.237222,05-03-2012,19.289999
-29.987778,29.851667,05-03-2012,14.2
-29.744167,29.905833,05-03-2012,14.79
-26.861111,28.884722,05-03-2012,12.91
-26.45,28.085833,05-03-2012,13.79
-28.768056,20.720556,05-03-2012,18.619999
-30.733889,29.828333,06-03-2012,16.35
-29.380556,30.2775,06-03-2012,14.0
-27.398611,26.614722,06-03-2012,15.679999
-27.671111,27.236944,06-03-2012,15.0
-29.042222,24.6,06-03-2012,15.88
-30.336111,27.359444,06-03-2012,13.349999
-27.4,26.624722,06-03-2012,15.679999
-29.161667,23.696389,07-03-2012,16.65
-24.925278,29.324444,18-10-2011,18.31
-28.7115,24.07288889,07-03-2012,16.43
-25.81048333,27.90955222,07-03-2012,15.74
-27.937778,31.209444,07-03-2012,17.16
-28.404444,30.013056,07-03-2012,15.19
-30.398056,30.601944,07-03-2012,20.0
-24.925278,29.324444,07-06-2012,16.9
-24.925278,29.324444,09-08-2012,17.91
-24.925278,29.324444,05-10-2012,17.91
-30.27402,30.69602,07-03-2012,19.869999
-27.02314,28.59389,07-03-2012,13.17
-27.273889,28.49,07-03-2012,13.09
-24.925278,29.324444,02-07-2013,17.9
-24.925278,29.324444,22-08-2013,19.449999
-24.925278,29.324444,16-09-2013,19.449999
-27.4275,28.525833,07-03-2012,12.91
-24.925278,29.324444,20-01-2014,18.05
-27.3,28.586944,07-03-2012,12.98
-29.1825,23.575556,07-03-2012,16.77
-24.925278,29.324444,10-06-2014,18.05
-24.925278,29.324444,18-07-2014,18.17
-34.329722,18.990278,07-03-2012,15.71
-24.925278,29.324444,05-09-2014,18.17
-28.058889,30.373611,07-03-2012,14.2
-27.5275,30.858056,08-03-2012,15.25
-27.38972222,26.46388889,08-03-2012,15.66
-27.398611,26.614722,08-03-2012,15.679999
-30.679722,26.7125,08-03-2012,13.469999
-29.803611,30.516111,09-03-2012,16.67
-27.01011111,26.69808333,12-03-2012,15.53
-32.595833,19.009444,12-03-2012,16.38
-25.127778,27.628889,13-03-2012,17.26
-25.20639,27.558,13-03-2012,17.21
-24.69514,27.40906,13-03-2012,18.289999
-28.747778,31.745833,13-03-2012,19.93
-27.169444,29.233889,13-03-2012,12.58
-27.00222,28.76528,13-03-2012,13.04
-26.648056,27.089444,13-03-2012,14.83
-26.970278,27.211111,13-03-2012,15.059999
-26.880278,26.965,13-03-2012,15.36
-26.98472222,26.63227778,13-03-2012,15.62
-31.104278,29.399722,13-03-2012,17.06
-31.396,29.2651,13-03-2012,18.4
-33.501667,21.624167,13-03-2012,13.059999
-29.161667,23.696389,14-03-2012,16.65
-28.801278,31.955389,14-03-2012,19.82
-28.141944,26.417778,14-03-2012,15.179999
-28.1175,26.719444,14-03-2012,15.5
-29.033333,23.983333,14-03-2012,16.17
-29.161667,30.629722,15-03-2012,14.86
-27.398611,26.614722,15-03-2012,15.679999
-27.671111,27.236944,15-03-2012,15.0
-27.902778,24.615556,15-03-2012,16.789999
-27.573056,24.746389,16-03-2012,16.56
-31.031389,28.883333,16-03-2012,15.08
-30.86013889,29.07125,16-03-2012,15.589999
-30.77586667,29.03221667,16-03-2012,15.309999
-28.760833,17.730278,17-03-2012,21.74
-28.96362,19.15486,17-03-2012,19.34
-27.01011111,26.69808333,19-03-2012,15.53
-26.861111,28.884722,19-03-2012,12.91
-24.679167,30.8025,20-03-2012,14.559999
-26.970278,27.211111,20-03-2012,15.059999
-33.38056,19.30167,20-03-2012,14.16
-33.31388889,19.07472222,20-03-2012,16.74
-28.068333,31.55,20-03-2012,19.73
-29.161667,23.696389,21-03-2012,16.65
-24.183889,30.823889,21-03-2012,18.609999
-28.44555556,32.325,21-03-2012,20.039999
-27.602222,29.942778,21-03-2012,14.46
-33.13083,18.86278,21-03-2012,17.529999
-30.398056,30.601944,23-03-2012,20.0
-30.27402,30.69602,23-03-2012,19.869999
-29.641944,30.6875,26-03-2012,18.33
-25.99136,27.84208,26-03-2012,14.75
-29.987778,29.851667,26-03-2012,14.2
-29.758889,30.935278,26-03-2012,19.49
-26.98472222,26.63227778,26-03-2012,15.62
-33.818056,19.694722,26-03-2012,15.95
-25.127778,27.628889,27-03-2012,17.26
-25.20639,27.558,27-03-2012,17.21
-24.69514,27.40906,27-03-2012,18.289999
-27.363611,31.783333,27-03-2012,18.9
-26.648056,27.089444,27-03-2012,14.83
-26.880278,26.965,27-03-2012,15.36
-27.573056,24.746389,27-03-2012,16.56
-28.768056,20.720556,27-03-2012,18.619999
-34.031944,22.053333,27-03-2012,15.9
-34.039722,22.133333,27-03-2012,16.22
-34.075556,20.145556,27-03-2012,16.57
-25.45963889,28.26430556,27-03-2012,15.849999
-25.81048333,27.90955222,28-03-2012,15.74
-29.380556,30.2775,28-03-2012,14.0
-30.398056,30.601944,28-03-2012,20.0
-30.27402,30.69602,28-03-2012,19.869999
-26.73806,27.59194,28-03-2012,14.559999
-26.45,28.085833,28-03-2012,13.79
-30.679722,26.7125,28-03-2012,13.469999
-28.69485,28.23487,28-03-2012,12.88
-29.615556,27.065278,28-03-2012,13.75
-28.883333,27.89,28-03-2012,13.44
-34.02861,22.22222,28-03-2012,15.96
-25.447222,30.711667,28-03-2012,16.0
-27.273889,28.49,29-03-2012,13.09
-27.3,28.586944,29-03-2012,12.98
-28.376944,24.303056,29-03-2012,16.77
-30.160091,27.40124,29-03-2012,13.809999
-30.336111,27.359444,29-03-2012,13.349999
-27.4275,28.525833,30-03-2012,12.91
-27.902778,24.615556,30-03-2012,16.789999
-31.000833,26.353056,30-03-2012,12.28
-30.679722,26.7125,30-03-2012,13.469999
