Unnamed: 0,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,qa,red,blue,drad,emis,emsd,lwir,trad,urad,atran,cdist,green,nir08,lwir.1,swir16,swir22,cloud_qa,qa_pixel,qa_radsat,atmos_opacity,NVDI,SAVI,BSI,NDBI,TCWI
1209,-27.573056,24.746389,30-09-2011,187.145,806.0,10.0,199.0,10752.0,9394.0,494.0,9673.0,68.0,47166.0,10046.0,915.0,8702.0,1335.5,10368.0,15644.5,47166.0,16002.0,13210.0,,5440.0,,310.0,0.18534654215520996,0.27801454710762585,0.03312255635468456,0.011296667877964389,-5086.05985
1210,-27.902778,24.615556,30-09-2011,189.839,966.0,10.0,200.0,11406.0,9777.0,496.0,9716.0,78.0,47028.0,10027.5,919.0,8699.0,1352.0,10720.0,16088.0,47028.0,16747.5,14049.5,,5440.0,,239.0,0.1702917000072743,0.25543290476277075,0.04236511565482196,0.020084969012197165,-5506.230700000002
1211,-29.803611,30.516111,30-09-2011,102.667,371.0,24.0,227.0,9781.5,8999.5,500.0,9801.0,112.0,43668.0,8799.5,951.5,8738.0,812.0,9879.5,16235.0,43668.0,13432.0,10823.0,,5440.0,,226.0,0.24805411950108586,0.37207402851981397,-0.04171482826948481,-0.094482084470961,-2442.1793500000003
1212,-26.861111,28.884722,03-10-2011,193.413,683.0,180.0,218.0,11505.5,9886.0,287.5,9570.5,,46252.5,9729.5,501.0,9260.0,702.0,10714.5,14311.5,46252.5,17717.0,14946.5,4.0,5440.0,,57.0,0.10868807374985474,0.16302895322939864,0.0940658929239985,0.10632717735766582,-7162.3691
1213,-29.160278,26.573333,03-10-2011,264.293,722.0,10.0,215.0,10933.0,9410.0,293.0,9677.0,88.0,44263.5,8948.5,508.0,9240.0,1044.0,10204.5,13672.5,44263.5,14797.0,12760.0,,5440.0,,8.0,0.1113368962223893,0.16700195074372104,0.0542381562099872,0.03949841057974324,-4665.585400000001
1214,-26.03611,30.99778,04-10-2011,65.095,181.1,10.0,170.0,9688.0,8894.0,523.0,9692.0,74.0,44192.5,9153.0,996.0,8662.0,2030.0,9597.0,12161.5,44192.5,11063.5,9803.5,,5440.0,,9.0,0.11320625185931028,0.16980549199084669,-0.007271509555816012,-0.04727664155005382,-1781.943650000001
1215,-27.398611,26.614722,04-10-2011,309.086,903.0,10.0,374.0,10149.0,9162.5,356.0,9797.0,62.0,44177.0,8967.0,635.0,9069.0,48.5,9886.0,14961.0,44177.0,13930.5,11696.0,8.0,5440.0,,8.0,0.191636798088411,0.2874494733278907,-0.0009128062568719789,-0.03566793001401796,-3482.4523
1216,-27.671111,27.236944,04-10-2011,244.712,594.0,10.0,-9999.0,,,355.0,-9999.0,-9999.0,,8836.5,632.0,9060.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1217,-30.160091,27.40124,04-10-2011,109.014,234.4,12.0,230.0,11411.5,9819.0,404.0,9714.0,124.0,45676.0,9506.5,741.0,8926.0,430.5,10561.5,14642.0,45676.0,15476.5,13234.5,4.0,5440.0,,17.0,0.12399485673709866,0.18598871574422354,0.04726479580907126,0.027707223135282302,-4745.8739
1218,-30.336111,27.359444,04-10-2011,60.187,151.6,10.0,168.0,10171.0,9083.0,388.0,9744.5,20.5,43144.5,8483.0,707.0,8976.0,1945.5,9780.0,10021.5,43144.5,9348.0,8675.5,21.0,5504.0,,8.0,-0.007403739012009409,-0.01110533353142178,0.010731808355017023,-0.03477116084565941,-552.6324000000004
1219,-28.69485,28.23487,04-10-2011,212.622,449.0,10.0,420.0,9908.5,9386.0,750.0,9840.0,,45177.0,9041.0,1472.0,7879.0,38.5,9864.0,15625.5,45177.0,13551.5,11383.0,,5440.0,,94.0,0.22389754836688336,0.3358397462256946,-0.03200849984011223,-0.07108338759982177,-2893.152049999999
1220,-28.883333,27.89,04-10-2011,119.897,257.9,10.0,253.0,10266.0,9295.5,716.0,9605.0,,46229.5,9339.0,1399.0,7990.0,224.5,9998.0,14857.0,46229.5,13831.5,11669.5,,5440.0,,25.0,0.1827409146996776,0.27410591677115054,-0.0011398963730569949,-0.035746030639454834,-3354.7404499999993
1221,-31.5653,18.3306,04-10-2011,65.485,859.0,10.0,218.0,11070.0,9121.0,380.0,9721.0,74.0,45110.0,9302.0,689.0,9007.0,380.0,10287.0,14680.0,45110.0,17084.0,14538.0,,5440.0,,8.0,0.14019417475728155,0.21028717888973028,0.0837840438841305,0.07568316332955548,-6742.9918
1222,-25.45963889,28.26430556,04-10-2011,205.252,632.0,82.0,240.0,11431.5,10126.0,835.0,9636.0,176.0,46208.0,9339.0,1653.0,7687.0,997.5,10781.0,15919.0,46208.0,15515.0,12765.0,,5440.0,,132.5,0.1640737829290141,0.2461061752769551,0.017012162327920514,-0.012852325507412356,-4027.8943500000005
1223,-28.338333,31.373611,04-10-2011,143.219,318.3,10.0,-9999.0,11499.5,10007.0,1007.0,-9999.0,-9999.0,,8836.5,2112.0,7333.0,235.5,10847.0,12829.5,,13727.0,12435.0,,5440.0,,237.0,0.05466726951374903,0.08199921905505661,0.04972640076566173,0.03379586918456875,-3640.1551
1224,-28.068333,31.55,04-10-2011,60.252,179.7,10.0,-9999.0,,,-4421.5,-9999.0,-9999.0,,-572.0,-3756.5,-1557.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1225,-27.4,26.624722,04-10-2011,309.888,905.0,16.0,352.5,10879.5,9415.0,357.0,9747.5,58.5,44310.0,8985.0,637.0,9067.0,73.0,10377.0,14893.0,44310.0,14894.5,12333.5,8.0,5440.0,,8.0,0.1557280046561257,0.23358747526481202,0.029271993929954873,5.035669324381032e-05,-4107.48475
1226,-29.161667,23.696389,05-10-2011,87.62,228.7,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1227,-25.81048333,27.90955222,05-10-2011,128.783,552.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1228,-29.641944,30.6875,05-10-2011,82.807,379.0,10.0,-9999.0,9164.0,8840.5,784.0,-9999.0,-9999.0,,8520.0,1589.0,7992.5,753.0,9524.5,14985.5,,12416.5,9765.0,,5440.0,,290.0,0.24106089152984533,0.361583850931677,-0.04945327210861881,-0.09375228085541201,-1959.6021000000028
1229,-31.860278,18.6875,05-10-2011,23.54,230.7,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1230,-27.00222,28.76528,05-10-2011,196.638,454.0,13.0,-9999.0,65535.0,65535.0,695.0,-9999.0,-9999.0,,4297.5,1344.0,8057.0,,65535.0,29621.5,,46444.0,24017.5,34.0,5896.0,7.0,225.0,-0.3774151003872568,-0.5661196759040322,0.08121495349662419,0.22115808086451808,10435.806499999997
1231,-27.02314,28.59389,05-10-2011,225.219,525.0,74.0,359.0,10689.0,9862.5,689.0,9732.0,,44469.0,8799.5,1331.0,8074.0,58.0,10517.0,12427.5,44469.0,12450.0,10828.5,8.0,5440.0,,189.5,0.0752060216728311,0.11280659255093653,0.018688502938651524,0.0009044317154054868,-2488.902350000001
1232,-27.273889,28.49,05-10-2011,60.75,139.8,10.0,273.0,9895.0,9355.0,682.5,9772.5,24.5,44118.5,8688.0,1316.5,8091.5,198.0,9912.5,11880.0,44118.5,10035.5,8860.0,2.0,5440.0,,71.0,0.09115958668197474,0.13673624027002823,-0.03168915718259222,-0.08416417603978919,-516.218100000001
1233,-27.4275,28.525833,05-10-2011,47.919,117.1,17.0,-9999.0,11527.5,9767.0,683.0,-9999.0,-9999.0,,9320.5,1317.5,8089.5,1685.5,10658.5,15679.0,,17066.5,14806.5,8.0,5440.0,,69.0,0.15259221142006507,0.22888411070680337,0.05825314581791266,0.04237223435281184,-6191.482100000002
1234,-27.3,28.586944,05-10-2011,153.155,356.0,11.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1235,-30.830556,26.921389,06-10-2011,169.962,357.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1236,-30.679722,26.7125,06-10-2011,103.025,216.5,10.0,337.5,12395.5,9128.0,204.0,9634.0,99.0,40989.0,7795.0,334.0,9472.0,112.5,10649.5,13635.5,40989.0,7773.0,7527.0,8.0,5440.0,,8.0,0.04763551150551266,0.07145189481973763,-0.0604444237398677,-0.27383982997407574,3231.841249999999
1237,-30.160091,27.40124,06-10-2011,117.527,239.9,10.0,230.0,11411.5,9819.0,404.0,9714.0,124.0,45676.0,9506.5,741.0,8926.0,430.5,10561.5,14642.0,45676.0,15476.5,13234.5,4.0,5440.0,,17.0,0.12399485673709866,0.18598871574422354,0.04726479580907126,0.027707223135282302,-4745.8739
1238,-30.336111,27.359444,06-10-2011,80.149,181.6,10.0,168.0,10171.0,9083.0,388.0,9744.5,20.5,43144.5,8483.0,707.0,8976.0,1945.5,9780.0,10021.5,43144.5,9348.0,8675.5,21.0,5504.0,,8.0,-0.007403739012009409,-0.01110533353142178,0.010731808355017023,-0.03477116084565941,-552.6324000000004
1239,-31.000833,26.353056,07-10-2011,259.233,639.0,174.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1240,-28.460833,21.248889,07-10-2011,128.302,462.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1241,-28.760833,17.730278,08-10-2011,186.095,611.0,13.0,-9999.0,,,675.0,-9999.0,-9999.0,,9004.0,1307.0,8314.5,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1242,-27.602222,29.942778,08-10-2011,75.03,227.2,10.0,194.5,10166.0,9191.5,414.0,9635.0,36.0,46305.0,9729.5,760.5,8934.5,1356.0,9848.0,13069.5,46305.0,14665.5,13009.0,8.0,5440.0,,82.0,0.12495965225624583,0.18743544499913925,0.054584063279715454,0.05754461871281774,-5246.1169500000005
1243,-27.169444,29.233889,10-10-2011,176.294,452.0,10.0,167.0,12040.0,10112.5,287.0,9814.0,,46008.5,9822.0,500.0,9263.0,2005.5,11216.0,16469.0,46008.5,20251.0,16218.5,8.0,5440.0,,20.0,0.15535444947209653,0.2330275872954629,0.09698076351437428,0.10299564270152506,-8502.015000000001
1244,-27.01011111,26.69808333,11-10-2011,179.343,801.0,10.0,342.0,9295.0,8924.0,353.0,9723.0,67.0,43090.5,8464.5,630.0,9075.0,100.5,9467.5,12009.5,43090.5,10694.0,9265.5,2.0,5440.0,,30.0,0.12741439601962026,0.19111710865993897,-0.023080212596982102,-0.05794260796793446,-1475.5219499999994
1245,-24.183889,30.823889,11-10-2011,179.08,493.0,10.0,154.0,11600.0,9405.5,622.0,9649.5,48.5,45660.0,9413.0,1212.0,8405.0,3158.0,10526.0,15005.5,45660.0,13157.0,11329.5,8.0,5440.0,,8.0,0.1279998496551465,0.1919961662782831,0.007037097299056297,-0.06563692853972482,-2110.3512500000006
1246,-25.127778,27.628889,11-10-2011,219.4,688.0,163.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1247,-25.20639,27.558,11-10-2011,174.986,760.0,10.0,-9999.0,,,808.0,-9999.0,-9999.0,,9357.5,1607.5,7897.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1248,-24.69514,27.40906,11-10-2011,201.557,833.0,85.0,215.5,10103.0,8966.0,857.0,9581.0,117.5,46329.0,9525.0,1722.0,7775.0,1189.5,9934.5,14325.0,46329.0,12063.0,10486.5,,5440.0,,9.0,0.1728344522678893,0.2592463720654154,-0.024748663572167102,-0.08572078217371533,-1853.8505999999998
1249,-25.73411,27.21422,11-10-2011,8.083,27.35,10.0,210.5,11706.5,9365.0,633.0,9678.5,26.0,46814.5,9859.5,1223.0,8335.0,319.5,10491.0,14612.0,46814.5,17072.0,14432.0,,5440.0,,9.0,0.11039762904420845,0.16559329761769065,0.09101420704950194,0.07764171190506249,-6423.213050000002
1250,-27.363611,31.783333,11-10-2011,144.495,421.0,10.0,226.0,9799.5,9441.0,1262.5,9785.0,,43633.0,8632.0,2762.5,6534.0,1511.5,9917.0,15356.5,43633.0,13024.5,10083.0,,5440.0,,299.0,0.22090157417713469,0.33134577544570987,-0.04144136576966286,-0.08216764736971918,-2034.0817499999994
1251,-26.648056,27.089444,11-10-2011,264.186,680.0,10.0,217.0,10967.0,9479.5,565.0,9803.0,74.0,46382.5,9822.5,1072.0,8541.0,406.0,10463.5,16928.0,46382.5,17294.0,13421.5,,5440.0,,9.0,0.21369421043197706,0.3205355702532666,0.03390435076872422,0.01069487464204313,-5562.364950000002
1252,-26.970278,27.211111,11-10-2011,163.156,744.0,155.0,196.0,8704.0,8330.0,375.0,9876.0,128.0,42268.0,8260.0,675.0,9004.5,1655.5,8750.0,8592.0,42268.0,7928.0,7732.5,40.0,5504.0,,8.0,-0.0064754856614246065,-0.009712947706183332,-0.008642784764856649,-0.04019370460048426,-397.74874999999975
1253,-26.880278,26.965,11-10-2011,283.598,775.0,185.0,231.0,11164.5,9355.5,375.0,9757.0,118.0,44460.0,9041.0,675.0,9008.0,669.0,10475.0,14865.5,44460.0,16701.5,13205.0,,5440.0,,32.0,0.1421820975797157,0.21326904976854072,0.06997907347322749,0.058162004625083155,-5696.3023
1254,-26.98472222,26.63227778,11-10-2011,256.932,1039.0,84.0,243.5,11408.0,9598.0,364.0,9703.0,77.0,45008.5,9245.5,651.0,9049.0,253.0,10752.0,15339.0,45008.5,16297.0,13679.5,,5440.0,,8.0,0.1469697536172281,0.22045050939340124,0.05258158884540861,0.030281957263876596,-5292.187849999999
1255,-27.573056,24.746389,11-10-2011,241.694,1030.0,10.0,199.0,10752.0,9394.0,494.0,9673.0,68.0,47166.0,10046.0,915.0,8702.0,1335.5,10368.0,15644.5,47166.0,16002.0,13210.0,,5440.0,,310.0,0.18534654215520996,0.27801454710762585,0.03312255635468456,0.011296667877964389,-5086.05985
1256,-29.028629,24.638389,11-10-2011,101.501,241.9,10.0,444.0,11878.0,9878.0,493.0,9669.0,61.0,46709.0,9841.0,912.0,8697.0,30.0,10977.0,16697.5,46709.0,16408.0,14228.0,,5440.0,,531.0,0.16865846616857097,0.2529832726763718,0.03117851316496997,-0.008744770506411322,-4917.40525
1257,-30.160091,27.40124,11-10-2011,134.023,263.4,10.0,230.0,11411.5,9819.0,404.0,9714.0,124.0,45676.0,9506.5,741.0,8926.0,430.5,10561.5,14642.0,45676.0,15476.5,13234.5,4.0,5440.0,,17.0,0.12399485673709866,0.18598871574422354,0.04726479580907126,0.027707223135282302,-4745.8739
1258,-33.31388889,19.07472222,11-10-2011,20.278,230.8,10.0,213.0,9250.0,8464.0,670.0,9712.0,55.0,45139.0,9264.0,1323.0,8287.0,889.5,9109.5,12614.0,45139.0,12112.5,10435.0,4.0,5440.0,,9.0,0.15386022685693376,0.23078506254430697,0.006703502550629705,-0.020281883808869028,-2967.203200000001
1259,-29.161667,23.696389,12-10-2011,87.443,226.6,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1260,-24.058889,31.237222,12-10-2011,175.881,552.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1261,-26.905,32.324722,12-10-2011,123.733,461.0,12.0,257.0,9394.5,9240.5,1367.0,9835.5,,43823.5,8613.5,3048.0,6133.0,607.0,9702.0,16368.5,43823.5,11909.0,9350.0,,5440.0,,383.0,0.2706982882428289,0.4060395520794923,-0.09177724487077005,-0.15770488904606136,-766.8938500000013
1262,-26.73806,27.59194,12-10-2011,162.752,716.0,10.0,212.0,9917.5,9404.5,657.5,9876.0,33.0,43675.5,8650.5,1260.5,8165.0,340.0,9894.0,10755.5,43675.5,8761.0,8443.0,8.0,5472.0,,101.0,0.040535964784985244,0.06080247660047887,-0.038145139487879294,-0.10219557810058157,209.05284999999913
1263,-31.000833,26.353056,12-10-2011,292.397,669.0,174.0,179.0,10052.0,8991.0,234.0,9722.0,56.0,44405.0,9190.0,393.0,9399.0,1786.0,9516.0,12312.0,44405.0,12510.0,11251.0,8.0,5440.0,,8.0,0.10105526739402611,0.1515795121733104,0.028701698392796078,0.007976794778825236,-3301.8809999999985
1264,-30.679722,26.7125,12-10-2011,124.714,245.1,12.0,166.5,10192.0,9084.0,251.0,9850.5,99.0,43285.5,8688.0,429.0,9360.0,4315.0,10027.0,9976.0,43285.5,9029.0,8471.0,40.0,5504.0,,8.0,-0.010710035700119,-0.01606465527927213,0.004205741751782868,-0.049828992370428836,-192.0919000000008
1265,-33.7075,18.97444444,12-10-2011,5.0,79.2,30.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1266,-24.679167,30.8025,13-10-2011,89.301,197.8,10.0,162.0,10907.0,9062.0,408.0,9709.0,,46111.5,9729.5,749.0,8953.0,2149.5,9945.0,13178.5,46111.5,16120.0,14299.5,,5440.0,,72.5,0.09430985447675988,0.1414618450552188,0.09715329578322424,0.10039763127805178,-6589.6462999999985
1267,-34.250556,20.9925,13-10-2011,35.281,744.0,10.0,196.0,8514.0,8042.0,441.0,9775.0,22.0,43056.0,8613.5,831.0,8940.0,1264.5,8574.0,12674.0,43056.0,11305.0,9616.0,,5440.0,,9.0,0.19633754955635266,0.29449937466078296,-0.022129024299987664,-0.05709162183577297,-2409.728500000001
1268,-34.031944,22.053333,13-10-2011,25.688,502.0,10.0,250.0,8219.0,8195.0,387.0,9652.0,81.0,40951.0,7702.0,718.0,9029.0,253.0,8331.0,10478.0,40951.0,9390.0,8647.0,8.0,5440.0,,9.0,0.12082152216933198,0.18122743682310472,-0.02932583650294912,-0.05476142540769076,-1474.9071999999996
1269,-34.039722,22.133333,13-10-2011,29.333,435.0,34.0,222.0,9760.0,8723.0,386.0,9827.0,80.0,41636.0,8055.5,717.0,9030.0,491.5,9659.5,16915.5,41636.0,14509.0,11954.0,,5440.0,,10.0,0.2682423947067534,0.4023560503823662,-0.027440765416019638,-0.07658037518496714,-3584.7004000000015
1270,-34.02861,22.22222,14-10-2011,56.243,848.0,10.0,223.5,8722.5,8166.5,386.0,9813.5,105.5,41886.5,8129.5,717.0,9030.0,328.5,9010.5,15419.5,41886.5,12040.0,9813.0,,5440.0,,11.0,0.2774003810786182,0.4160919540229885,-0.06366618938633775,-0.12307216081866021,-1913.8645000000024
1271,-27.01011111,26.69808333,17-10-2011,182.69,833.0,95.0,217.0,9353.0,8768.0,558.0,9723.0,67.0,44712.5,9097.0,1058.0,8565.0,434.5,9332.0,12781.0,44712.5,11244.0,9675.0,8.0,5440.0,,8.0,0.15487485316707328,0.23230703200885494,-0.02258814596877521,-0.06397502601456816,-1822.0623000000005
1272,-25.99136,27.84208,17-10-2011,141.351,508.0,139.0,216.0,10481.5,9684.0,709.0,9676.0,39.0,45343.5,9116.0,1379.0,8027.0,562.0,10431.0,15790.0,45343.5,15334.5,12500.5,,5440.0,,211.0,0.20206307215042918,0.30308883982947626,0.006667966465197894,-0.014634773249369468,-4270.523450000001
1273,-26.861111,28.884722,17-10-2011,164.222,588.0,155.0,618.5,13230.0,12173.5,702.5,9570.5,,40249.0,7274.0,1361.5,8032.5,,12592.5,15755.0,40249.0,15599.5,13160.0,8.0,5896.0,,253.0,0.08711402449542867,0.13066878266719567,0.015874414179498926,-0.004959415713852876,-3066.7545500000015
1274,-26.73806,27.59194,17-10-2011,133.945,708.0,10.0,212.0,9917.5,9404.5,657.5,9876.0,33.0,43675.5,8650.5,1260.5,8165.0,340.0,9894.0,10755.5,43675.5,8761.0,8443.0,8.0,5472.0,,101.0,0.040535964784985244,0.06080247660047887,-0.038145139487879294,-0.10219557810058157,209.05284999999913
1275,-26.98472222,26.63227778,17-10-2011,204.674,1195.0,84.0,224.5,11565.5,9665.0,588.0,9703.0,77.0,46766.5,9897.0,1122.0,8493.0,286.5,10622.5,15126.0,46766.5,16341.0,13707.0,,5440.0,,8.0,0.13339452634733903,0.20008804136070735,0.059120451634328004,0.038611879111450094,-5372.3284
1276,-29.042222,24.6,17-10-2011,176.893,851.0,10.0,572.0,9873.0,9268.0,492.0,9794.0,105.0,44199.0,8892.5,909.0,8700.0,4.0,9980.0,11201.5,44199.0,9593.0,8726.5,2.0,5504.0,,533.0,0.06303826899807824,0.09455516014234877,-0.02512801893052547,-0.07735218447185555,-378.64370000000145
1277,-29.380556,30.2775,18-10-2011,32.907,87.3,10.0,-9999.0,,,-4789.0,-9999.0,-9999.0,,-683.5,-4609.0,-537.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1278,-27.00222,28.76528,18-10-2011,179.857,470.0,10.0,-9999.0,65535.0,65535.0,695.0,-9999.0,-9999.0,,4297.5,1344.0,8057.0,,65535.0,29621.5,,46444.0,24017.5,34.0,5896.0,7.0,225.0,-0.3774151003872568,-0.5661196759040322,0.08121495349662419,0.22115808086451808,10435.806499999997
1279,-26.648056,27.089444,18-10-2011,275.163,674.0,10.0,217.0,10967.0,9479.5,565.0,9803.0,74.0,46382.5,9822.5,1072.0,8541.0,406.0,10463.5,16928.0,46382.5,17294.0,13421.5,,5440.0,,9.0,0.21369421043197706,0.3205355702532666,0.03390435076872422,0.01069487464204313,-5562.364950000002
1280,-26.970278,27.211111,18-10-2011,166.141,732.0,155.0,-4922.0,4358.5,4253.0,-4718.0,-158.5,-4962.0,21519.5,-739.5,-4465.0,-729.0,-3743.5,4441.5,4324.5,21519.5,4151.0,4042.5,1.0,2720.5,,-4995.5,-0.003915697339629161,-0.005873207807911557,-0.00397963363960906,-0.0204707686862132,-374.05350000000044
1281,-26.880278,26.965,18-10-2011,292.581,798.0,185.0,-9999.0,,,573.0,-9999.0,-9999.0,,10194.5,1089.0,8523.0,-9999.0,,,,,,,1.0,,-9999.0,,,,,
1282,-28.141944,26.417778,18-10-2011,287.672,702.0,22.0,176.5,10463.5,9107.0,502.0,9707.0,48.5,46512.5,9803.5,938.0,8699.0,1855.5,10152.5,15626.5,46512.5,14894.0,12275.0,,5440.0,,9.0,0.19789191261019548,0.29683218029550984,0.012457327663652153,-0.024000262118903687,-4057.9607499999984
1283,-31.436944,20.474722,18-10-2011,92.332,218.6,10.0,156.0,12100.5,10109.5,409.0,9629.0,41.5,47083.5,10046.0,743.5,8931.0,5670.5,11275.5,14799.5,47083.5,14733.5,13546.5,8.0,5440.0,,17.0,0.10033457249070632,0.15049906135573687,0.037203099936223255,-0.002234788203027122,-3894.695899999999
1284,-33.501667,21.624167,18-10-2011,92.931,427.0,10.0,224.0,9954.5,9011.5,409.0,9626.0,65.0,42327.0,8166.5,765.0,8954.0,666.5,9929.5,11846.0,42327.0,11875.0,9983.5,,5440.0,,17.0,0.08676406504437971,0.13014311270125223,0.022770398481973434,0.0012225454238860081,-2378.192600000002
1285,-33.818056,19.694722,18-10-2011,27.628,391.0,21.0,230.0,10097.0,9308.5,959.0,9583.0,73.0,44808.5,8687.5,2001.5,7174.5,765.5,9830.5,14108.5,44808.5,13809.5,11381.5,,5440.0,,24.0,0.16572679762863812,0.24858506155498636,0.010343698162646466,-0.010709936241851136,-3549.36395
1286,-25.45963889,28.26430556,18-10-2011,195.842,772.0,82.0,240.0,11431.5,10126.0,835.0,9636.0,176.0,46208.0,9339.0,1653.0,7687.0,997.5,10781.0,15919.0,46208.0,15515.0,12765.0,,5440.0,,132.5,0.1640737829290141,0.2461061752769551,0.017012162327920514,-0.012852325507412356,-4027.8943500000005
1287,-28.7115,24.07288889,19-10-2011,173.269,890.0,10.0,202.0,11046.0,9489.0,357.0,9647.0,72.0,45458.5,9376.0,635.0,9056.0,1293.0,10665.5,12945.0,45458.5,13207.5,12222.5,8.0,5440.0,,8.0,0.0791546830061273,0.11872955004897567,0.038971887550200805,0.010037281330656725,-3397.16115
1288,-25.81048333,27.90955222,19-10-2011,157.534,661.0,10.0,286.0,9941.0,8883.0,732.0,9600.0,106.0,46964.0,9803.5,1441.0,8078.0,181.5,9579.5,12491.0,46964.0,14645.5,12815.0,,5440.0,,9.0,0.11367689015691869,0.17051153460381144,0.06989697675177599,0.0793949109133455,-5513.9902
1289,-26.006389,29.253889,19-10-2011,117.304,650.0,10.0,221.0,9927.5,9425.5,746.5,9531.0,71.0,46369.0,9338.5,1461.0,7902.0,547.5,9883.0,12122.0,46369.0,12380.0,11422.0,8.0,5440.0,,235.0,0.0995260663507109,0.1492857142857143,0.01732983696271805,0.010529752673251163,-3254.8632
1290,-29.1825,23.575556,19-10-2011,100.482,241.1,10.0,189.0,9807.0,8890.0,340.0,9730.0,84.0,43597.5,8632.0,602.0,9097.5,1578.0,9995.0,12084.0,43597.5,10878.0,9436.0,2.0,5440.0,,22.0,0.10401534877346855,0.15601945960761027,-0.006937276458868432,-0.05252155735563104,-1391.7956000000004
1291,-34.075556,20.145556,19-10-2011,29.372,594.0,10.0,197.0,10753.0,9184.0,402.0,9603.0,59.0,46547.5,9897.0,747.0,9041.5,1370.5,10133.0,15987.0,46547.5,16331.0,13245.0,,5440.0,,10.0,0.19573672400897532,0.2935995961182476,0.036608936943833124,0.010644223033603564,-5297.2441
1292,-27.5275,30.858056,20-10-2011,46.75,109.6,10.0,161.0,10565.0,9728.0,792.5,9714.0,63.0,45024.0,9153.0,1595.0,7932.5,2247.5,10204.0,12766.5,45024.0,15109.0,13965.0,,5440.0,,300.0,0.09435741379679832,0.141533087605006,0.06600786821262858,0.08403436709655432,-5818.53275
1293,-28.404444,30.013056,20-10-2011,84.754,356.0,10.0,155.0,10037.0,8707.0,480.0,9861.0,23.0,46946.5,10269.0,905.0,8851.5,2358.5,9555.0,13384.0,46946.5,16222.0,13027.0,,5440.0,,9.0,0.14290593911446992,0.21435433255769273,0.0862047569803516,0.09585894751063974,-6428.3016
1294,-27.38972222,26.46388889,20-10-2011,192.221,804.5,102.0,-4904.0,4952.5,4566.5,-4719.0,-199.5,-4959.0,22127.5,-553.5,-4468.0,-718.0,-4231.0,4944.0,4776.0,22127.5,4456.5,4046.0,1.0,2720.5,,-4995.5,-0.01814257079714242,-0.027212457600986742,0.003546382956030184,-0.03460601137286759,-97.72414999999978
1295,-29.028629,24.638389,20-10-2011,108.63,274.8,10.0,444.0,11878.0,9878.0,493.0,9669.0,61.0,46709.0,9841.0,912.0,8697.0,30.0,10977.0,16697.5,46709.0,16408.0,14228.0,,5440.0,,531.0,0.16865846616857097,0.2529832726763718,0.03117851316496997,-0.008744770506411322,-4917.40525
1296,-28.058889,30.373611,20-10-2011,126.47,420.0,104.0,168.5,10158.5,8842.5,476.0,9657.0,96.0,47465.5,10306.0,896.0,8860.0,2574.5,9771.0,13110.0,47465.5,13582.0,11875.5,,5440.0,,9.0,0.1268453058856394,0.19026387038549145,0.0391307202416125,0.017683200959088867,-4014.817250000002
1297,-25.57877778,29.12747222,20-10-2011,59.408,424.0,10.0,186.0,11181.0,9861.5,888.0,9392.5,,46751.5,9320.0,1781.0,7521.0,1759.5,10447.5,13540.5,46751.5,15437.5,12972.0,,5440.0,,50.0,0.09544323766761725,0.14316196100639106,0.06430363550944113,0.06546345503485403,-5065.4685
