Latitude,Longitude,Sample Date,atmos_opacity,green,emis,trad,atran,swir16,nir08,red,blue,drad,emsd,cdist,urad,lwir,swir22
-28.404444,30.013056,21-09-2011,254.5,10443.0,9863.0,8818.0,8600.5,16539.5,13458.5,11005.5,9910.5,544.5,23.0,343.5,1041.5,43684.0,13423.5
-28.141944,26.417778,21-09-2011,21.0,10294.0,9712.0,8706.0,9446.0,15232.0,15185.0,10787.5,9298.5,209.0,48.5,191.0,344.0,43564.0,12744.5
-29.033333,23.983333,21-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-33.818056,19.694722,21-09-2011,9.0,9350.0,9583.0,9022.5,9121.5,13257.5,13593.0,9533.0,8632.0,374.0,73.0,1060.0,685.0,44420.0,11297.0
-34.075556,20.145556,21-09-2011,10.0,10133.0,9603.0,9897.0,9041.5,16331.0,15987.0,10753.0,9184.0,402.0,59.0,1370.5,747.0,46547.5,13245.0
-29.161667,23.696389,22-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.38972222,26.46388889,22-09-2011,201.0,11411.0,9600.0,7925.0,9381.0,14058.5,13437.5,12360.5,10203.0,237.0,98.0,244.0,399.0,41861.5,12611.5
-27.398611,26.614722,22-09-2011,213.0,10260.5,9777.5,8260.0,9353.0,14767.0,15122.0,10829.0,9481.5,247.0,62.0,122.0,420.0,42363.5,12683.0
-33.897778,20.012778,22-09-2011,9.0,8850.0,9687.0,8706.0,9069.0,10597.0,12872.0,8866.0,8344.0,392.0,42.0,917.0,726.0,43490.0,8730.0
-29.641944,30.6875,23-09-2011,290.0,9524.5,-9999.0,8520.0,7992.5,12416.5,14985.5,9164.0,8840.5,784.0,-9999.0,753.0,1589.0,,9765.0
-28.760833,17.730278,24-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-29.641944,30.6875,24-09-2011,290.0,9524.5,-9999.0,8520.0,7992.5,12416.5,14985.5,9164.0,8840.5,784.0,-9999.0,753.0,1589.0,,9765.0
-25.513889,31.224444,26-09-2011,66.0,9455.5,9794.0,8446.0,7805.5,13099.5,12507.0,9646.0,9097.0,836.5,54.0,578.0,1717.5,42848.5,11145.0
-29.7775,29.470833,26-09-2011,40.0,9680.5,9845.5,9301.5,9167.0,15048.5,14355.5,9853.5,8759.0,321.0,,781.5,570.0,44800.5,12256.5
-29.987778,29.851667,26-09-2011,156.0,9447.0,9823.0,8595.0,9152.0,13706.5,16234.0,9277.0,8717.0,334.0,76.0,1320.0,600.0,43097.0,10992.5
-29.744167,29.905833,26-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.169444,29.233889,26-09-2011,20.0,11216.0,9814.0,9822.0,9263.0,20251.0,16469.0,12040.0,10112.5,287.0,,2005.5,500.0,46008.5,16218.5
-26.73806,27.59194,26-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.45,28.085833,26-09-2011,212.0,9853.0,9659.5,9599.0,8904.0,11092.5,10736.0,9799.0,9628.5,416.0,89.5,37.5,765.0,45979.5,11095.0
-31.396,29.2651,26-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-31.554722,29.245556,26-09-2011,75.0,9486.5,9805.5,9469.0,8485.5,13168.0,15748.0,9124.5,8532.5,587.0,29.0,2261.5,1136.0,45366.5,10412.5
-24.282222,28.090278,27-09-2011,28.0,10784.0,9714.0,9655.0,7995.0,17798.5,14800.0,11462.5,10120.0,727.0,103.0,1527.5,1420.0,46649.0,14012.5
-25.127778,27.628889,27-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.20639,27.558,27-09-2011,-9999.0,,-9999.0,9357.5,7897.0,,,,,808.0,-9999.0,-9999.0,1607.5,,
-23.281,30.54305556,27-09-2011,21.0,9953.5,9567.0,9767.0,8558.5,11417.5,11835.0,10463.5,9080.5,563.0,46.0,1554.0,1078.5,46671.0,10351.0
-28.747778,31.745833,27-09-2011,273.0,10007.0,9723.0,8818.0,6871.0,14557.0,16289.5,9911.5,9184.5,1163.0,53.0,1380.5,2500.5,44255.0,11315.5
-30.733889,29.828333,27-09-2011,24.0,9553.0,9725.0,9394.5,8738.5,14291.0,14076.5,9656.0,8737.0,498.0,50.0,4311.0,940.0,45338.5,11430.0
-27.273889,28.49,27-09-2011,71.0,9912.5,9772.5,8688.0,8091.5,10035.5,11880.0,9895.0,9355.0,682.5,24.5,198.0,1316.5,44118.5,8860.0
-27.3,28.586944,27-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.568333,29.422778,27-09-2011,31.0,9396.0,9753.0,9171.5,9137.0,13496.5,14181.0,9511.0,8732.5,335.0,45.0,74.0,598.0,44658.0,11488.5
-31.104278,29.399722,27-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-34.092222,21.295278,27-09-2011,54.0,9785.0,9829.5,8260.0,8997.0,14929.5,18972.0,9608.5,8713.5,402.0,99.0,333.0,749.0,42197.0,11626.0
-34.405833,19.600556,27-09-2011,37.0,9145.5,9626.0,8464.5,9074.0,13913.5,18317.0,8971.5,8456.0,391.0,89.0,109.0,722.0,43044.0,10727.5
-29.161667,23.696389,28-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-22.935,28.004167,28-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-23.763056,27.908611,28-09-2011,9.0,9882.0,9745.0,9822.0,7634.5,15882.5,13533.0,10940.5,9149.0,901.0,110.0,1970.5,1829.5,46947.5,13412.0
-24.768889,31.39,28-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.801278,31.955389,28-09-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.27402,30.69602,28-09-2011,203.0,9459.0,-9999.0,8744.0,8040.0,12822.5,14522.0,9481.0,8681.0,754.0,-9999.0,475.5,1522.0,,10614.0
-27.802778,28.768333,28-09-2011,115.0,10750.5,-9999.0,9060.0,9318.5,13883.5,12822.5,11630.0,9790.0,268.0,-9999.0,1944.0,461.0,,11627.0
-27.398611,26.614722,28-09-2011,213.0,10260.5,9777.5,8260.0,9353.0,14767.0,15122.0,10829.0,9481.5,247.0,62.0,122.0,420.0,42363.5,12683.0
-31.031389,28.883333,28-09-2011,-9999.0,,-9999.0,9004.0,8985.0,,,,,399.0,-9999.0,-9999.0,730.0,,
-30.86013889,29.07125,28-09-2011,16.0,10976.5,9835.5,9022.5,9031.0,11967.0,13161.5,12126.5,9757.0,385.0,31.5,4085.0,702.0,44202.5,10665.5
-30.77586667,29.03221667,28-09-2011,13.0,10480.0,9662.0,9543.5,9061.0,17099.0,14751.0,11159.0,9427.0,372.0,44.0,3394.0,675.0,45836.0,13795.0
-27.495556,26.074722,28-09-2011,9.0,11979.0,9688.0,8223.0,9471.0,19245.5,16273.0,13469.0,10680.0,203.0,81.0,760.5,333.0,42421.5,15279.5
-24.99328,30.81444,29-09-2011,-9999.0,,-9999.0,9190.0,9013.0,,,,,384.5,-9999.0,-9999.0,700.0,,
-30.13573889,30.67422222,29-09-2011,205.0,9605.0,-9999.0,8520.0,8013.0,10254.5,11956.0,9401.5,8875.5,768.0,-9999.0,867.0,1551.0,,8757.5
-27.573056,24.746389,30-09-2011,310.0,10368.0,9673.0,10046.0,8702.0,16002.0,15644.5,10752.0,9394.0,494.0,68.0,1335.5,915.0,47166.0,13210.0
-27.902778,24.615556,30-09-2011,239.0,10720.0,9716.0,10027.5,8699.0,16747.5,16088.0,11406.0,9777.0,496.0,78.0,1352.0,919.0,47028.0,14049.5
-29.803611,30.516111,30-09-2011,226.0,9879.5,9801.0,8799.5,8738.0,13432.0,16235.0,9781.5,8999.5,500.0,112.0,812.0,951.5,43668.0,10823.0
-26.861111,28.884722,03-10-2011,57.0,10714.5,9570.5,9729.5,9260.0,17717.0,14311.5,11505.5,9886.0,287.5,,702.0,501.0,46252.5,14946.5
-29.160278,26.573333,03-10-2011,8.0,10204.5,9677.0,8948.5,9240.0,14797.0,13672.5,10933.0,9410.0,293.0,88.0,1044.0,508.0,44263.5,12760.0
-26.03611,30.99778,04-10-2011,9.0,9597.0,9692.0,9153.0,8662.0,11063.5,12161.5,9688.0,8894.0,523.0,74.0,2030.0,996.0,44192.5,9803.5
-27.398611,26.614722,04-10-2011,8.0,9886.0,9797.0,8967.0,9069.0,13930.5,14961.0,10149.0,9162.5,356.0,62.0,48.5,635.0,44177.0,11696.0
-27.671111,27.236944,04-10-2011,-9999.0,,-9999.0,8836.5,9060.0,,,,,355.0,-9999.0,-9999.0,632.0,,
-30.160091,27.40124,04-10-2011,17.0,10561.5,9714.0,9506.5,8926.0,15476.5,14642.0,11411.5,9819.0,404.0,124.0,430.5,741.0,45676.0,13234.5
-30.336111,27.359444,04-10-2011,8.0,9780.0,9744.5,8483.0,8976.0,9348.0,10021.5,10171.0,9083.0,388.0,20.5,1945.5,707.0,43144.5,8675.5
-28.69485,28.23487,04-10-2011,94.0,9864.0,9840.0,9041.0,7879.0,13551.5,15625.5,9908.5,9386.0,750.0,,38.5,1472.0,45177.0,11383.0
-28.883333,27.89,04-10-2011,25.0,9998.0,9605.0,9339.0,7990.0,13831.5,14857.0,10266.0,9295.5,716.0,,224.5,1399.0,46229.5,11669.5
-31.5653,18.3306,04-10-2011,8.0,10287.0,9721.0,9302.0,9007.0,17084.0,14680.0,11070.0,9121.0,380.0,74.0,380.0,689.0,45110.0,14538.0
-25.45963889,28.26430556,04-10-2011,132.5,10781.0,9636.0,9339.0,7687.0,15515.0,15919.0,11431.5,10126.0,835.0,176.0,997.5,1653.0,46208.0,12765.0
-28.338333,31.373611,04-10-2011,237.0,10847.0,-9999.0,8836.5,7333.0,13727.0,12829.5,11499.5,10007.0,1007.0,-9999.0,235.5,2112.0,,12435.0
-28.068333,31.55,04-10-2011,-9999.0,,-9999.0,-572.0,-1557.0,,,,,-4421.5,-9999.0,-9999.0,-3756.5,,
-27.4,26.624722,04-10-2011,8.0,10377.0,9747.5,8985.0,9067.0,14894.5,14893.0,10879.5,9415.0,357.0,58.5,73.0,637.0,44310.0,12333.5
-29.161667,23.696389,05-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.81048333,27.90955222,05-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-29.641944,30.6875,05-10-2011,290.0,9524.5,-9999.0,8520.0,7992.5,12416.5,14985.5,9164.0,8840.5,784.0,-9999.0,753.0,1589.0,,9765.0
-31.860278,18.6875,05-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.00222,28.76528,05-10-2011,225.0,65535.0,-9999.0,4297.5,8057.0,46444.0,29621.5,65535.0,65535.0,695.0,-9999.0,,1344.0,,24017.5
-27.02314,28.59389,05-10-2011,189.5,10517.0,9732.0,8799.5,8074.0,12450.0,12427.5,10689.0,9862.5,689.0,,58.0,1331.0,44469.0,10828.5
-27.273889,28.49,05-10-2011,71.0,9912.5,9772.5,8688.0,8091.5,10035.5,11880.0,9895.0,9355.0,682.5,24.5,198.0,1316.5,44118.5,8860.0
-27.4275,28.525833,05-10-2011,69.0,10658.5,-9999.0,9320.5,8089.5,17066.5,15679.0,11527.5,9767.0,683.0,-9999.0,1685.5,1317.5,,14806.5
-27.3,28.586944,05-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.830556,26.921389,06-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.679722,26.7125,06-10-2011,8.0,10649.5,9634.0,7795.0,9472.0,7773.0,13635.5,12395.5,9128.0,204.0,99.0,112.5,334.0,40989.0,7527.0
-30.160091,27.40124,06-10-2011,17.0,10561.5,9714.0,9506.5,8926.0,15476.5,14642.0,11411.5,9819.0,404.0,124.0,430.5,741.0,45676.0,13234.5
-30.336111,27.359444,06-10-2011,8.0,9780.0,9744.5,8483.0,8976.0,9348.0,10021.5,10171.0,9083.0,388.0,20.5,1945.5,707.0,43144.5,8675.5
-31.000833,26.353056,07-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.460833,21.248889,07-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-28.760833,17.730278,08-10-2011,-9999.0,,-9999.0,9004.0,8314.5,,,,,675.0,-9999.0,-9999.0,1307.0,,
-27.602222,29.942778,08-10-2011,82.0,9848.0,9635.0,9729.5,8934.5,14665.5,13069.5,10166.0,9191.5,414.0,36.0,1356.0,760.5,46305.0,13009.0
-27.169444,29.233889,10-10-2011,20.0,11216.0,9814.0,9822.0,9263.0,20251.0,16469.0,12040.0,10112.5,287.0,,2005.5,500.0,46008.5,16218.5
-27.01011111,26.69808333,11-10-2011,30.0,9467.5,9723.0,8464.5,9075.0,10694.0,12009.5,9295.0,8924.0,353.0,67.0,100.5,630.0,43090.5,9265.5
-24.183889,30.823889,11-10-2011,8.0,10526.0,9649.5,9413.0,8405.0,13157.0,15005.5,11600.0,9405.5,622.0,48.5,3158.0,1212.0,45660.0,11329.5
-25.127778,27.628889,11-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.20639,27.558,11-10-2011,-9999.0,,-9999.0,9357.5,7897.0,,,,,808.0,-9999.0,-9999.0,1607.5,,
-24.69514,27.40906,11-10-2011,9.0,9934.5,9581.0,9525.0,7775.0,12063.0,14325.0,10103.0,8966.0,857.0,117.5,1189.5,1722.0,46329.0,10486.5
-25.73411,27.21422,11-10-2011,9.0,10491.0,9678.5,9859.5,8335.0,17072.0,14612.0,11706.5,9365.0,633.0,26.0,319.5,1223.0,46814.5,14432.0
-27.363611,31.783333,11-10-2011,299.0,9917.0,9785.0,8632.0,6534.0,13024.5,15356.5,9799.5,9441.0,1262.5,,1511.5,2762.5,43633.0,10083.0
-26.648056,27.089444,11-10-2011,9.0,10463.5,9803.0,9822.5,8541.0,17294.0,16928.0,10967.0,9479.5,565.0,74.0,406.0,1072.0,46382.5,13421.5
-26.970278,27.211111,11-10-2011,8.0,8750.0,9876.0,8260.0,9004.5,7928.0,8592.0,8704.0,8330.0,375.0,128.0,1655.5,675.0,42268.0,7732.5
-26.880278,26.965,11-10-2011,32.0,10475.0,9757.0,9041.0,9008.0,16701.5,14865.5,11164.5,9355.5,375.0,118.0,669.0,675.0,44460.0,13205.0
-26.98472222,26.63227778,11-10-2011,8.0,10752.0,9703.0,9245.5,9049.0,16297.0,15339.0,11408.0,9598.0,364.0,77.0,253.0,651.0,45008.5,13679.5
-27.573056,24.746389,11-10-2011,310.0,10368.0,9673.0,10046.0,8702.0,16002.0,15644.5,10752.0,9394.0,494.0,68.0,1335.5,915.0,47166.0,13210.0
-29.028629,24.638389,11-10-2011,531.0,10977.0,9669.0,9841.0,8697.0,16408.0,16697.5,11878.0,9878.0,493.0,61.0,30.0,912.0,46709.0,14228.0
-30.160091,27.40124,11-10-2011,17.0,10561.5,9714.0,9506.5,8926.0,15476.5,14642.0,11411.5,9819.0,404.0,124.0,430.5,741.0,45676.0,13234.5
-33.31388889,19.07472222,11-10-2011,9.0,9109.5,9712.0,9264.0,8287.0,12112.5,12614.0,9250.0,8464.0,670.0,55.0,889.5,1323.0,45139.0,10435.0
-29.161667,23.696389,12-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-24.058889,31.237222,12-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.905,32.324722,12-10-2011,383.0,9702.0,9835.5,8613.5,6133.0,11909.0,16368.5,9394.5,9240.5,1367.0,,607.0,3048.0,43823.5,9350.0
-26.73806,27.59194,12-10-2011,101.0,9894.0,9876.0,8650.5,8165.0,8761.0,10755.5,9917.5,9404.5,657.5,33.0,340.0,1260.5,43675.5,8443.0
-31.000833,26.353056,12-10-2011,8.0,9516.0,9722.0,9190.0,9399.0,12510.0,12312.0,10052.0,8991.0,234.0,56.0,1786.0,393.0,44405.0,11251.0
-30.679722,26.7125,12-10-2011,8.0,10027.0,9850.5,8688.0,9360.0,9029.0,9976.0,10192.0,9084.0,251.0,99.0,4315.0,429.0,43285.5,8471.0
-33.7075,18.97444444,12-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-24.679167,30.8025,13-10-2011,72.5,9945.0,9709.0,9729.5,8953.0,16120.0,13178.5,10907.0,9062.0,408.0,,2149.5,749.0,46111.5,14299.5
-34.250556,20.9925,13-10-2011,9.0,8574.0,9775.0,8613.5,8940.0,11305.0,12674.0,8514.0,8042.0,441.0,22.0,1264.5,831.0,43056.0,9616.0
-34.031944,22.053333,13-10-2011,9.0,8331.0,9652.0,7702.0,9029.0,9390.0,10478.0,8219.0,8195.0,387.0,81.0,253.0,718.0,40951.0,8647.0
-34.039722,22.133333,13-10-2011,10.0,9659.5,9827.0,8055.5,9030.0,14509.0,16915.5,9760.0,8723.0,386.0,80.0,491.5,717.0,41636.0,11954.0
-34.02861,22.22222,14-10-2011,11.0,9010.5,9813.5,8129.5,9030.0,12040.0,15419.5,8722.5,8166.5,386.0,105.5,328.5,717.0,41886.5,9813.0
-27.01011111,26.69808333,17-10-2011,8.0,9332.0,9723.0,9097.0,8565.0,11244.0,12781.0,9353.0,8768.0,558.0,67.0,434.5,1058.0,44712.5,9675.0
-25.99136,27.84208,17-10-2011,211.0,10431.0,9676.0,9116.0,8027.0,15334.5,15790.0,10481.5,9684.0,709.0,39.0,562.0,1379.0,45343.5,12500.5
-26.861111,28.884722,17-10-2011,253.0,12592.5,9570.5,7274.0,8032.5,15599.5,15755.0,13230.0,12173.5,702.5,,,1361.5,40249.0,13160.0
-26.73806,27.59194,17-10-2011,101.0,9894.0,9876.0,8650.5,8165.0,8761.0,10755.5,9917.5,9404.5,657.5,33.0,340.0,1260.5,43675.5,8443.0
-26.98472222,26.63227778,17-10-2011,8.0,10622.5,9703.0,9897.0,8493.0,16341.0,15126.0,11565.5,9665.0,588.0,77.0,286.5,1122.0,46766.5,13707.0
-29.042222,24.6,17-10-2011,533.0,9980.0,9794.0,8892.5,8700.0,9593.0,11201.5,9873.0,9268.0,492.0,105.0,4.0,909.0,44199.0,8726.5
-29.380556,30.2775,18-10-2011,-9999.0,,-9999.0,-683.5,-537.0,,,,,-4789.0,-9999.0,-9999.0,-4609.0,,
-27.00222,28.76528,18-10-2011,225.0,65535.0,-9999.0,4297.5,8057.0,46444.0,29621.5,65535.0,65535.0,695.0,-9999.0,,1344.0,,24017.5
-26.648056,27.089444,18-10-2011,9.0,10463.5,9803.0,9822.5,8541.0,17294.0,16928.0,10967.0,9479.5,565.0,74.0,406.0,1072.0,46382.5,13421.5
-26.970278,27.211111,18-10-2011,-4995.5,4441.5,-158.5,-739.5,-729.0,4151.0,4324.5,4358.5,4253.0,-4718.0,-4962.0,-3743.5,-4465.0,21519.5,4042.5
-26.880278,26.965,18-10-2011,-9999.0,,-9999.0,10194.5,8523.0,,,,,573.0,-9999.0,-9999.0,1089.0,,
-28.141944,26.417778,18-10-2011,9.0,10152.5,9707.0,9803.5,8699.0,14894.0,15626.5,10463.5,9107.0,502.0,48.5,1855.5,938.0,46512.5,12275.0
-31.436944,20.474722,18-10-2011,17.0,11275.5,9629.0,10046.0,8931.0,14733.5,14799.5,12100.5,10109.5,409.0,41.5,5670.5,743.5,47083.5,13546.5
-33.501667,21.624167,18-10-2011,17.0,9929.5,9626.0,8166.5,8954.0,11875.0,11846.0,9954.5,9011.5,409.0,65.0,666.5,765.0,42327.0,9983.5
-33.818056,19.694722,18-10-2011,24.0,9830.5,9583.0,8687.5,7174.5,13809.5,14108.5,10097.0,9308.5,959.0,73.0,765.5,2001.5,44808.5,11381.5
-25.45963889,28.26430556,18-10-2011,132.5,10781.0,9636.0,9339.0,7687.0,15515.0,15919.0,11431.5,10126.0,835.0,176.0,997.5,1653.0,46208.0,12765.0
-28.7115,24.07288889,19-10-2011,8.0,10665.5,9647.0,9376.0,9056.0,13207.5,12945.0,11046.0,9489.0,357.0,72.0,1293.0,635.0,45458.5,12222.5
-25.81048333,27.90955222,19-10-2011,9.0,9579.5,9600.0,9803.5,8078.0,14645.5,12491.0,9941.0,8883.0,732.0,106.0,181.5,1441.0,46964.0,12815.0
-26.006389,29.253889,19-10-2011,235.0,9883.0,9531.0,9338.5,7902.0,12380.0,12122.0,9927.5,9425.5,746.5,71.0,547.5,1461.0,46369.0,11422.0
-29.1825,23.575556,19-10-2011,22.0,9995.0,9730.0,8632.0,9097.5,10878.0,12084.0,9807.0,8890.0,340.0,84.0,1578.0,602.0,43597.5,9436.0
-34.075556,20.145556,19-10-2011,10.0,10133.0,9603.0,9897.0,9041.5,16331.0,15987.0,10753.0,9184.0,402.0,59.0,1370.5,747.0,46547.5,13245.0
-27.5275,30.858056,20-10-2011,300.0,10204.0,9714.0,9153.0,7932.5,15109.0,12766.5,10565.0,9728.0,792.5,63.0,2247.5,1595.0,45024.0,13965.0
-28.404444,30.013056,20-10-2011,9.0,9555.0,9861.0,10269.0,8851.5,16222.0,13384.0,10037.0,8707.0,480.0,23.0,2358.5,905.0,46946.5,13027.0
-27.38972222,26.46388889,20-10-2011,-4995.5,4944.0,-199.5,-553.5,-718.0,4456.5,4776.0,4952.5,4566.5,-4719.0,-4959.0,-4231.0,-4468.0,22127.5,4046.0
-29.028629,24.638389,20-10-2011,531.0,10977.0,9669.0,9841.0,8697.0,16408.0,16697.5,11878.0,9878.0,493.0,61.0,30.0,912.0,46709.0,14228.0
-28.058889,30.373611,20-10-2011,9.0,9771.0,9657.0,10306.0,8860.0,13582.0,13110.0,10158.5,8842.5,476.0,96.0,2574.5,896.0,47465.5,11875.5
-25.57877778,29.12747222,20-10-2011,50.0,10447.5,9392.5,9320.0,7521.0,15437.5,13540.5,11181.0,9861.5,888.0,,1759.5,1781.0,46751.5,12972.0
-27.937778,31.209444,21-10-2011,297.5,10273.0,-9999.0,8799.5,7507.5,14152.5,14114.5,10411.0,9827.5,951.5,-9999.0,2891.5,1966.5,,11262.0
-28.760833,17.730278,22-10-2011,-9999.0,9088.0,9880.0,8706.0,8406.5,7832.0,8133.0,8810.0,8619.0,574.0,,613.5,1100.0,43672.0,7730.0
-24.058889,31.237222,24-10-2011,69.0,10231.5,9620.0,9580.5,6507.5,15504.0,14886.5,10810.5,9311.0,1305.0,49.0,697.0,2869.0,46763.0,13070.0
-29.7775,29.470833,24-10-2011,9.0,9443.5,9849.0,10176.0,9012.0,14758.0,14750.0,9689.0,8546.5,401.0,,5527.0,736.5,46754.0,11903.0
-29.987778,29.851667,24-10-2011,10.0,9141.5,9844.0,9636.0,8660.0,13661.5,17100.0,8963.5,8393.0,541.0,76.0,1315.5,1039.0,45634.0,10951.5
-29.744167,29.905833,24-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-27.169444,29.233889,24-10-2011,8.0,10916.0,9823.0,10566.5,9104.0,19818.0,16854.5,11451.0,9700.0,367.0,,4774.0,664.0,47641.0,15888.0
-26.73806,27.59194,24-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-26.45,28.085833,24-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-34.065833,20.404167,25-10-2011,9.0,8357.0,9823.0,8334.0,9015.0,9564.0,12233.0,8203.0,7958.0,412.0,82.0,189.0,769.0,42368.0,8425.0
-25.127778,27.628889,25-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-25.20639,27.558,25-10-2011,-9999.0,,-9999.0,9357.5,7897.0,,,,,808.0,-9999.0,-9999.0,1607.5,,
-24.69514,27.40906,25-10-2011,9.0,9934.5,9581.0,9525.0,7775.0,12063.0,14325.0,10103.0,8966.0,857.0,117.5,1189.5,1722.0,46329.0,10486.5
-25.73411,27.21422,25-10-2011,9.0,10491.0,9678.5,9859.5,8335.0,17072.0,14612.0,11706.5,9365.0,633.0,26.0,319.5,1223.0,46814.5,14432.0
-22.769722,30.886944,25-10-2011,9.0,9950.0,9654.0,10939.0,7728.0,16896.0,14880.0,10628.0,8933.0,941.0,,4966.0,1937.0,49507.0,13816.0
-28.747778,31.745833,25-10-2011,111.0,9800.5,9722.0,9302.0,7976.0,15643.5,17146.0,9936.0,8884.0,778.0,53.0,822.0,1554.0,45411.0,12264.5
-30.733889,29.828333,25-10-2011,-9999.0,,-9999.0,9525.0,7955.5,,,,,768.5,-9999.0,-9999.0,1561.0,,
-31.104278,29.399722,25-10-2011,21.0,9106.0,9755.0,9339.0,7500.5,11502.5,13236.5,9188.5,8540.5,929.5,26.0,1032.5,1939.5,45666.5,9747.5
-30.77586667,29.03221667,25-10-2011,9.0,10483.5,9662.0,10027.5,8610.0,16883.0,15390.0,11119.0,9416.5,554.0,44.0,3660.5,1066.0,47086.0,13886.0
-31.396,29.2651,25-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-31.554722,29.245556,25-10-2011,75.0,9486.5,9805.5,9469.0,8485.5,13168.0,15748.0,9124.5,8532.5,587.0,29.0,2261.5,1136.0,45366.5,10412.5
-34.092222,21.295278,25-10-2011,54.0,9785.0,9829.5,8260.0,8997.0,14929.5,18972.0,9608.5,8713.5,402.0,99.0,333.0,749.0,42197.0,11626.0
-27.495556,26.074722,25-10-2011,8.0,11345.5,9688.0,10306.0,8583.0,19422.0,15946.0,12683.5,9909.5,555.0,81.0,3134.5,1052.0,47734.0,15350.0
-30.398056,30.601944,26-10-2011,139.5,9211.5,-9999.0,8669.0,8431.0,12142.5,16155.0,9081.0,8486.5,614.0,-9999.0,734.5,1202.0,,9657.5
-30.27402,30.69602,26-10-2011,203.0,9459.0,-9999.0,8744.0,8040.0,12822.5,14522.0,9481.0,8681.0,754.0,-9999.0,475.5,1522.0,,10614.0
-30.568333,29.422778,26-10-2011,9.0,9167.0,9753.0,10120.5,8831.0,13782.5,14648.0,9298.0,8470.0,462.0,45.0,1986.5,867.0,46967.0,11592.5
-30.86013889,29.07125,26-10-2011,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
-30.570833,29.150556,26-10-2011,9.0,10260.5,9674.0,10009.0,8912.0,15008.0,13825.5,10923.5,9124.5,432.0,51.5,1156.0,802.0,46689.5,13088.0
