,Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,qa,red,blue,drad,emis,emsd,lwir,trad,urad,atran,cdist,green,nir08,lwir.1,swir16,swir22,cloud_qa,qa_pixel,qa_radsat,atmos_opacity
868,-25.127778,27.628889,02-08-2011,190.596,619.0,163.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
869,-25.20639,27.558,02-08-2011,161.592,746.0,10.0,-9999.0,,,808.0,-9999.0,-9999.0,,9357.5,1607.5,7897.0,-9999.0,,,,,,,1.0,,-9999.0
870,-24.69514,27.40906,02-08-2011,169.862,734.0,32.0,215.5,10103.0,8966.0,857.0,9581.0,117.5,46329.0,9525.0,1722.0,7775.0,1189.5,9934.5,14325.0,46329.0,12063.0,10486.5,,5440.0,,9.0
871,-30.733889,29.828333,02-08-2011,31.366,94.1,15.0,222.0,10034.5,9473.5,443.0,9706.0,47.0,40649.0,7479.0,829.5,8733.0,627.0,9968.0,12533.5,40649.0,12276.0,10423.0,,5440.0,,14.0
872,-27.802778,28.768333,02-08-2011,69.34,238.6,27.0,-9999.0,15073.0,14342.0,358.0,-9999.0,-9999.0,,6362.0,653.0,8920.0,,14544.0,14933.0,,9167.0,8423.5,40.0,13600.0,,8.0
873,-30.160091,27.40124,02-08-2011,98.48,228.7,10.0,237.0,11063.0,9310.5,267.0,9719.0,124.0,39130.5,6939.5,469.0,9229.0,720.5,10198.0,12620.0,39130.5,14125.5,12338.5,,5440.0,,9.0
874,-30.336111,27.359444,02-08-2011,89.325,199.5,10.0,163.0,10645.0,9148.0,269.0,9876.0,20.5,38638.0,6809.0,474.0,9223.0,2027.5,10209.0,9241.0,38638.0,8613.0,8006.0,32.0,5504.0,,9.0
875,-34.405833,19.600556,02-08-2011,36.247,1237.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
876,-27.01011111,26.69808333,03-08-2011,141.317,714.0,10.0,342.0,9294.5,8623.0,221.0,9723.0,67.0,42757.0,8409.0,370.0,9451.0,103.5,9208.0,10792.5,42757.0,11439.5,10452.5,8.0,5440.0,,8.0
877,-30.830556,26.921389,03-08-2011,112.811,248.0,51.0,226.0,10161.0,9161.0,270.0,9720.0,59.0,38123.0,6641.5,476.0,9216.0,549.5,9597.0,10053.0,38123.0,9506.5,8772.5,32.0,5504.0,,8.0
878,-30.398056,30.601944,03-08-2011,27.834,211.8,10.0,-9999.0,9451.0,8879.0,841.5,-9999.0,-9999.0,,8520.0,1720.0,7878.0,644.5,9607.0,15038.0,,11837.5,9600.0,,5440.0,,153.0
879,-27.00222,28.76528,03-08-2011,227.119,496.0,10.0,-9999.0,11318.5,9324.0,381.0,-9999.0,-9999.0,,7162.5,698.0,8869.0,1077.5,10388.0,12687.0,,15213.5,12483.0,,5440.0,,9.0
880,-27.02314,28.59389,03-08-2011,184.931,478.0,10.0,291.0,9902.0,8942.0,366.0,9732.0,,39416.0,7032.0,668.0,8918.0,188.0,9743.0,10501.5,39416.0,10633.5,9547.5,,5440.0,,8.0
881,-26.970278,27.211111,03-08-2011,147.711,694.0,65.0,198.0,8329.5,8087.5,217.0,9876.0,128.0,41727.0,8111.0,363.5,9462.0,1615.0,8522.5,8393.0,41727.0,7912.5,7778.0,40.0,5504.0,,8.0
882,-27.4275,28.525833,03-08-2011,41.566,114.4,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
883,-27.3,28.586944,03-08-2011,135.306,334.4,10.0,-9999.0,11956.0,9326.5,356.0,-9999.0,-9999.0,,7107.0,646.5,8949.5,778.5,10375.0,13842.5,,15607.0,12663.0,,5440.0,,9.0
884,-27.398611,26.614722,03-08-2011,234.034,715.0,120.0,411.5,10734.5,8990.0,226.0,9763.0,62.0,43438.5,8725.0,381.0,9436.0,41.5,9993.0,13482.5,43438.5,14245.5,12485.5,8.0,5440.0,,8.0
885,-30.679722,26.7125,03-08-2011,114.932,246.9,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
886,-27.495556,26.074722,03-08-2011,245.082,737.0,10.0,226.0,12815.0,9675.0,223.0,9688.0,81.0,44184.0,8967.0,376.0,9442.0,704.5,11092.0,15303.0,44184.0,19447.5,15285.0,,5440.0,,8.0
887,-29.803611,30.516111,05-08-2011,86.687,314.7,10.0,224.0,9993.5,9154.5,645.0,9791.0,112.0,44338.5,9041.0,1259.0,8389.0,403.0,10008.5,14498.5,44338.5,13777.0,11393.5,,5440.0,,131.5
888,-26.73806,27.59194,07-08-2011,140.053,674.0,114.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
889,-25.99136,27.84208,08-08-2011,121.944,437.0,125.0,339.0,10356.0,8773.0,170.0,9637.0,39.0,42741.0,8390.5,271.0,9579.0,97.5,9472.5,12698.0,42741.0,14456.5,11539.0,,5440.0,,9.0
890,-26.861111,28.884722,08-08-2011,187.082,667.0,180.0,220.0,11067.5,9197.0,152.0,9552.0,,42672.5,8241.0,237.0,9620.0,674.0,10120.5,12881.0,42672.5,14336.0,12306.0,4.0,5440.0,,8.0
891,-26.45,28.085833,08-08-2011,131.178,682.0,67.0,268.0,12459.0,9655.0,161.0,9671.5,89.5,43421.0,8669.0,255.0,9597.0,220.5,10725.0,14945.0,43421.0,18207.5,14532.0,,5440.0,,8.0
892,-29.160278,26.573333,08-08-2011,229.543,584.0,10.0,213.0,10826.0,9282.5,261.0,9677.0,88.0,43685.5,8743.5,451.0,9323.0,1080.5,10035.0,12394.0,43685.5,14834.0,12839.5,,5440.0,,8.0
893,-27.01011111,26.69808333,09-08-2011,139.175,713.0,104.0,342.0,9294.5,8623.0,221.0,9723.0,67.0,42757.0,8409.0,370.0,9451.0,103.5,9208.0,10792.5,42757.0,11439.5,10452.5,8.0,5440.0,,8.0
894,-27.00222,28.76528,09-08-2011,209.982,507.0,19.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
895,-26.880278,26.965,09-08-2011,272.353,725.0,185.0,231.5,11493.0,9298.0,219.0,9745.0,118.0,44137.0,9004.0,368.0,9456.0,605.0,10335.0,15050.0,44137.0,17528.0,13965.5,,5440.0,,8.0
896,-26.98472222,26.63227778,09-08-2011,273.015,752.0,84.0,245.0,11976.0,9625.0,219.0,9703.0,77.0,44391.0,9078.0,368.0,9456.0,252.5,10864.0,15621.0,44391.0,17782.0,14257.0,,5440.0,,8.0
897,-28.69485,28.23487,09-08-2011,176.56,394.0,10.0,183.0,9414.5,8541.0,148.0,9715.0,,39986.0,7385.5,232.0,9620.0,1584.5,9124.0,11216.0,39986.0,11442.0,9816.0,4.0,5440.0,,8.0
898,-29.615556,27.065278,09-08-2011,144.986,373.0,10.0,155.0,11889.5,9732.0,170.0,9611.0,71.0,41038.0,7627.0,274.0,9563.0,2999.5,10952.0,13476.0,41038.0,15800.5,13532.5,,5440.0,,8.0
899,-28.883333,27.89,09-08-2011,147.683,305.6,10.0,275.0,10036.0,8914.5,155.0,9605.0,,41185.5,7627.5,246.0,9602.0,207.0,9602.0,11639.0,41185.5,12698.5,11905.5,,5440.0,,9.0
900,-25.45963889,28.26430556,09-08-2011,189.804,766.0,82.0,-9999.0,,,-4904.0,-9999.0,-9999.0,,-720.5,-4843.0,-236.0,-9999.0,,,,,,,1.0,,-9999.0
901,-29.161667,23.696389,10-08-2011,100.447,218.8,39.0,262.5,12186.0,9863.0,281.0,9876.0,90.0,39539.0,7218.0,498.0,9226.0,238.0,11666.0,8688.0,39539.0,7633.0,7651.0,40.0,5504.0,,26.0
902,-25.81048333,27.90955222,10-08-2011,134.121,631.0,10.0,309.0,10859.0,9327.5,184.0,9608.0,106.0,42143.0,8092.5,299.0,9546.0,161.0,10169.0,13317.0,42143.0,16161.0,13589.0,4.0,5440.0,,9.0
903,-29.641944,30.6875,10-08-2011,77.39,288.8,20.0,-9999.0,9297.5,8749.0,775.0,-9999.0,-9999.0,,8558.0,1561.5,8038.5,2286.5,9392.5,13659.5,,12079.5,9984.0,,5440.0,,197.0
904,-27.602222,29.942778,10-08-2011,76.265,194.4,11.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
905,-31.554722,29.245556,10-08-2011,89.819,220.0,10.0,200.0,9819.5,9050.0,584.5,9794.0,93.0,42997.0,8501.5,1141.0,8483.5,1349.0,9878.5,16017.5,42997.0,14186.5,11009.5,,5440.0,,80.0
906,-34.039722,22.133333,10-08-2011,11.729,326.4,13.0,222.0,9760.0,8723.0,386.0,9827.0,80.0,41636.0,8055.5,717.0,9030.0,491.5,9659.5,16915.5,41636.0,14509.0,11954.0,,5440.0,,10.0
907,-32.502778,19.535833,10-08-2011,5.0,77.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
908,-31.5653,18.3306,10-08-2011,6.883,206.4,10.0,279.0,10145.0,8794.0,254.0,9721.0,74.0,40928.0,7627.0,434.0,9303.0,205.0,9564.0,12387.0,40928.0,15516.0,13411.0,,5440.0,,9.0
909,-31.860278,18.6875,11-08-2011,12.556,161.3,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
910,-30.830556,26.921389,11-08-2011,112.036,226.5,10.0,301.5,10198.0,9298.0,187.0,9720.0,59.0,39625.5,7162.5,309.0,9512.0,177.0,10028.0,10340.5,39625.5,10545.0,9453.0,,5440.0,,8.0
911,-22.43772222,31.07805556,11-08-2011,26.695,101.1,10.0,176.0,10012.0,8743.0,641.0,9601.0,16.0,43773.0,8632.0,1258.5,8322.5,1746.5,9512.5,13439.0,43773.0,12921.0,10839.5,8.0,5440.0,,9.0
912,-28.735556,29.820556,11-08-2011,42.14,95.2,16.0,172.0,10230.0,9091.5,456.0,9710.5,76.0,42143.5,8092.5,858.0,8787.0,2006.5,9739.0,11421.5,42143.5,12132.0,10687.0,,5440.0,,38.0
913,-31.000833,26.353056,11-08-2011,210.294,521.0,10.0,368.0,10538.0,9385.0,198.0,9717.0,56.0,39184.0,6995.0,332.0,9476.0,80.0,10013.0,11108.0,39184.0,11565.0,10222.0,,5440.0,,15.0
914,-30.679722,26.7125,11-08-2011,87.32,225.3,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
915,-30.160091,27.40124,11-08-2011,95.897,226.4,10.0,183.0,11389.0,9629.5,170.0,9714.0,124.0,40606.5,7534.5,276.0,9559.0,2026.0,10501.5,13408.5,40606.5,15905.5,12915.0,,5440.0,,8.0
916,-30.336111,27.359444,11-08-2011,93.62,189.8,10.0,153.0,9852.0,9090.0,174.0,9876.0,20.5,39487.0,7125.5,282.0,9550.0,2277.5,9916.0,9069.5,39487.0,8466.0,8115.0,32.0,5504.0,,9.0
917,-30.568333,29.422778,11-08-2011,68.184,132.6,10.0,184.5,9906.5,8952.0,378.5,9753.0,45.0,42873.5,8427.5,692.5,9009.5,1575.5,9403.5,11794.0,42873.5,13141.0,11801.5,,5440.0,,19.5
918,-30.570833,29.150556,11-08-2011,87.869,140.3,10.0,218.0,11601.5,9583.0,356.5,9674.0,51.5,41912.5,8055.5,647.5,9061.0,880.5,10587.0,12632.0,41912.5,13990.0,11875.5,,5440.0,,9.0
919,-31.104278,29.399722,11-08-2011,70.07,163.7,10.0,145.0,9465.0,8995.0,566.5,9755.0,26.0,41166.5,7813.0,1098.5,8538.5,5164.5,9374.5,11887.0,41166.5,10677.0,9431.5,,5440.0,,24.0
920,-34.250556,20.9925,11-08-2011,58.35,1236.0,47.0,206.0,8162.0,7709.0,452.0,9775.0,22.0,40098.0,7367.0,848.0,8763.0,1100.5,8113.0,11079.0,40098.0,9853.0,8546.5,1.0,5440.0,,9.0
921,-27.573056,24.746389,12-08-2011,226.315,793.0,15.0,340.0,9686.0,8595.0,224.0,9673.0,60.0,42361.5,8185.0,378.0,9414.0,99.0,9182.0,10546.0,42361.5,12384.5,11765.0,,5440.0,,9.0
922,-29.658056,25.973333,12-08-2011,289.946,683.0,10.0,222.0,11258.5,9734.0,387.0,9687.0,69.0,41028.5,7571.5,708.0,8855.0,484.0,10561.5,12702.5,41028.5,14776.0,12994.5,,5440.0,,9.0
923,-30.534167,24.961944,12-08-2011,304.649,900.0,10.0,155.0,10345.0,9153.0,204.0,9758.0,70.0,40098.5,7311.5,342.0,9424.0,2420.0,9855.5,11778.0,40098.5,13657.5,12319.0,,5440.0,,9.0
924,-28.460833,21.248889,12-08-2011,113.178,389.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
925,-30.86013889,29.07125,12-08-2011,66.161,148.0,10.0,-9999.0,,,464.0,-9999.0,-9999.0,,8092.5,875.0,8798.0,-9999.0,,,,,,,1.0,,-9999.0
926,-30.77586667,29.03221667,12-08-2011,83.02,140.3,10.0,148.5,11372.0,9666.0,449.0,9634.0,35.5,42463.5,8185.0,841.5,8834.5,3292.5,10554.0,12016.0,42463.5,13845.0,11837.5,4.0,5440.0,,10.0
927,-23.838611,31.640833,13-08-2011,110.089,361.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
928,-28.760833,17.730278,14-08-2011,130.117,550.0,26.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
929,-26.970278,27.211111,15-08-2011,152.706,699.0,71.0,198.0,8329.5,8087.5,217.0,9876.0,128.0,41727.0,8111.0,363.5,9462.0,1615.0,8522.5,8393.0,41727.0,7912.5,7778.0,40.0,5504.0,,8.0
930,-26.73806,27.59194,15-08-2011,144.545,678.0,114.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
931,-27.044444,27.005,15-08-2011,147.609,390.0,10.0,225.0,12945.0,9692.0,219.0,9728.0,93.0,44822.0,9302.0,368.0,9454.0,537.0,11061.0,15642.5,44822.0,20149.0,15460.0,8.0,5440.0,,8.0
932,-24.679167,30.8025,16-08-2011,76.504,190.7,10.0,148.0,10583.0,8832.5,375.0,9691.0,,43869.0,8799.5,685.0,9025.0,3601.0,9505.5,12245.0,43869.0,14908.5,13718.0,,5440.0,,25.0
933,-25.127778,27.628889,16-08-2011,186.246,655.0,163.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
934,-25.20639,27.558,16-08-2011,153.009,732.0,11.0,-9999.0,,,808.0,-9999.0,-9999.0,,9357.5,1607.5,7897.0,-9999.0,,,,,,,1.0,,-9999.0
935,-24.69514,27.40906,16-08-2011,209.027,795.0,68.0,215.5,10103.0,8966.0,857.0,9581.0,117.5,46329.0,9525.0,1722.0,7775.0,1189.5,9934.5,14325.0,46329.0,12063.0,10486.5,,5440.0,,9.0
936,-27.169444,29.233889,16-08-2011,146.404,361.0,44.0,202.0,12828.0,10375.5,354.0,9794.5,,43080.0,8520.0,640.0,9035.0,1113.0,11403.0,15208.0,43080.0,19998.5,16139.0,,5440.0,,10.0
937,-26.648056,27.089444,16-08-2011,268.266,662.0,10.0,219.0,12231.0,9457.0,212.0,9767.0,74.0,44170.5,9041.5,354.0,9474.0,380.5,10787.0,15866.0,44170.5,19134.0,15161.0,8.0,5440.0,,8.0
938,-29.160278,26.573333,16-08-2011,280.672,724.0,10.0,213.0,10826.0,9282.5,261.0,9677.0,88.0,43685.5,8743.5,451.0,9323.0,1080.5,10035.0,12394.0,43685.5,14834.0,12839.5,,5440.0,,8.0
939,-33.38056,19.30167,16-08-2011,23.974,224.2,10.0,368.5,9856.0,8914.0,219.0,9590.0,27.0,40332.0,7367.0,367.0,9429.0,72.5,9626.5,13710.0,40332.0,13975.0,11866.0,,5440.0,,9.0
940,-33.31388889,19.07472222,16-08-2011,26.346,162.2,10.0,281.0,8555.0,8149.5,262.0,9712.0,55.0,40902.0,7646.0,452.0,9319.0,199.5,8623.5,12173.0,40902.0,10821.5,9300.0,,5440.0,,8.5
941,-27.495556,26.074722,16-08-2011,251.234,750.0,10.0,226.0,12815.0,9675.0,223.0,9688.0,81.0,44184.0,8967.0,376.0,9442.0,704.5,11092.0,15303.0,44184.0,19447.5,15285.0,,5440.0,,8.0
942,-29.161667,23.696389,17-08-2011,110.835,218.6,13.0,261.5,12229.0,9868.0,359.0,9876.0,90.0,39679.5,7274.0,647.0,9026.0,239.0,11616.0,8863.0,39679.5,7733.0,7632.0,40.0,5504.0,,13.0
943,-22.769722,30.886944,17-08-2011,52.971,140.6,10.0,155.0,10166.0,9003.0,546.0,9654.0,,44949.0,9116.0,1051.0,8593.0,2324.0,9641.0,13537.0,44949.0,14756.0,11988.0,,5440.0,,9.0
944,-24.058889,31.237222,17-08-2011,175.877,528.0,10.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,1.0,,-9999.0
945,-28.75,30.442778,17-08-2011,81.796,201.3,10.0,532.5,10939.0,10042.5,673.0,9684.0,88.0,43268.5,8558.0,1323.0,8307.0,15.0,10939.0,12977.0,43268.5,13578.0,11925.5,,5440.0,,68.0
946,-29.161667,30.629722,17-08-2011,7.586,117.1,10.0,205.0,10052.0,9053.5,564.0,9753.5,71.0,45025.5,9264.5,1080.5,8562.0,1147.5,9644.5,12397.5,45025.5,15341.0,14016.0,,5440.0,,152.0
947,-27.802778,28.768333,17-08-2011,81.311,258.4,10.0,-9999.0,11237.0,9773.0,359.0,-9999.0,-9999.0,,7683.5,651.5,9008.5,1000.0,10508.0,12340.0,,13844.0,11792.0,,5440.0,,44.0
948,-29.033333,23.983333,17-08-2011,184.507,1001.0,21.0,222.0,11657.0,9738.0,353.0,9673.0,73.0,41435.0,7776.0,636.0,9030.0,854.5,10879.0,13288.5,41435.0,13792.0,12291.5,,5440.0,,21.0
949,-33.980556,21.653333,06-04-2011,216.778,721.0,26.0,591.5,11839.0,9447.0,579.0,9585.0,91.0,40397.0,7441.0,1139.0,8486.0,6.0,10721.0,11814.0,40397.0,10788.0,9878.0,0.5,7440.0,,9.0
950,-33.980556,21.653333,17-08-2011,204.185,1098.0,17.0,577.5,10968.0,9497.0,420.0,9585.0,91.0,42084.0,8037.0,789.0,8936.0,6.0,10435.5,12861.5,42084.0,13225.5,11504.5,,5440.0,,23.0
951,-33.980556,21.653333,27-09-2011,159.642,1098.0,10.0,577.5,10968.0,9497.0,420.0,9585.0,91.0,42084.0,8037.0,789.0,8936.0,6.0,10435.5,12861.5,42084.0,13225.5,11504.5,,5440.0,,23.0
952,-33.980556,21.653333,25-10-2011,361.109,1098.0,20.0,577.5,10968.0,9497.0,420.0,9585.0,91.0,42084.0,8037.0,789.0,8936.0,6.0,10435.5,12861.5,42084.0,13225.5,11504.5,,5440.0,,23.0
953,-33.980556,21.653333,29-11-2011,170.069,1098.0,16.0,215.0,10430.5,9083.0,884.0,9585.0,91.0,45387.5,9171.5,1805.0,7688.0,1034.5,10376.0,16010.0,45387.5,15027.0,12050.0,,5440.0,,10.0
954,-33.980556,21.653333,15-02-2012,155.991,1098.0,10.0,215.0,10430.5,9083.0,884.0,9585.0,91.0,45387.5,9171.5,1805.0,7688.0,1034.5,10376.0,16010.0,45387.5,15027.0,12050.0,,5440.0,,10.0
955,-33.980556,21.653333,18-04-2012,148.236,1098.0,34.0,322.5,10438.0,9035.5,883.0,9585.0,91.0,46134.0,9636.0,1794.5,7899.0,118.5,10229.0,16059.5,46134.0,15053.0,11784.5,,5440.0,,9.0
956,-33.980556,21.653333,16-05-2012,191.603,1098.0,10.0,322.5,10438.0,9035.5,883.0,9585.0,91.0,46134.0,9636.0,1794.5,7899.0,118.5,10229.0,16059.5,46134.0,15053.0,11784.5,,5440.0,,9.0
957,-33.980556,21.653333,12-06-2012,164.799,1098.0,16.0,322.5,10438.0,9035.5,883.0,9585.0,91.0,46134.0,9636.0,1794.5,7899.0,118.5,10229.0,16059.5,46134.0,15053.0,11784.5,,5440.0,,9.0
958,-33.980556,21.653333,05-07-2012,168.335,1098.0,10.0,322.5,10201.5,8906.0,423.0,9585.0,91.0,41312.0,7739.0,789.0,8920.5,141.0,9730.0,13138.0,41312.0,12492.0,10852.5,,5440.0,,13.0
959,-33.980556,21.653333,07-08-2012,149.452,1098.0,10.0,322.5,10201.5,8906.0,423.0,9585.0,91.0,41312.0,7739.0,789.0,8920.5,141.0,9730.0,13138.0,41312.0,12492.0,10852.5,,5440.0,,13.0
960,-33.980556,21.653333,05-09-2012,169.407,1265.48,10.0,322.5,10201.5,8906.0,423.0,9585.0,91.0,41312.0,7739.0,789.0,8920.5,141.0,9730.0,13138.0,41312.0,12492.0,10852.5,,5440.0,,13.0
961,-33.980556,21.653333,03-10-2012,214.125,1265.48,10.0,322.5,10201.5,8906.0,423.0,9585.0,91.0,41312.0,7739.0,789.0,8920.5,141.0,9730.0,13138.0,41312.0,12492.0,10852.5,,5440.0,,13.0
962,-33.980556,21.653333,06-11-2012,155.739,1265.48,10.0,322.5,10201.5,8906.0,423.0,9585.0,91.0,41312.0,7739.0,789.0,8920.5,141.0,9730.0,13138.0,41312.0,12492.0,10852.5,,5440.0,,13.0
963,-33.980556,21.653333,03-12-2012,135.181,1265.48,10.0,264.5,10432.0,9121.0,838.0,9585.0,91.0,45867.0,9320.5,1688.0,7787.0,217.5,10266.0,16435.5,45867.0,14805.0,11804.5,,5440.0,,17.0
964,-33.980556,21.653333,29-01-2013,170.181,1265.48,10.0,264.5,10432.0,9121.0,838.0,9585.0,91.0,45867.0,9320.5,1688.0,7787.0,217.5,10266.0,16435.5,45867.0,14805.0,11804.5,,5440.0,,17.0
965,-33.980556,21.653333,28-02-2013,165.007,1265.48,10.0,331.0,10140.5,9025.0,1139.0,9585.0,91.0,45144.5,9134.5,2424.0,7078.0,145.5,10023.0,16251.0,45144.5,14499.0,11432.0,,5440.0,,17.0
966,-33.980556,21.653333,10-03-2013,189.767,1265.48,47.0,331.0,10140.5,9025.0,1139.0,9585.0,91.0,45144.5,9134.5,2424.0,7078.0,145.5,10023.0,16251.0,45144.5,14499.0,11432.0,,5440.0,,17.0
967,-33.980556,21.653333,19-03-2013,180.445,1265.48,10.0,,,,,,,,,,,,,,,,,,,,
968,-33.980556,21.653333,15-05-2013,204.753,1265.48,17.0,223.0,9974.0,8670.0,433.0,9585.0,91.0,41292.0,7702.0,812.0,8853.0,348.0,9570.0,14635.0,41292.0,14161.5,11485.0,,5440.0,,9.0
969,-33.980556,21.653333,12-06-2013,208.261,1265.48,10.0,223.0,9974.0,8670.0,433.0,9585.0,91.0,41292.0,7702.0,812.0,8853.0,348.0,9570.0,14635.0,41292.0,14161.5,11485.0,,5440.0,,9.0
970,-33.980556,21.653333,18-07-2013,250.597,1265.48,10.0,,,,,,,,,,,,,,,,,,,,
971,-33.980556,21.653333,14-08-2013,83.4,1265.48,10.0,,,,,,,,,,,,,,,,,,,,
972,-33.980556,21.653333,11-09-2013,196.989,1265.48,10.0,214.0,10384.0,8994.5,794.0,9585.0,91.0,44233.0,8725.0,1610.0,7858.0,1036.5,10031.0,15268.5,44233.0,14209.0,11510.0,,5440.0,,9.0
973,-33.980556,21.653333,08-10-2013,242.269,1265.48,10.0,214.0,10384.0,8994.5,794.0,9585.0,91.0,44233.0,8725.0,1610.0,7858.0,1036.5,10031.0,15268.5,44233.0,14209.0,11510.0,,5440.0,,9.0
974,-34.092222,21.295278,17-08-2011,10.602,363.0,10.0,222.0,9608.5,8713.5,402.0,9829.5,99.0,42197.0,8260.0,749.0,8997.0,333.0,9785.0,18972.0,42197.0,14929.5,11626.0,,5440.0,,54.0
975,-33.980556,21.653333,05-12-2013,292.609,1265.48,10.0,,,,,,,,,,,,,,,,,,,,
976,-33.980556,21.653333,07-01-2014,160.599,1265.48,10.0,,,,,,,,,,,,,,,,,,,,
977,-33.980556,21.653333,18-02-2014,246.242,1265.48,18.0,,,,,,,,,,,,,,,,,,,,
978,-33.980556,21.653333,11-03-2014,244.01,1265.48,10.0,165.0,10838.5,9307.5,941.0,9585.0,91.0,44651.0,9004.0,1944.0,7634.0,2625.5,10633.0,15846.5,44651.0,15012.5,12240.0,,5440.0,,9.0
979,-33.980556,21.653333,10-04-2014,277.346,1265.48,43.0,,,,,,,,,,,,,,,,,,,,
980,-33.980556,21.653333,13-05-2014,222.636,1265.48,20.0,,,,,,,,,,,,,,,,,,,,
981,-33.980556,21.653333,10-06-2014,211.254,1265.48,20.0,,,,,,,,,,,,,,,,,,,,
982,-33.980556,21.653333,08-07-2014,248.288,1265.48,20.0,,,,,,,,,,,,,,,,,,,,
983,-33.980556,21.653333,21-08-2014,143.943,1265.48,20.0,,,,,,,,,,,,,,,,,,,,
984,-33.980556,21.653333,11-09-2014,250.8,1265.48,20.0,,,,,,,,,,,,,,,,,,,,
985,-33.980556,21.653333,14-10-2014,207.848,540.0,20.0,,,,,,,,,,,,,,,,,,,,
986,-33.980556,21.653333,11-11-2014,163.124,540.0,41.0,,,,,,,,,,,,,,,,,,,,
987,-33.980556,21.653333,02-12-2014,218.003,540.0,20.0,,,,,,,,,,,,,,,,,,,,
988,-33.980556,21.653333,15-01-2015,229.284,540.0,20.0,,,,,,,,,,,,,,,,,,,,
989,-33.980556,21.653333,17-02-2015,187.422,540.0,20.0,195.0,10597.5,9085.0,651.0,9585.0,91.0,45814.0,9450.0,1272.0,8372.0,1541.5,10270.0,16434.0,45814.0,15255.5,12627.0,,5440.0,,9.0
990,-33.980556,21.653333,10-03-2015,253.356,540.0,21.0,,,,,,,,,,,,,,,,,,,,
991,-33.980556,21.653333,14-04-2015,187.783,540.0,21.0,,,,,,,,,,,,,,,,,,,,
992,-33.980556,21.653333,19-05-2015,187.924,540.0,20.0,369.0,10611.0,9303.5,749.0,9585.0,91.0,42297.0,7999.0,1511.0,7899.0,64.0,10070.5,13856.0,42297.0,14072.0,11957.0,,5440.0,,26.0
993,-33.980556,21.653333,18-08-2015,235.603,540.0,21.0,,,,,,,,,,,,,,,,,,,,
994,-33.980556,21.653333,15-09-2015,160.109,540.0,20.0,,,,,,,,,,,,,,,,,,,,
995,-33.980556,21.653333,20-10-2015,244.8,540.0,20.0,,,,,,,,,,,,,,,,,,,,
996,-33.980556,21.653333,17-11-2015,230.206,540.0,20.0,163.0,10666.0,9188.5,639.0,9585.0,91.0,45626.5,9320.5,1244.0,8342.0,3152.0,10436.0,16790.5,45626.5,14786.0,12244.0,,5440.0,,9.0
997,-33.980556,21.653333,09-12-2015,177.3,540.0,20.0,,,,,,,,,,,,,,,,,,,,
998,-24.183889,30.823889,18-08-2011,155.049,491.0,34.0,172.0,9618.5,8813.0,546.0,9649.5,48.5,43361.5,8539.0,1053.0,8591.5,1912.0,9423.0,12975.0,43361.5,12192.0,10273.5,8.0,5440.0,,9.0
