Latitude,Longitude,Sample Date,drad,urad,atran,emis,green,red,emsd,trad,atmos_opacity,nir08,cdist,lwir,swir22,blue,swir16
-34.250556,20.9925,18-11-2015,622.0,1207.0,8365.0,9775.0,9579.0,9485.0,22.0,9208.5,12.0,14744.0,1276.5,44974.5,10658.0,8748.5,13635.0
-27.4,26.624722,18-11-2015,1002.0,2046.0,7212.5,9747.5,11278.0,11489.0,58.5,10381.0,8.0,17600.5,213.0,49102.0,13855.0,9634.5,17070.0
-24.183889,30.823889,19-11-2015,694.0,1361.5,8052.0,-183.0,5354.0,5831.0,-4977.5,9376.0,-4993.5,7772.0,-4999.5,22904.0,7113.5,4792.5,8419.5
-28.75,30.442778,19-11-2015,1288.0,2749.0,6433.5,-157.5,5301.0,5645.0,-4967.0,10195.0,-4982.5,7334.5,-3154.5,24562.5,6426.0,4893.0,7353.0
-29.161667,30.629722,19-11-2015,1080.5,2289.0,6923.0,9773.5,9786.5,10189.5,67.0,9860.0,31.5,14109.0,1225.5,47796.0,13382.5,9012.5,15503.0
-27.3,28.586944,19-11-2015,570.0,1075.0,8531.0,-9999.0,11271.0,12906.0,-9999.0,11124.5,8.0,15728.0,3020.0,,16804.0,9763.0,19442.0
-29.744167,29.905833,20-11-2015,750.5,1455.5,8031.5,9725.0,10141.5,10756.5,69.0,10827.0,12.0,13054.5,1180.0,49389.5,13950.5,9062.0,15731.5
-27.573056,24.746389,20-11-2015,912.0,1830.0,7649.0,9694.0,10215.0,10968.5,68.0,11102.5,,15312.0,5409.0,,13801.0,8880.5,15805.5
-27.902778,24.615556,20-11-2015,899.0,1800.0,7699.0,9736.0,11376.0,12679.5,78.0,11476.5,,16004.5,9074.5,,17497.5,9799.5,19912.5
-25.99136,27.84208,23-11-2015,863.0,1721.0,7656.0,9671.0,8801.0,8838.0,39.0,9134.5,9.0,10820.5,35.0,45440.0,8926.0,8378.0,9932.5
-26.73806,27.59194,23-11-2015,854.0,1699.0,7705.5,9733.0,10137.0,10350.0,33.0,8781.0,9.0,11130.5,279.5,44253.5,9571.0,9575.0,10050.0
-26.45,28.085833,23-11-2015,561.0,1055.0,8550.0,9671.5,10452.0,11103.0,89.5,11515.5,9.0,15219.0,3.0,50547.0,14432.0,9557.5,16681.0
-31.554722,29.245556,23-11-2015,548.5,1057.0,8651.5,9785.5,9562.0,9455.0,93.0,11000.5,,14360.5,2218.0,,12101.5,8703.5,14276.5
-32.502778,19.535833,23-11-2015,418.0,765.5,8857.5,9541.0,12248.0,13498.5,54.0,10173.5,,17008.0,4113.5,,16581.5,10230.5,19595.0
-25.447222,30.711667,23-11-2015,1225.0,2590.5,6686.0,9725.0,9479.0,9264.5,,9488.0,32.5,15327.0,786.0,46570.0,11192.5,8658.5,13880.0
-29.641944,30.6875,24-11-2015,1396.5,3135.5,5883.0,-9999.0,9639.0,9843.0,-9999.0,9190.0,91.5,14753.0,1400.5,,12035.0,8905.0,14268.0
-25.681111,31.783333,24-11-2015,1439.0,3121.0,6348.0,9752.5,9724.5,9983.5,,10285.0,,12781.0,7466.0,,10940.0,8565.0,12470.5
-25.67386,31.57527,24-11-2015,1367.5,2944.5,6544.5,9816.0,9583.5,9565.0,63.0,10376.0,,15240.5,8730.5,,11751.0,8933.5,14690.5
-25.513889,31.224444,24-11-2015,1227.5,2599.0,6934.0,9808.5,9574.5,9464.5,54.0,10028.5,,15354.0,5858.0,,11330.5,8552.5,13811.5
-26.861111,28.884722,24-11-2015,1022.0,2110.5,7153.5,9570.5,10173.0,10845.5,,9116.0,15.0,14020.0,735.0,45841.0,13041.0,9383.0,15255.0
-26.970278,27.211111,24-11-2015,1027.5,2112.5,7088.5,9750.0,8850.0,8686.0,128.0,8650.5,9.0,8825.0,775.5,44327.5,8001.0,8432.0,8346.0
-26.880278,26.965,24-11-2015,1063.0,2196.0,6985.0,9705.0,16542.0,17661.5,118.0,6251.0,25.0,20917.0,,35809.5,20463.0,15531.0,23017.0
-31.104278,29.399722,24-11-2015,483.0,911.0,8810.0,9749.0,9659.0,10126.0,26.0,10929.5,,13213.0,5114.5,,11731.5,8675.0,13344.0
-31.396,29.2651,24-11-2015,548.0,1054.0,8669.0,9904.0,11144.5,11542.5,102.5,10466.5,,10015.0,3535.0,,9067.0,9660.0,9171.0
-33.818056,19.694722,24-11-2015,1009.0,2099.5,7254.5,9583.0,9715.0,9893.0,73.0,9431.5,8.0,15268.5,1126.5,46415.5,11312.0,8871.5,13872.5
-34.075556,20.145556,24-11-2015,638.5,1244.5,8349.5,9619.0,10290.0,10980.5,59.0,10797.0,,16006.5,2123.5,,13674.5,9109.5,16999.0
-32.595833,19.009444,24-11-2015,500.0,940.0,8623.0,9701.0,9396.5,9484.0,56.0,9529.5,,15544.5,1443.5,,10975.5,8338.0,13341.5
-25.45963889,28.26430556,24-11-2015,1155.0,2369.0,6912.0,9621.0,9832.5,10162.5,176.0,10971.0,,16481.0,2003.5,,13192.0,8670.0,15611.0
-27.01011111,26.69808333,25-11-2015,1026.0,2105.5,7124.0,9723.0,9775.0,9558.0,67.0,8892.0,8.0,14313.5,143.0,44991.0,9823.5,9004.0,11880.0
-25.81048333,27.90955222,25-11-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-25.436111,31.982222,25-11-2015,1524.0,3337.0,6085.0,-9999.0,10063.5,10635.0,-9999.0,10427.0,,13292.0,4646.5,,12499.5,9180.0,14267.5
-25.362222,31.956667,25-11-2015,1628.5,3622.5,5416.0,-9999.0,11162.0,12881.0,-9999.0,10715.0,223.0,15696.0,493.5,,17063.0,9933.0,19460.0
-25.398889,31.610556,25-11-2015,1442.0,3130.0,6330.5,9779.5,10423.0,11141.5,35.0,10758.5,,15553.5,8323.0,,14890.0,9338.5,17250.5
-25.14944444,31.94055556,25-11-2015,1610.0,3572.5,5499.0,-9999.0,11319.5,12789.0,-9999.0,10566.5,209.5,14656.5,23.5,,15894.0,10274.0,17749.5
-27.00222,28.76528,25-11-2015,804.0,1573.0,7903.0,-9999.0,10992.0,11805.5,-9999.0,10720.5,,14875.5,1555.5,,15150.0,9813.5,18179.5
-26.648056,27.089444,25-11-2015,862.0,1714.0,7698.0,9805.5,9865.0,10190.5,74.0,9729.0,9.0,15456.5,409.0,46693.0,12686.5,8951.5,15892.5
-27.273889,28.49,25-11-2015,736.0,1425.5,8104.0,9827.0,9038.5,9086.5,24.5,9913.5,,12661.5,2968.5,,8834.5,8059.5,10246.5
-26.98472222,26.63227778,25-11-2015,1087.0,2252.0,6924.0,9703.0,11462.0,12546.0,77.0,9599.0,8.0,16017.0,34.5,47307.5,16290.5,10297.5,18491.0
-30.568333,29.422778,25-11-2015,317.0,557.5,9202.5,9777.0,9863.5,9933.0,45.0,11016.5,,15689.5,8956.5,,13402.0,8913.5,15313.0
-30.570833,29.150556,25-11-2015,297.0,515.0,9203.0,9674.0,10325.5,10943.0,51.5,9376.0,9.0,13966.5,2061.5,45225.0,13327.5,9297.0,16320.0
-33.38056,19.30167,25-11-2015,-4573.5,-4140.0,-1135.0,-205.0,5129.0,5400.0,-4986.0,-330.0,-4978.0,6751.0,-4977.0,22885.5,6691.5,4722.0,7713.5
-30.86013889,29.07125,26-11-2015,452.0,836.0,8779.0,9827.0,10884.0,11905.0,31.5,9543.5,8.0,13107.5,488.0,45797.0,12006.0,9646.0,13182.5
-30.77586667,29.03221667,26-11-2015,423.0,774.5,8860.5,9662.0,10881.0,11902.5,44.0,9952.5,8.0,14338.0,1278.5,46976.0,14550.0,9581.5,16641.0
-33.7075,18.97444444,26-11-2015,703.0,1391.0,7935.0,9632.0,9570.0,9877.5,95.0,9318.5,,14082.0,61.0,,10263.0,8605.5,12232.0
-31.031389,28.883333,27-11-2015,457.0,847.0,8756.0,9712.0,11681.0,12952.0,40.0,9246.0,9.0,12809.5,610.0,45188.0,10289.0,9926.0,11499.0
-29.7775,29.470833,30-11-2015,270.0,461.0,9276.5,9847.5,9848.5,10040.0,,9766.5,9.0,15399.5,1053.5,45874.0,12207.5,8772.5,15319.0
-34.065833,20.404167,01-12-2015,1264.0,2739.0,6619.0,9723.0,36020.0,36673.0,82.0,7862.0,,37541.0,,,26055.0,37027.0,31555.0
-25.127778,27.628889,01-12-2015,1016.0,2062.0,7291.0,9745.0,10156.5,11328.0,42.0,10734.0,40.0,14836.0,246.0,49750.5,16578.0,9127.0,18081.5
-25.20639,27.558,01-12-2015,1011.0,2051.5,7304.5,9619.0,10311.0,10502.5,54.0,9673.5,74.0,16033.0,86.5,47100.5,11625.0,9149.5,14464.5
-28.404444,30.013056,01-12-2015,1076.0,2225.5,6986.5,9863.0,10745.0,11494.0,23.0,10492.0,42.0,14952.0,545.5,49397.5,15874.0,9794.0,19125.0
-30.733889,29.828333,01-12-2015,435.0,809.0,8921.0,9726.5,9605.0,9937.0,48.5,11352.5,,13812.5,4773.0,,13810.5,8865.0,15765.5
-27.398611,26.614722,01-12-2015,908.0,1815.0,7593.0,9792.5,10043.0,10441.5,62.0,9673.5,8.0,15670.5,176.0,46589.0,11729.5,9152.0,14419.0
-34.031944,22.053333,01-12-2015,680.0,1343.0,8283.0,9625.0,8698.0,8731.0,81.0,9430.0,,14096.0,910.0,,10142.0,7769.0,12455.0
-34.039722,22.133333,01-12-2015,666.0,1310.0,8321.0,9861.5,9387.5,8770.5,80.0,9439.5,,21372.5,454.5,,10754.0,8095.0,14057.5
-33.31388889,19.07472222,01-12-2015,648.0,1264.0,8474.0,9712.0,9776.5,10262.5,55.0,10083.0,8.0,13606.5,1505.5,46898.0,12014.0,8867.5,14350.0
-29.161667,23.696389,02-12-2015,420.0,772.0,9014.0,9670.0,11559.5,13358.5,90.0,12482.5,-9999.0,15351.5,1241.5,52004.5,17164.0,10242.0,18903.0
-25.73411,27.21422,02-12-2015,797.0,1572.0,7849.0,9685.0,10503.0,11487.0,38.0,10139.0,9.0,14843.0,622.0,47930.5,14497.0,9354.0,17413.0
-27.5275,30.858056,02-12-2015,385.5,698.5,9048.5,9700.0,10043.0,10596.5,63.0,10747.5,,15296.5,3531.5,,14443.0,8983.0,16381.0
-30.398056,30.601944,02-12-2015,663.0,1313.0,8335.0,-9999.0,9098.0,8909.0,-9999.0,9715.0,,17124.0,665.5,,10482.0,8284.5,13050.5
-27.671111,27.236944,02-12-2015,890.0,1782.0,7632.0,9776.0,10173.0,10514.0,96.5,9580.5,9.0,14490.0,134.0,46353.0,11942.5,9279.5,14387.5
-31.436944,20.474722,02-12-2015,385.0,682.0,8998.0,9605.0,12927.0,14567.0,41.5,12674.5,,16728.0,6029.0,,17651.5,10718.5,19100.5
-34.02861,22.22222,02-12-2015,654.0,1282.0,8354.0,9843.0,8700.0,8322.0,105.5,9215.5,,18050.0,144.0,,9584.0,7860.0,12112.0
-34.405833,19.600556,02-12-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-33.13083,18.86278,02-12-2015,643.0,1252.0,8490.0,9755.0,10195.5,10948.0,85.0,10957.0,8.0,15206.5,2008.5,48798.0,11960.5,9103.0,14818.0
-34.005833,22.351111,02-12-2015,625.0,1218.0,8432.0,9828.5,9351.0,9265.0,80.5,9583.5,,16832.0,424.5,,10911.5,8318.5,13553.0
-28.058889,30.373611,02-12-2015,1062.0,2200.0,7020.0,9675.0,10446.0,10627.0,86.0,9338.5,118.0,16115.0,706.5,46448.5,11809.5,9526.0,14579.5
-23.658056,31.05,03-12-2015,1167.0,2441.0,7107.0,9652.5,10373.5,11299.5,,11222.0,,15180.5,3981.0,,15147.0,8932.0,17612.5
-34.329722,18.990278,03-12-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-29.803611,30.516111,03-12-2015,439.0,817.0,8935.0,9817.5,9591.5,9698.5,112.0,10639.0,,15589.5,1088.5,,12415.0,8704.0,15060.5
-29.744167,29.905833,04-12-2015,750.5,1455.5,8031.5,9725.0,10141.5,10756.5,69.0,10827.0,12.0,13054.5,1180.0,49389.5,13950.5,9062.0,15731.5
-27.935,26.126667,04-12-2015,901.0,1797.0,7620.5,9623.0,11116.0,12352.0,77.5,10622.5,8.0,14550.0,2540.5,49510.5,15848.5,9950.0,18253.0
-27.902778,24.615556,04-12-2015,1022.0,2056.0,7277.0,9736.0,11177.5,12307.5,78.0,11671.5,,15955.5,1368.0,,16694.0,9600.0,19430.0
-28.058889,30.373611,05-12-2015,1062.0,2200.0,7020.0,9675.0,10446.0,10627.0,86.0,9338.5,118.0,16115.0,706.5,46448.5,11809.5,9526.0,14579.5
-24.058889,31.237222,06-12-2015,1399.0,3013.0,6266.0,9620.0,11071.0,11850.5,49.0,10399.5,121.0,15965.0,744.5,49767.0,15184.0,10095.0,17828.0
-25.99136,27.84208,07-12-2015,1001.0,2018.0,7340.0,9682.0,9864.5,9840.5,39.0,10465.0,,16554.0,759.5,,12569.0,8872.0,15589.0
-29.380556,30.2775,07-12-2015,1025.5,2124.5,7134.5,9707.0,9499.0,9426.0,94.0,9116.0,119.0,15436.5,516.0,45607.0,11274.5,8593.5,14186.0
-26.73806,27.59194,07-12-2015,773.0,1502.0,8011.0,9731.0,9011.5,8991.0,33.0,9872.5,,9408.5,2933.5,,8162.0,8176.0,8385.0
-26.45,28.085833,07-12-2015,859.0,1691.0,7746.0,9694.5,9962.5,10106.0,89.5,10450.5,,16140.0,183.5,,13322.5,9032.0,15740.5
-29.160278,26.573333,07-12-2015,867.0,1721.0,7695.0,9677.0,10974.0,11666.0,48.0,9859.5,8.0,13959.5,771.0,47255.0,12820.0,9797.5,14637.5
-29.140556,31.391944,08-12-2015,1321.0,2891.0,6503.0,9737.0,10276.5,10895.0,75.5,9325.5,,17912.0,38.5,,9824.5,8768.5,11476.0
-26.861111,28.884722,08-12-2015,829.0,1626.0,7817.5,9569.0,10450.0,10804.0,,10770.5,,15656.0,1679.5,,15180.0,9368.0,17305.5
-26.970278,27.211111,08-12-2015,876.0,1746.0,7667.0,-162.0,4397.5,4250.5,-4962.0,8873.5,-4995.0,4226.0,-4250.5,22025.0,3850.5,4143.5,4009.0
-26.880278,26.965,08-12-2015,883.0,1761.5,7650.0,9754.0,10677.0,11522.0,118.0,10529.0,9.0,14864.0,685.0,48984.5,15502.0,9683.0,18294.0
-28.69485,28.23487,08-12-2015,577.0,1090.0,8541.0,9842.0,9460.0,9613.0,,10591.5,,14808.5,2430.0,,11605.0,8500.5,13668.5
-29.615556,27.065278,08-12-2015,559.5,1058.0,8633.0,9644.0,10706.0,11688.0,71.0,11232.5,,15604.0,8227.5,,14119.0,9401.0,15682.0
-28.883333,27.89,08-12-2015,556.0,1047.0,8614.0,9602.0,9967.0,10421.5,,10880.5,,16086.5,5171.5,,12229.5,8915.5,14811.5
-33.501667,21.624167,08-12-2015,1104.0,2299.0,6998.0,9671.0,9504.5,9216.0,65.0,9978.0,,14732.0,2097.5,,9666.0,8340.5,11970.0
-25.45963889,28.26430556,08-12-2015,1155.0,2369.0,6912.0,9621.0,9832.5,10162.5,176.0,10971.0,,16481.0,2003.5,,13192.0,8670.0,15611.0
-27.01011111,26.69808333,09-12-2015,893.0,1782.0,7627.5,9723.0,9628.0,9473.0,67.0,9357.5,8.0,13731.0,592.0,45965.0,9568.5,8946.0,11585.5
-25.81048333,27.90955222,09-12-2015,1077.0,2189.0,7157.0,9610.0,9982.5,10472.5,106.0,10489.5,,14520.0,1656.5,,13462.0,9256.0,16013.5
-24.670833,28.560833,09-12-2015,1162.0,2383.0,6880.0,9635.5,10647.5,11374.5,26.5,10571.0,,18052.0,42.0,,15362.0,9255.5,18587.5
-22.91028,29.61111,09-12-2015,1444.0,3070.0,6122.0,-9999.0,9691.0,10006.5,-9999.0,9700.5,,14909.0,121.5,,11443.5,8371.0,13813.0
-28.747778,31.745833,09-12-2015,1316.0,2858.5,6604.5,9717.0,10090.0,10125.5,53.0,10066.5,,17738.5,2367.5,,12461.0,8736.0,15877.5
-26.98472222,26.63227778,09-12-2015,888.0,1769.0,7638.0,9703.0,10735.0,11618.0,77.0,10529.0,8.0,15064.5,270.5,49040.0,15463.5,9694.5,17699.5
-27.671111,27.236944,09-12-2015,575.0,1085.0,8576.0,9700.0,10382.5,10749.0,96.5,10883.0,,15456.0,8323.5,,13077.0,9287.5,15444.5
-30.336111,27.359444,09-12-2015,637.0,1222.5,8426.0,9831.0,10951.0,12896.0,20.5,10233.0,,15002.5,3740.0,,9263.5,9426.5,9984.5
-34.092222,21.295278,09-12-2015,1173.0,2484.0,6723.0,9822.0,10067.0,10295.0,99.0,9956.0,,19716.0,201.0,,12862.5,8694.5,16575.0
-29.641944,30.6875,10-12-2015,1396.5,3135.5,5883.0,-9999.0,9639.0,9843.0,-9999.0,9190.0,91.5,14753.0,1400.5,,12035.0,8905.0,14268.0
-22.769722,30.886944,10-12-2015,886.0,1798.0,7896.0,9616.0,10191.0,10862.0,,11732.0,,15989.0,3854.0,,13836.0,8941.0,16880.0
-28.801278,31.955389,10-12-2015,1358.0,2979.0,6436.0,9825.0,10042.5,9896.0,18.0,9873.5,,18219.5,741.5,,11080.0,9025.5,13989.0
-27.38972222,26.46388889,10-12-2015,909.0,1818.0,7589.0,9634.5,9953.0,9897.5,98.0,9190.0,8.0,9858.5,1341.0,45376.5,8696.5,9153.5,9156.5
-27.935,26.126667,10-12-2015,901.0,1797.0,7620.5,9623.0,11116.0,12352.0,77.5,10622.5,8.0,14550.0,2540.5,49510.5,15848.5,9950.0,18253.0
-33.897778,20.012778,12-01-2012,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-33.897778,20.012778,01-03-2012,998.0,2053.0,7432.0,9687.0,9098.0,8948.0,42.0,9302.0,8.0,13971.0,917.0,45552.0,9116.0,8488.0,10929.0
-27.398611,26.614722,10-12-2015,908.0,1815.0,7593.0,9792.5,10043.0,10441.5,62.0,9673.5,8.0,15670.5,176.0,46589.0,11729.5,9152.0,14419.0
-30.679722,26.7125,10-12-2015,721.0,1405.0,8215.0,9681.0,10590.0,11571.0,99.0,10905.0,,14320.0,2457.5,,10987.0,9116.5,12545.5
-33.897778,20.012778,19-06-2012,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.4,26.624722,10-12-2015,908.0,1816.0,7591.5,9747.5,11008.0,11156.0,58.5,9543.5,9.0,16455.0,160.5,46346.0,12663.0,9523.5,15607.0
-34.250556,20.9925,11-12-2015,1153.0,2442.0,6756.0,9767.0,9277.0,9441.0,22.0,9809.5,,14681.0,559.5,,11363.5,8298.5,14205.0
-28.735556,29.820556,14-12-2015,861.0,1709.0,7742.0,9673.0,10094.0,11092.5,76.0,9692.5,8.0,14266.5,2088.5,46763.0,11234.5,9105.5,13725.0
-33.897778,20.012778,18-01-2013,1413.0,3123.0,6134.0,-9999.0,,,-9999.0,9004.0,-9999.0,,-9999.0,,,,
-26.619444,27.980833,14-12-2015,589.5,1122.0,8465.5,9701.0,10084.0,10116.0,52.5,9897.0,9.0,16552.0,408.0,46812.0,12834.5,8917.0,15522.5
-24.679167,30.8025,15-12-2015,665.0,1287.0,8242.0,9722.0,9712.5,10459.5,,10807.5,,15157.5,472.0,,13936.0,8576.0,15677.5
-27.169444,29.233889,15-12-2015,643.0,1214.0,8213.0,9817.0,10467.5,10848.0,,10875.5,,16276.5,2768.0,,14775.5,9456.5,18718.5
-26.510278,28.351389,15-12-2015,611.0,1168.0,8409.0,9573.0,10094.0,10897.5,,9674.0,9.0,14200.5,201.0,46544.5,13468.0,9045.5,15511.5
-27.671111,27.236944,15-12-2015,445.0,819.0,8871.0,9718.5,10436.5,10774.5,96.5,9785.0,8.0,15212.0,103.0,46231.0,12788.5,9474.0,15117.5
-29.161667,23.696389,16-12-2015,397.0,717.0,9052.0,9876.0,10056.0,9275.0,90.0,9153.0,8.0,8258.5,122.0,44274.0,7726.0,9096.0,7857.0
-25.127778,27.628889,16-12-2015,1269.0,2633.0,6562.0,9736.0,10249.0,11609.0,42.0,11571.0,33.0,14463.5,1993.0,52982.5,16930.5,9292.0,18168.0
-25.20639,27.558,16-12-2015,1274.5,2646.0,6542.5,9619.0,10331.0,10865.5,54.0,10213.5,9.0,15552.0,1188.5,49360.5,12168.0,9412.0,14998.0
-27.602222,29.942778,16-12-2015,780.5,1521.5,7899.5,9624.0,9801.5,10413.5,36.0,10824.0,,13816.5,1955.5,,13339.5,8854.0,15297.0
-27.00222,28.76528,16-12-2015,677.0,1310.0,8251.0,-9999.0,11065.0,11974.5,-9999.0,9897.0,8.0,14459.5,894.5,,15737.0,9997.0,18256.0
-27.02314,28.59389,16-12-2015,638.0,1225.0,8352.0,9664.5,10407.0,10574.0,,9432.0,9.0,13269.5,158.5,45775.5,11509.0,9462.5,13325.5
-27.273889,28.49,16-12-2015,616.0,1177.5,8407.5,9819.5,9167.5,9420.0,24.5,9264.0,32.0,13280.5,1681.5,45291.0,9143.5,8467.0,10613.5
-27.4275,28.525833,16-12-2015,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,-9999.0,-9999.0,,-9999.0,,,,
-27.3,28.586944,16-12-2015,622.0,1190.5,8391.5,-9999.0,10919.0,12479.5,-9999.0,11106.0,18.0,15376.0,881.5,,16254.0,9428.0,18577.0
-33.897778,20.012778,26-02-2015,750.0,1484.0,8042.0,9664.0,12935.0,13514.0,42.0,8423.0,,18327.0,,,15948.0,10480.0,17881.0
-27.398611,26.614722,16-12-2015,1030.0,2073.0,7268.0,9793.5,10147.5,10350.0,62.0,10306.0,8.0,16049.5,212.5,48538.5,12048.5,9183.0,14559.5
-29.033333,23.983333,16-12-2015,377.0,675.0,9098.0,9673.0,10568.5,11491.5,73.0,11515.5,8.0,15742.5,773.5,49999.0,13464.5,9453.0,15732.0
-33.897778,20.012778,21-05-2015,578.0,1148.0,8442.0,9664.0,8561.0,8472.0,42.0,8142.0,,13458.0,1907.0,,8591.0,7768.0,10027.0
-33.897778,20.012778,27-08-2015,392.0,721.0,8989.0,9687.0,8896.0,8772.0,42.0,7962.0,9.0,12846.0,2850.0,41761.0,9302.0,8339.0,10593.0
-33.897778,20.012778,29-10-2015,1040.0,2179.0,7143.0,9687.0,9104.0,8911.0,42.0,8892.0,9.0,14192.0,639.0,44780.0,9029.0,8288.0,11067.0
-33.897778,20.012778,03-12-2015,1051.0,2203.0,7296.0,9664.0,9037.0,8612.0,42.0,9217.0,,14940.0,,,9872.0,8007.0,11455.0
-27.4,26.624722,16-12-2015,1031.0,2074.0,7266.0,9747.5,11249.5,11189.0,58.5,10380.5,8.0,18988.0,216.0,48889.5,13577.0,9622.0,17167.5
-24.183889,30.823889,17-12-2015,1144.5,2389.0,7013.0,9661.0,10420.5,11489.0,48.5,10621.5,,16384.5,89.5,,12997.5,8963.5,15537.5
-29.161667,30.629722,17-12-2015,1080.5,2289.0,6923.0,9773.5,9786.5,10189.5,67.0,9860.0,31.5,14109.0,1225.5,47796.0,13382.5,9012.5,15503.0
-27.802778,28.768333,17-12-2015,693.0,1342.5,8202.0,-9999.0,9957.0,10462.0,-9999.0,10008.5,8.0,12482.0,503.5,,13257.5,9121.5,15693.0
-29.744167,29.905833,18-12-2015,1175.0,2438.5,6730.5,9735.0,10461.5,10724.5,69.0,9860.0,62.0,15344.5,962.5,48074.5,12747.0,9203.5,14948.5
-27.902778,24.615556,18-12-2015,1007.0,1995.0,7440.0,9736.0,11855.0,13360.5,78.0,12085.0,,17435.0,383.0,,19372.5,10147.5,22040.0
-25.99136,27.84208,21-12-2015,1052.0,2144.0,7219.0,9682.0,9658.0,9753.0,39.0,10510.5,,16234.5,762.0,,12844.5,8686.5,15243.5
-26.73806,27.59194,21-12-2015,923.0,1837.0,7584.5,9904.0,9100.0,9075.5,33.0,9888.0,,9712.0,1051.0,,8102.5,8229.0,8436.5
-26.45,28.085833,21-12-2015,966.0,1943.0,7455.0,9694.5,9962.5,10326.0,89.5,11206.0,,15992.5,314.0,,13642.0,9044.5,16118.0
-28.404444,30.013056,22-12-2015,1076.0,2225.5,6986.5,9863.0,10745.0,11494.0,23.0,10492.0,42.0,14952.0,545.5,49397.5,15874.0,9794.0,19125.0
-27.00222,28.76528,22-12-2015,833.0,1639.0,7839.0,-9999.0,11006.5,11792.0,-9999.0,10864.5,,15221.5,134.5,,15443.5,9857.0,17836.0
-26.970278,27.211111,22-12-2015,1089.0,2209.0,7028.0,9692.0,9834.0,9697.0,128.0,9004.0,8.0,9642.0,2176.5,45353.0,8829.0,9216.0,9181.5
-26.880278,26.965,22-12-2015,1068.0,2158.0,7108.0,9745.0,10629.0,11458.0,118.0,11254.5,8.0,14251.0,2094.5,51506.0,15750.0,9673.0,18349.0
-27.273889,28.49,22-12-2015,803.0,1571.5,7914.5,9833.0,8991.5,8946.5,24.5,9873.0,,13016.0,1156.5,,8802.5,8152.0,10373.0
-25.45963889,28.26430556,22-12-2015,1212.0,2516.0,6828.0,9621.0,9917.0,10282.5,176.0,11084.5,,16178.0,1048.0,,13168.5,8865.0,15580.5
