Latitude,Longitude,Sample Date,blue,drad,red,green,urad,lwir,emsd,emis,trad,atran,swir16,atmos_opacity,swir22,nir08,cdist
-26.861111,28.884722,14-05-2012,8656.5,539.0,8959.5,8834.5,1019.5,42324.0,,9556.5,7980.5,8481.0,9584.5,38.0,8564.0,9839.5,37.5
-26.45,28.085833,14-05-2012,9634.0,575.0,11671.5,10490.0,1099.0,44395.0,89.5,9671.5,8818.0,8384.0,17932.0,29.0,14046.0,15192.0,220.0
-25.681111,31.783333,15-05-2012,9486.5,1071.0,10597.5,10233.0,2252.0,43942.0,,9742.0,8650.5,7057.0,12258.5,10.0,10870.0,13542.0,564.0
-25.398889,31.610556,15-05-2012,9291.5,1035.0,10406.0,10071.0,2168.0,44438.0,35.0,9761.0,8818.0,7165.0,14143.5,10.0,12222.5,13905.5,613.5
-27.00222,28.76528,15-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.648056,27.089444,15-05-2012,8592.5,229.0,9954.0,9431.5,391.0,42619.5,74.0,9785.5,8390.0,9417.0,15687.0,9.0,12281.5,14091.0,390.5
-33.38056,19.30167,15-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.45963889,28.26430556,15-05-2012,9200.0,745.0,10013.0,9773.0,1476.0,44125.0,176.0,9636.0,8595.0,7919.0,13801.0,49.5,11238.0,14798.0,560.0
-28.068333,31.55,15-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.81048333,27.90955222,16-05-2012,9070.0,687.0,9869.0,9655.0,1346.0,43429.5,106.0,9608.0,8446.0,8084.0,14096.0,103.0,11368.0,13320.5,147.5
-24.768889,31.39,16-05-2012,10245.0,352.0,13405.0,11934.5,646.0,43423.5,96.0,9592.0,8539.0,9084.0,20121.5,9.0,17553.0,17994.0,1719.5
-29.033333,23.983333,16-05-2012,9374.0,613.0,10287.0,10061.5,1181.0,42696.0,73.0,9678.0,8223.0,8330.0,13031.0,67.0,10953.5,15457.5,387.5
-34.092222,21.295278,16-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-33.13083,18.86278,16-05-2012,9275.5,607.0,11420.0,10722.0,1187.0,44053.5,85.0,9742.0,8855.0,8475.0,13029.5,9.0,11280.0,14694.0,1437.0
-24.99328,30.81444,17-05-2012,8175.0,208.0,9457.5,8944.0,348.0,42900.0,,9809.0,8539.0,9481.0,13797.0,9.0,10933.0,13903.0,2645.0
-33.970833,22.548333,17-05-2012,7897.5,631.0,8135.0,8471.0,1244.0,40766.0,47.0,9738.0,7553.0,8205.0,10244.0,10.0,8459.0,14582.0,274.0
-25.436111,31.982222,18-05-2012,9154.5,1106.0,10295.5,10042.5,2347.0,,-9999.0,-9999.0,8706.0,6945.0,13525.0,12.5,11586.0,12925.5,427.0
-25.14944444,31.94055556,18-05-2012,9457.0,435.0,12050.5,10679.0,820.0,,-9999.0,-9999.0,9022.5,8848.5,17193.0,8.0,15531.0,14435.0,6152.5
-29.7775,29.470833,21-05-2012,8872.5,250.0,11284.0,9785.0,436.5,40351.5,,9816.0,7516.0,9334.0,15402.0,9.0,12477.0,14298.0,3473.0
-29.987778,29.851667,21-05-2012,8120.0,357.0,8722.0,8693.0,653.0,40007.0,76.0,9815.5,7404.0,9061.0,11691.5,9.0,9682.0,13974.5,4975.5
-29.744167,29.905833,21-05-2012,16776.0,690.0,18781.0,17701.5,1380.5,39085.5,69.0,9725.0,6921.0,7898.5,25178.5,25.0,22990.5,23062.0,
-30.27402,30.69602,21-05-2012,8184.5,740.0,8768.5,8951.5,1469.0,,-9999.0,-9999.0,8148.0,7820.0,12187.0,11.0,9575.0,14927.5,242.0
-26.73806,27.59194,21-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-33.818056,19.694722,21-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.01011111,26.69808333,22-05-2012,8153.0,225.0,8705.0,8714.0,381.0,41804.0,67.0,9724.0,7999.0,9431.0,10408.5,9.0,9166.0,11286.0,103.5
-34.065833,20.404167,22-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-24.679167,30.8025,22-05-2012,8706.0,219.0,10703.0,9630.0,370.0,43010.0,,9709.0,8501.5,9456.0,15356.0,9.0,13524.0,13297.5,4569.0
-24.183889,30.823889,22-05-2012,8602.0,322.0,9479.5,9361.0,583.0,43512.5,48.5,9649.5,8669.5,9219.0,11359.0,9.0,9916.0,13878.0,3124.5
-25.127778,27.628889,22-05-2012,9501.5,408.0,11175.5,10118.0,761.0,43064.0,42.0,9741.5,8501.5,8934.0,17195.5,12.0,14379.0,13584.0,196.5
-25.20639,27.558,22-05-2012,9406.0,328.0,10222.0,10066.0,591.0,42158.0,54.0,9600.0,8111.0,9158.5,12541.5,20.0,10319.0,13972.5,270.5
-24.69514,27.40906,22-05-2012,9047.5,324.0,10242.5,9987.0,584.0,42303.5,117.5,9756.5,8185.0,9172.0,12085.0,9.0,9869.5,13909.0,375.0
-27.363611,31.783333,22-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.733889,29.828333,22-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.169444,29.233889,22-05-2012,9245.0,262.0,11199.0,10219.0,458.0,42579.5,,9795.5,8334.0,9276.0,18042.0,8.0,14477.0,14240.5,1798.5
-26.880278,26.965,22-05-2012,8613.5,234.0,10385.0,9536.0,400.0,42416.0,118.0,9757.5,8297.0,9405.0,15968.0,9.0,12425.0,14036.0,695.5
-26.98472222,26.63227778,22-05-2012,8930.0,223.0,10787.0,9875.0,378.0,43380.5,77.0,9704.0,8632.0,9436.0,15653.5,8.0,13723.0,13692.5,250.5
-29.160278,26.573333,22-05-2012,8708.5,212.0,9942.5,9389.0,357.0,41953.0,88.0,9677.0,8037.0,9455.0,13526.0,8.0,11578.0,12979.5,1272.5
-30.336111,27.359444,22-05-2012,4710.5,581.0,5096.0,5084.0,1113.0,20554.0,-4991.5,-91.0,7702.0,8354.0,3826.5,-4995.0,3634.0,4605.5,-4512.0
-33.501667,21.624167,22-05-2012,8448.5,653.0,8855.0,8932.5,1290.0,40073.0,65.0,9626.0,7218.0,8079.0,11356.5,9.0,9466.0,11931.0,594.0
-34.075556,20.145556,22-05-2012,8735.5,403.5,10204.0,9898.0,745.5,41169.0,59.0,9603.0,7627.0,8885.5,14863.0,9.0,11809.0,15717.5,38.5
-33.897778,20.012778,22-05-2012,8185.0,1284.0,8664.0,8904.0,2807.0,44296.0,42.0,9687.0,8632.0,6341.0,10627.0,10.0,8752.0,13667.0,688.0
-24.058889,31.237222,23-05-2012,8622.5,375.0,9716.5,9417.0,697.0,43707.0,49.0,9620.0,8744.0,9085.0,12724.0,9.0,10912.5,14291.5,665.0
-30.398056,30.601944,23-05-2012,7994.0,729.0,8448.0,8781.0,1445.0,,-9999.0,-9999.0,7962.0,7843.0,11495.0,9.0,8904.0,17938.5,1564.0
-30.160091,27.40124,23-05-2012,9945.0,571.0,11259.0,10694.0,1092.0,42142.5,124.0,9714.0,7999.5,8383.0,15062.0,19.0,12002.5,14203.0,64.5
-28.69485,28.23487,23-05-2012,8712.0,358.0,9602.0,9420.0,649.0,40684.0,,9839.0,7516.0,8939.0,12893.5,9.0,10827.0,13324.0,687.5
-28.883333,27.89,23-05-2012,9144.0,463.0,9921.5,9762.0,863.0,42532.0,,9411.0,8055.5,8727.0,12227.0,23.0,10596.0,13563.5,57.0
-34.005833,22.351111,23-05-2012,8572.0,668.5,9146.5,9335.5,1330.0,41591.0,80.5,9650.0,7776.0,8075.0,13178.0,12.0,10518.0,15806.0,243.0
-29.641944,30.6875,24-05-2012,8685.5,1159.0,9075.5,9187.0,2498.0,,-9999.0,-9999.0,8148.0,6672.0,11663.5,226.0,9491.0,13271.0,1885.0
-30.830556,26.921389,24-05-2012,9074.0,594.0,9492.0,9557.0,1143.0,41497.0,59.0,9720.0,7794.5,8316.0,10708.0,9.0,9544.0,11087.5,2536.5
-29.380556,30.2775,24-05-2012,8905.0,641.0,9597.5,9483.0,1246.0,43065.0,94.0,9708.0,8334.0,8204.5,13445.0,143.0,10605.0,13391.5,105.5
-30.679722,26.7125,24-05-2012,8795.0,305.0,9676.5,9789.0,547.0,39486.0,99.0,9719.0,7144.0,9119.0,8872.0,9.0,8254.5,9367.5,92.0
-29.615556,27.065278,24-05-2012,9709.0,563.0,11021.5,10638.5,1074.0,42150.5,71.0,9611.0,7943.5,8412.0,13021.0,36.0,11106.0,13827.5,894.5
-34.031944,22.053333,24-05-2012,8012.0,853.0,8718.0,8599.0,1738.0,45498.0,81.0,9652.0,9450.0,7957.0,11165.0,9.0,9693.0,11373.0,1058.0
-34.039722,22.133333,24-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.398056,30.601944,25-05-2012,7994.0,729.0,8448.0,8781.0,1445.0,,-9999.0,-9999.0,7962.0,7843.0,11495.0,9.0,8904.0,17938.5,1564.0
-30.27402,30.69602,25-05-2012,8184.5,740.0,8768.5,8951.5,1469.0,,-9999.0,-9999.0,8148.0,7820.0,12187.0,11.0,9575.0,14927.5,242.0
-29.658056,25.973333,25-05-2012,8586.5,201.0,9543.0,9438.0,335.0,41271.0,69.0,9687.0,7776.0,9485.0,12465.0,9.0,10720.5,12051.5,5029.5
-31.000833,26.353056,25-05-2012,8374.0,200.0,9216.0,8972.0,333.0,39762.0,56.0,9722.0,7218.0,9483.0,9963.0,9.0,8933.0,10544.0,220.0
-28.460833,21.248889,25-05-2012,8702.0,515.0,9374.0,9526.0,984.0,42453.0,66.0,9822.5,8334.0,8702.0,10912.5,9.0,9404.0,13769.5,22.5
-29.803611,30.516111,25-05-2012,8674.5,507.0,9589.0,9585.0,958.0,42182.5,112.0,9790.0,8055.5,8516.0,13137.0,9.0,10630.0,15341.0,541.0
-29.758889,30.935278,26-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-28.760833,17.730278,27-05-2012,21531.0,527.0,22817.5,22105.0,1022.0,28069.5,,9880.0,4037.5,8605.0,18269.0,8.0,17009.0,23472.5,
-25.99136,27.84208,28-05-2012,4450.5,333.0,4784.0,4577.0,606.0,21155.5,-4980.0,-181.0,8185.0,9111.0,6504.5,-4995.0,5277.5,5926.0,-4950.5
-26.861111,28.884722,28-05-2012,9239.0,283.5,10611.0,9776.0,503.0,43083.5,,9561.0,8390.5,9250.0,15782.5,9.0,12743.5,12897.0,1617.0
-26.970278,27.211111,28-05-2012,8346.0,229.0,8804.0,8856.5,394.5,40348.5,128.0,9876.0,7516.0,9380.0,7922.0,9.0,7676.0,8303.0,1657.5
-26.45,28.085833,28-05-2012,9929.0,306.0,12719.5,10867.0,549.0,43075.0,89.5,9671.5,8446.0,9180.0,18885.0,10.0,14808.5,15992.0,93.5
-27.01011111,26.69808333,29-05-2012,8459.0,223.0,9073.5,8869.0,382.0,41155.0,67.0,9723.0,7739.0,9401.0,10258.5,8.0,9185.0,10633.5,97.5
-29.380556,30.2775,29-05-2012,8905.0,641.0,9597.5,9483.0,1246.0,43065.0,94.0,9708.0,8334.0,8204.5,13445.0,143.0,10605.0,13391.5,105.5
-27.00222,28.76528,29-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.648056,27.089444,29-05-2012,8926.0,229.0,10872.5,9697.0,394.0,42057.0,74.0,9773.0,8129.5,9381.0,16870.0,9.0,12889.0,13940.0,77.5
-26.880278,26.965,29-05-2012,8955.0,230.0,11052.0,9824.0,396.0,41666.0,118.0,9734.5,7962.0,9380.0,16857.0,9.0,13120.0,13889.5,605.0
-26.98472222,26.63227778,29-05-2012,9145.5,233.0,11289.5,10199.0,402.0,42729.0,77.0,9703.0,8353.0,9373.0,16056.5,8.0,13502.5,13516.0,221.5
-31.000833,26.353056,29-05-2012,8382.0,320.0,9447.0,8968.0,578.0,39501.0,56.0,9716.0,7069.0,9064.0,9637.0,9.0,9114.0,10114.0,199.0
-25.45963889,28.26430556,29-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-29.161667,23.696389,30-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-24.282222,28.090278,30-05-2012,8728.0,342.0,9982.5,9339.0,620.0,43398.0,103.0,9714.0,8595.0,9082.0,14822.0,9.0,11865.0,13354.5,2265.5
-27.937778,31.209444,30-05-2012,8900.5,905.0,9278.0,9347.0,1841.5,,-9999.0,-9999.0,8260.0,7449.5,12235.5,75.0,10028.0,13460.0,2038.5
-28.404444,30.013056,30-05-2012,8574.0,492.0,9755.0,9214.0,932.0,42121.5,23.0,9861.0,8111.0,8598.0,15448.0,9.0,12070.0,12381.0,2358.5
-28.1175,26.719444,30-05-2012,9097.0,210.0,10614.0,9889.5,354.0,41575.0,54.0,9758.0,7925.0,9434.0,14702.0,9.0,12181.0,12668.5,667.0
-28.44555556,32.325,12-05-2012,8576.5,773.5,9266.5,9445.0,1555.0,42660.0,,9840.0,8185.0,7737.0,12606.0,24.0,9989.0,17955.0,990.0
-24.670833,28.560833,31-05-2012,8870.0,356.0,10383.0,9633.0,650.0,43108.0,26.5,9634.0,8446.0,9077.0,15441.5,9.0,12137.5,13836.0,1471.0
-27.573056,24.746389,31-05-2012,9396.5,612.0,10634.0,10302.0,1182.0,44225.0,68.0,9673.0,8781.0,8331.0,14787.0,60.0,12236.0,13977.0,102.0
-30.679722,26.7125,31-05-2012,8795.0,305.0,9676.5,9789.0,547.0,39486.0,99.0,9719.0,7144.0,9119.0,8872.0,9.0,8254.5,9367.5,92.0
-28.44555556,32.325,12-07-2012,8886.5,823.0,10028.0,9687.0,1666.0,42507.0,,9807.0,8148.0,7622.5,13902.0,45.0,11704.0,14879.5,1061.0
-33.38056,19.30167,31-05-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-33.13083,18.86278,31-05-2012,9275.5,607.0,11420.0,10722.0,1187.0,44053.5,85.0,9742.0,8855.0,8475.0,13029.5,9.0,11280.0,14694.0,1437.0
-29.161667,23.696389,01-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-28.7115,24.07288889,01-06-2012,8988.5,412.0,10526.5,9907.0,765.0,41028.5,72.0,9647.0,7608.5,8863.0,12230.0,8.0,10637.0,11878.5,2575.5
-27.5275,30.858056,01-06-2012,9081.5,758.5,10185.5,9815.0,1506.5,43056.5,63.0,9714.0,8278.5,7835.5,14502.5,18.5,11442.0,14750.0,1210.0
-29.1825,23.575556,01-06-2012,9030.5,406.5,9348.5,9669.0,753.5,40309.5,84.0,9698.0,7385.5,8880.5,10689.5,9.0,9297.5,11496.5,412.5
-26.73806,27.59194,04-06-2012,8778.0,227.0,9650.0,9409.5,390.0,40679.5,33.0,9804.5,7627.0,9384.0,8506.5,9.0,8076.0,10034.0,101.5
-32.502778,19.535833,04-06-2012,9985.0,517.5,13687.5,12002.0,987.5,44282.0,54.0,9520.0,8836.5,8698.0,18863.0,8.0,16243.0,16640.5,2813.5
-25.127778,27.628889,05-06-2012,9118.0,328.0,10972.0,9881.0,593.0,43248.5,42.0,9738.0,8576.5,9130.0,16899.0,9.0,13997.0,13431.0,1289.5
-25.20639,27.558,05-06-2012,9024.0,326.0,10300.0,9887.0,588.0,42280.0,54.0,9619.0,8111.0,9137.0,12922.5,11.0,10740.5,13653.0,775.0
-24.69514,27.40906,05-06-2012,4183.5,-4820.5,4551.5,4570.5,-4673.0,20925.0,-4977.5,-208.0,-981.0,-473.5,4450.5,-4995.0,3959.0,5159.5,-4829.5
-26.006389,29.253889,05-06-2012,8383.0,201.0,9107.5,8736.5,338.5,40864.0,71.0,9531.0,7460.0,9431.5,11484.0,9.0,10383.0,10296.0,951.0
-28.747778,31.745833,05-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.169444,29.233889,05-06-2012,9245.0,262.0,11199.0,10219.0,458.0,42579.5,,9795.5,8334.0,9276.0,18042.0,8.0,14477.0,14240.5,1798.5
-34.250556,20.9925,05-06-2012,7682.0,374.0,7978.0,8230.0,683.0,39554.0,22.0,9775.0,7181.0,8979.0,9770.0,9.0,8573.0,11170.0,1165.5
-25.57877778,29.12747222,05-06-2012,9006.5,268.0,11037.0,9922.0,470.0,42120.5,,9384.0,7832.0,9246.5,16228.0,9.0,13314.5,13501.5,966.0
-23.658056,31.05,06-06-2012,9009.5,330.0,10648.0,9924.0,601.5,44482.0,,9662.0,9078.5,9196.5,15325.0,8.0,12828.5,13838.0,2784.5
-28.801278,31.955389,06-06-2012,8915.5,626.0,9844.0,9823.0,1229.0,42768.5,18.0,9791.5,8372.0,8343.0,13442.5,39.0,10135.5,14551.0,494.5
-27.02314,28.59389,06-06-2012,8688.0,208.0,9813.5,9459.0,353.0,39937.5,,9732.0,7218.0,9406.0,11613.0,8.0,10128.0,10710.5,92.5
-27.4275,28.525833,06-06-2012,9831.0,203.0,13599.0,11392.0,343.5,,-9999.0,-9999.0,7553.0,9420.5,19826.0,8.0,16146.0,16638.0,830.5
-27.3,28.586944,06-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-28.141944,26.417778,06-06-2012,8740.0,212.0,10199.0,9406.5,360.0,41748.0,48.5,9712.0,7925.0,9426.0,15040.5,9.0,12382.0,12939.0,782.5
-28.1175,26.719444,06-06-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-28.44555556,32.325,08-08-2012,8886.5,823.0,10028.0,9687.0,1666.0,42507.0,,9807.0,8148.0,7622.5,13902.0,45.0,11704.0,14879.5,1061.0
-33.7075,18.97444444,06-06-2012,4059.0,-4662.0,4326.0,4429.0,-4333.5,21821.0,-4952.0,-183.5,-683.5,-866.0,4896.5,-4995.0,4288.0,5261.0,-4966.0
-33.72266667,18.61691667,06-06-2012,9079.5,641.0,10736.5,10101.5,1259.0,44277.5,111.0,9654.0,8911.0,8362.0,15762.0,9.0,12525.0,14730.5,119.0
-29.140556,31.391944,07-06-2012,9206.5,666.0,10046.5,10049.5,1315.0,42386.5,68.0,9720.5,8204.0,8223.0,10257.0,77.0,9352.0,10971.0,3.5
-23.838611,31.640833,07-06-2012,8784.0,323.0,9652.0,9502.0,588.0,42602.0,49.0,9671.0,8297.0,9165.0,10884.0,9.0,9767.0,13155.5,4876.0
-28.44555556,32.325,12-09-2012,9217.0,1090.0,10737.0,10391.5,2336.0,44073.0,,9807.5,8781.0,7033.0,15007.0,206.0,12099.0,16928.5,919.0
-28.75,30.442778,07-06-2012,12372.0,929.0,12890.0,12721.5,1901.0,42129.0,88.0,9685.0,7999.0,7414.0,14746.5,86.0,13207.5,14604.0,
-29.161667,30.629722,07-06-2012,8892.5,781.0,10110.0,9692.5,1564.5,43848.5,71.0,9770.5,8613.5,7795.5,15414.5,172.5,13174.0,13717.5,821.0
-27.398611,26.614722,07-06-2012,8655.0,223.0,9671.0,9189.0,382.0,40916.5,62.0,9782.5,7702.0,9401.0,12710.0,8.0,10519.0,13577.0,38.0
-27.671111,27.236944,07-06-2012,9405.5,205.0,10952.5,10112.5,347.0,40365.0,96.5,9695.0,7404.0,9422.0,13954.5,9.0,11821.5,13308.0,23.0
-27.5275,30.858056,25-08-2011,9626.5,548.5,11205.0,10341.5,1055.0,43671.5,63.0,9714.0,8725.0,8609.0,16339.5,63.0,13482.5,13723.0,1564.0
-27.4,26.624722,07-06-2012,8814.0,223.0,10139.0,9539.0,382.0,41330.0,58.5,9747.5,7813.5,9401.0,14458.0,8.0,11762.5,12868.5,73.0
-25.99136,27.84208,11-06-2012,9081.0,203.0,10243.0,9596.5,343.0,41043.0,39.0,9676.0,7646.0,9433.0,15000.0,9.0,12587.0,13152.0,97.5
-26.861111,28.884722,11-06-2012,9026.0,196.5,11044.0,9917.0,331.0,41017.5,,9570.5,7590.0,9439.0,16923.0,8.0,13649.0,13179.0,433.5
-27.671111,27.236944,11-06-2012,9405.5,205.0,10952.5,10112.5,347.0,40365.0,96.5,9695.0,7404.0,9422.0,13954.5,9.0,11821.5,13308.0,23.0
-31.554722,29.245556,11-06-2012,8318.0,553.0,9044.0,9345.0,1072.5,42691.0,93.0,9830.0,8409.0,8559.5,14308.0,9.0,10543.5,17850.5,1274.5
-33.818056,19.694722,11-06-2012,8464.0,454.0,9178.5,8999.0,854.5,40460.0,73.0,9628.5,7367.0,8718.5,10125.5,8.0,8997.0,11392.0,2533.0
-27.935,26.126667,12-06-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.141944,26.417778,12-06-2012,8740.0,212.0,10199.0,9406.5,360.0,41748.0,48.5,9712.0,7925.0,9426.0,15040.5,9.0,12382.0,12939.0,782.5
-29.658056,25.973333,12-06-2012,8669.0,236.0,9909.5,9543.0,406.0,40948.5,69.0,9687.0,7608.5,9338.0,12674.0,9.0,10634.5,11938.5,947.5
-31.000833,26.353056,12-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.534167,24.961944,12-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-31.104278,29.399722,12-06-2012,8060.0,510.5,8697.0,8641.5,977.5,40346.5,26.0,9755.0,7516.0,8686.5,10433.0,9.0,9159.0,11919.0,1402.0
-34.075556,20.145556,12-06-2012,8735.5,403.5,10204.0,9898.0,745.5,41169.0,59.0,9603.0,7627.0,8885.5,14863.0,9.0,11809.0,15717.5,38.5
-25.45963889,28.26430556,12-06-2012,8945.5,251.0,10459.0,9652.0,437.0,41725.0,176.0,9636.0,7851.0,9296.0,14268.0,9.0,11882.5,13984.5,644.0
-28.068333,31.55,12-06-2012,8583.0,598.0,9732.5,9358.0,1162.5,42826.0,,9744.0,8297.0,8264.5,13216.5,11.0,11323.0,13404.5,1102.5
-29.161667,23.696389,13-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-25.81048333,27.90955222,13-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.00222,28.76528,13-06-2012,8831.5,206.0,10482.0,9564.0,350.0,,-9999.0,-9999.0,7422.5,9409.0,15665.5,8.0,12623.0,12102.0,1542.0
-28.1175,26.719444,13-06-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-30.534167,24.961944,13-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.568333,29.422778,13-06-2012,8419.5,297.5,9940.0,9060.0,532.0,40493.0,45.0,9753.0,7516.0,9213.5,15051.5,9.0,12046.0,13501.0,152.0
-30.570833,29.150556,13-06-2012,8699.5,275.0,10533.5,9601.0,486.0,40041.0,51.5,9674.0,7311.5,9274.0,14189.5,9.0,11833.0,12739.5,880.5
-29.161667,23.696389,14-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.905,32.324722,14-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-27.602222,29.942778,14-06-2012,8702.0,298.0,10447.5,9416.0,530.0,43651.0,36.0,9635.0,8632.0,9184.5,14910.0,9.0,11893.5,14125.0,1348.0
-27.935,26.126667,14-06-2012,9105.0,222.0,10577.5,9783.5,381.0,42067.5,77.5,9623.0,7999.0,9401.0,15834.5,9.0,13403.5,12260.5,379.0
-28.1175,26.719444,14-06-2012,9046.0,210.0,10657.5,9924.0,355.0,41642.0,54.0,9699.0,7925.0,9434.0,14590.5,9.0,12144.5,12548.0,667.0
-31.000833,26.353056,14-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-30.679722,26.7125,14-06-2012,8946.0,194.0,9530.0,9827.0,326.0,38061.0,99.0,9814.0,6623.0,9445.0,8947.0,9.0,7977.0,9084.0,107.5
-30.160091,27.40124,14-06-2012,9007.0,167.0,10743.0,9819.5,275.0,38242.5,124.0,9714.0,6623.0,9521.0,13915.0,9.0,11648.5,12724.0,724.0
-30.86013889,29.07125,14-06-2012,8831.0,404.0,10246.0,9698.0,753.0,40985.5,31.5,9794.0,7739.0,8948.0,12146.5,9.0,10156.0,11742.0,4085.0
-28.7115,24.07288889,15-06-2012,8988.5,412.0,10526.5,9907.0,765.0,41028.5,72.0,9647.0,7608.5,8863.0,12230.0,8.0,10637.0,11878.5,2575.5
-27.01011111,26.69808333,15-06-2012,8459.0,223.0,9073.5,8869.0,382.0,41155.0,67.0,9723.0,7739.0,9401.0,10258.5,8.0,9185.0,10633.5,97.5
-29.641944,30.6875,15-06-2012,8685.5,1159.0,9075.5,9187.0,2498.0,,-9999.0,-9999.0,8148.0,6672.0,11663.5,226.0,9491.0,13271.0,1885.0
-26.648056,27.089444,15-06-2012,8926.0,229.0,10872.5,9697.0,394.0,42057.0,74.0,9773.0,8129.5,9381.0,16870.0,9.0,12889.0,13940.0,77.5
-26.970278,27.211111,15-06-2012,8346.0,229.0,8804.0,8856.5,394.5,40348.5,128.0,9876.0,7516.0,9380.0,7922.0,9.0,7676.0,8303.0,1657.5
-26.880278,26.965,15-06-2012,8955.0,230.0,11052.0,9824.0,396.0,41666.0,118.0,9734.5,7962.0,9380.0,16857.0,9.0,13120.0,13889.5,605.0
-26.98472222,26.63227778,15-06-2012,9145.5,233.0,11289.5,10199.0,402.0,42729.0,77.0,9703.0,8353.0,9373.0,16056.5,8.0,13502.5,13516.0,221.5
-27.398611,26.614722,15-06-2012,8655.0,223.0,9671.0,9189.0,382.0,40916.5,62.0,9782.5,7702.0,9401.0,12710.0,8.0,10519.0,13577.0,38.0
-29.1825,23.575556,15-06-2012,9030.5,406.5,9348.5,9669.0,753.5,40309.5,84.0,9698.0,7385.5,8880.5,10689.5,9.0,9297.5,11496.5,412.5
-22.91028,29.61111,18-06-2012,8960.0,381.0,10370.0,9745.0,701.0,,-9999.0,-9999.0,8018.0,8941.0,13381.5,8.0,11338.0,13961.0,2703.0
-29.7775,29.470833,18-06-2012,8872.5,250.0,11284.0,9785.0,436.5,40351.5,,9816.0,7516.0,9334.0,15402.0,9.0,12477.0,14298.0,3473.0
-29.744167,29.905833,18-06-2012,,-9999.0,,,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
-26.861111,28.884722,18-06-2012,8875.0,196.5,10933.0,9841.0,331.0,40982.5,,9570.5,7571.5,9439.0,16770.5,8.0,13427.5,13042.0,844.5
