,Latitude,Longitude,Sample Date,drad,green,nir08,cdist,atran,blue,swir16,lwir,urad,emsd,trad,swir22,emis,red,atmos_opacity
160,-34.039722,22.133333,02-06-2015,810.0,34170.5,39804.5,,7704.0,32265.0,36463.5,31432.0,1656.0,80.0,5060.0,31202.5,9755.0,35766.0,97.0
161,-34.02861,22.22222,02-06-2015,812.0,9029.5,15172.0,49.0,7696.0,8612.0,11812.5,41742.0,1661.0,105.5,7925.0,9567.0,9789.5,8886.0,84.0
162,-28.338333,31.373611,02-06-2015,731.0,10043.5,12147.5,651.0,8097.0,8648.5,12680.5,,1482.0,-9999.0,8629.5,11263.5,-9999.0,10778.5,
163,-28.068333,31.55,02-06-2015,846.0,9430.5,14544.0,1815.5,7793.5,8351.0,14627.0,,1747.0,,8848.5,12197.0,9805.0,9953.0,
164,-27.4,26.624722,02-06-2015,487.0,9389.0,13314.0,70.5,8681.0,8714.0,13096.0,42404.5,919.0,58.5,8185.5,10781.5,9747.5,9771.0,9.0
165,-30.830556,26.921389,03-06-2015,367.0,9097.5,11247.5,5881.5,8999.0,8235.5,11114.0,,674.0,59.0,7970.0,9637.5,9708.0,9301.5,
166,-24.670833,28.560833,03-06-2015,346.0,9338.5,14509.0,1514.5,9116.0,8529.0,15266.5,,632.0,26.5,9120.0,12588.5,9635.5,9913.5,
167,-24.39619444,27.08983333,03-06-2015,436.0,9512.0,12498.0,3844.0,8900.0,8666.0,11243.0,43200.5,814.0,201.0,8446.0,9871.0,9571.0,9611.5,9.0
168,-28.75,30.442778,03-06-2015,581.0,10042.5,12561.5,15.0,8505.0,8636.5,12223.0,,1144.0,88.0,8459.5,11007.0,9695.0,10041.5,
169,-29.161667,30.629722,03-06-2015,495.0,9251.5,13637.0,297.5,8719.5,8373.5,14072.5,,954.5,71.0,8379.5,11887.5,9783.5,9859.0,
170,-27.802778,28.768333,03-06-2015,148.0,8922.5,11238.0,1430.5,9580.5,8272.5,12222.5,,235.0,-9999.0,7123.0,10532.0,-9999.0,9449.5,
171,-31.000833,26.353056,03-06-2015,319.0,8996.0,10335.0,211.0,9124.0,8298.0,10572.0,,576.0,56.0,7689.0,9535.0,9718.0,9416.0,
172,-30.679722,26.7125,03-06-2015,374.0,9742.5,11115.5,112.5,8979.0,8581.0,10923.0,,690.0,99.0,7902.5,9752.0,9684.5,10077.0,
173,-30.570833,29.150556,03-06-2015,392.0,9796.0,13085.5,2567.5,8955.0,9067.0,14176.0,41652.0,725.0,51.5,7888.0,11895.5,9674.0,10476.5,11.0
174,-28.058889,30.373611,03-06-2015,227.0,9367.0,14104.0,4123.5,9342.0,8515.5,13729.5,,387.0,96.0,7698.0,11006.0,9649.0,9551.0,
175,-28.760833,17.730278,04-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
176,-32.502778,19.535833,09-06-2014,320.5,10514.0,14895.0,539.0,9173.0,9116.0,14724.0,,584.0,54.0,7327.0,12711.0,9541.0,11404.0,
177,-28.44555556,32.325,28-07-2015,571.0,9647.5,16029.0,360.5,8439.0,8661.0,13235.0,41785.5,1105.0,,8018.0,10341.5,9825.0,9932.0,14.0
178,-27.273889,28.49,04-06-2015,343.0,9088.5,10698.5,21.5,9087.0,8355.5,9427.5,,622.5,24.5,8159.0,8399.0,9827.5,9239.5,
179,-27.573056,24.746389,04-06-2015,464.0,9925.0,14978.5,93.0,8750.0,8656.0,14977.5,,871.0,68.0,8259.0,12563.0,9694.0,10565.0,
180,-28.376944,24.303056,04-06-2015,331.0,10447.5,13023.5,630.0,9034.0,9325.0,13735.0,40351.5,603.0,93.5,7367.0,11834.0,9724.5,11097.0,9.0
181,-31.031389,28.883333,04-06-2015,507.0,10712.0,11425.5,399.0,8669.0,9514.5,10909.5,42257.5,965.0,40.0,8185.5,9366.0,9681.0,10664.5,9.0
182,-30.86013889,29.07125,04-06-2015,498.0,9946.5,11622.5,2453.5,8697.0,9131.5,11633.5,42274.0,948.0,31.5,8223.0,10355.5,9833.0,10060.0,9.0
183,-32.502778,19.535833,13-04-2015,656.5,11742.0,16702.0,2961.5,8343.0,9972.5,18527.5,,1277.0,54.0,9735.5,16079.0,9541.0,13547.5,
184,-30.77586667,29.03221667,04-06-2015,483.0,9766.0,14379.0,3261.0,8732.5,9061.5,15298.0,42643.0,916.5,44.0,8241.5,12262.5,9662.0,10392.5,9.0
185,-32.502778,19.535833,08-06-2015,312.5,10899.0,14990.5,315.0,9148.5,9498.5,15706.5,40507.0,561.0,54.0,7367.0,13222.5,9520.0,12241.0,8.0
186,-27.902778,24.615556,05-06-2015,480.0,11893.5,17891.5,12.5,8701.0,9663.5,19103.0,,904.0,78.0,7883.5,15818.5,9736.0,13098.5,
187,-32.502778,19.535833,17-08-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
188,-31.554722,29.245556,05-06-2015,496.5,9456.5,16925.5,294.5,8740.0,8481.0,14779.5,,961.5,93.0,8763.0,11437.5,9817.0,9252.0,
189,-32.502778,19.535833,19-10-2015,859.0,12179.5,16642.0,1164.0,7838.5,10433.5,19641.5,48515.0,1736.5,54.0,10380.5,16984.0,9520.0,13620.5,8.0
190,-25.99136,27.84208,08-06-2015,488.0,9427.0,13961.0,759.0,8602.0,8470.5,14649.0,,925.0,39.0,7968.5,12176.0,9682.0,10075.5,
191,-31.5653,18.3306,05-01-2011,810.0,,,-9999.0,7824.0,,,,1629.0,-9999.0,9302.0,,-9999.0,,-9999.0
192,-31.5653,18.3306,09-02-2011,810.0,,,-9999.0,7824.0,,,,1629.0,-9999.0,9302.0,,-9999.0,,-9999.0
193,-31.5653,18.3306,16-03-2011,951.0,9778.0,14714.0,197.0,7399.0,8835.0,14168.0,44721.0,1982.0,74.0,8880.0,11268.0,9732.0,10084.0,9.0
194,-31.5653,18.3306,12-04-2011,951.0,9778.0,14714.0,197.0,7399.0,8835.0,14168.0,44721.0,1982.0,74.0,8880.0,11268.0,9732.0,10084.0,9.0
195,-26.970278,27.211111,08-06-2015,232.5,8395.0,7846.0,1664.0,9369.0,7749.0,7669.0,,404.0,128.0,7447.0,7571.0,9904.0,8177.5,
196,-26.880278,26.965,08-06-2015,236.0,10238.5,14779.5,247.0,9360.0,9085.0,17175.5,,410.0,118.0,7971.5,14393.0,9699.5,11235.0,
197,-26.73806,27.59194,08-06-2015,222.0,9013.0,9641.0,162.0,9399.0,8454.0,8381.0,,382.0,33.0,7569.0,8010.5,9904.0,9433.0,
198,-26.45,28.085833,08-06-2015,417.0,31193.0,34012.5,,8788.0,30648.5,30900.5,,778.0,89.5,6720.0,27605.0,9659.5,32553.5,
199,-33.818056,19.694722,08-06-2015,326.0,8545.0,12201.0,1625.5,9133.5,7964.0,10929.0,,594.0,73.0,7301.0,9386.0,9594.0,8676.0,
200,-31.5653,18.3306,09-11-2011,655.0,10746.0,19652.0,362.5,8323.0,9514.0,17275.0,46448.0,1296.0,74.0,9822.0,13917.5,9723.0,11058.5,16.0
201,-31.5653,18.3306,21-12-2011,1084.0,9584.0,17741.0,986.0,7125.0,8594.0,14297.0,46350.0,2283.0,74.0,9525.0,11488.0,9721.0,9991.0,8.0
202,-31.5653,18.3306,17-01-2012,879.0,10197.0,19301.0,685.0,7688.0,9236.0,15993.0,46166.5,1784.0,74.0,9562.0,12580.5,9723.0,10612.0,8.0
203,-31.5653,18.3306,15-02-2012,831.0,9243.0,17086.0,180.0,7768.0,8519.0,13677.0,44994.0,1683.0,74.0,9078.0,11067.0,9721.0,9509.0,8.0
204,-31.5653,18.3306,13-03-2012,809.0,9255.0,16659.0,219.0,7883.0,8358.0,13543.0,45148.0,1629.0,74.0,9190.0,10866.0,9721.0,9453.0,8.0
205,-31.5653,18.3306,17-04-2012,706.0,9521.0,14327.0,74.0,8144.0,8604.0,14628.0,43446.0,1413.0,74.0,8595.0,12149.0,9721.0,10310.0,9.0
206,-31.5653,18.3306,17-05-2012,706.0,9521.0,14327.0,74.0,8144.0,8604.0,14628.0,43446.0,1413.0,74.0,8595.0,12149.0,9721.0,10310.0,9.0
207,-31.5653,18.3306,29-05-2012,706.0,9521.0,14327.0,74.0,8144.0,8604.0,14628.0,43446.0,1413.0,74.0,8595.0,12149.0,9721.0,10310.0,9.0
208,-27.01011111,26.69808333,09-06-2015,237.0,8778.0,10941.5,103.5,9354.0,8070.0,10081.0,,413.0,67.0,7474.5,9204.0,9684.0,8803.0,
209,-25.73411,27.21422,09-06-2015,205.0,9484.0,12926.0,412.0,9450.0,8644.5,14032.0,,348.0,38.0,8163.5,11881.0,9690.5,10205.5,
210,-27.363611,31.783333,09-06-2015,378.0,8789.0,16690.5,1514.0,9080.0,7930.5,11814.0,,710.0,,8171.5,9432.0,9824.5,8353.5,
211,-26.861111,28.884722,09-06-2015,410.5,9893.5,14483.5,1018.0,8805.5,8904.0,14950.5,,761.5,,7746.0,12439.5,9569.0,11103.0,
212,-31.5653,18.3306,23-10-2012,797.0,10342.0,17063.0,1924.0,7849.0,9045.0,16443.0,46819.0,1599.0,74.0,9748.0,13713.0,9721.0,10652.0,8.0
213,-31.5653,18.3306,13-11-2012,577.0,10455.0,22001.5,511.5,8459.0,9157.0,16447.0,45606.0,1102.0,74.0,9413.0,12502.0,9723.0,10318.0,8.0
214,-31.5653,18.3306,04-12-2012,792.0,65535.0,33965.0,,7889.0,65535.0,29777.0,39845.0,1593.0,74.0,7441.0,24838.0,9876.0,65535.0,8.0
215,-31.5653,18.3306,26-03-2013,715.0,8962.0,14671.0,278.0,8086.0,8216.0,14366.0,,1412.0,74.0,9215.0,11604.0,9818.0,9348.0,
216,-31.5653,18.3306,23-04-2013,374.0,9273.0,13429.0,205.0,9050.0,8372.0,15536.0,43764.0,680.0,74.0,8781.0,12819.0,9721.0,9826.0,9.0
217,-31.5653,18.3306,21-05-2013,347.0,9115.5,13231.5,2594.5,9029.0,8482.5,14393.5,,627.0,74.0,7768.0,12349.0,9718.0,9381.0,
218,-27.00222,28.76528,09-06-2015,341.0,10021.0,13956.5,1546.5,9098.0,8969.5,15513.5,,618.0,-9999.0,8719.5,13081.0,-9999.0,10662.0,
219,-27.02314,28.59389,09-06-2015,344.0,9221.0,10775.5,171.0,9089.0,8457.0,10739.0,,624.0,,8318.0,9616.5,9756.0,9425.0,
220,-31.5653,18.3306,28-01-2014,1131.0,9930.0,19498.0,1170.5,7014.0,8992.0,15022.5,46221.0,2439.0,74.0,9562.0,11669.0,9723.0,9911.0,8.0
221,-31.5653,18.3306,12-02-2014,979.0,9603.0,20070.5,313.0,7525.0,8277.0,15560.5,,2043.0,74.0,9526.5,12262.0,9718.0,9680.0,
222,-31.5653,18.3306,04-03-2014,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
223,-31.5653,18.3306,01-04-2014,932.0,9424.0,14245.0,124.0,7579.0,8496.0,14974.0,45506.0,1903.0,74.0,9302.0,12086.0,9721.0,9908.0,9.0
224,-31.5653,18.3306,13-05-2014,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,
225,-26.648056,27.089444,09-06-2015,228.0,9839.0,14198.0,281.0,9383.0,8791.0,16484.0,,394.0,74.0,7999.5,13368.5,9777.0,10724.5,
226,-26.98472222,26.63227778,09-06-2015,237.0,10197.5,14368.5,235.5,9356.0,9199.0,15928.5,,413.0,77.0,8003.5,13684.5,9732.0,11113.5,
227,-27.935,26.126667,09-06-2015,239.0,9827.0,12811.5,379.0,9338.0,8792.5,15233.5,,418.0,77.5,7417.0,13163.0,9632.0,10675.0,
228,-28.141944,26.417778,09-06-2015,239.0,9538.5,12750.0,588.0,9340.0,8813.5,15521.5,,418.0,48.5,7550.0,13594.5,9699.5,10266.5,
229,-31.5653,18.3306,21-10-2014,435.0,10755.0,18946.5,2974.0,8936.0,8911.0,17715.0,,811.0,74.0,10269.5,14851.0,9718.0,11336.0,
230,-31.5653,18.3306,25-11-2014,557.0,10162.5,21267.5,3111.5,8645.0,8870.0,16841.5,,1075.0,74.0,10328.5,13373.0,9718.0,9914.0,
231,-31.5653,18.3306,27-01-2015,1151.0,10198.0,18634.5,13.5,6819.0,9367.0,15959.0,45975.0,2490.0,74.0,9302.0,12441.0,9723.0,10626.0,11.0
232,-31.5653,18.3306,17-02-2015,526.0,9937.0,18191.5,480.5,8666.0,8959.0,15713.0,45837.5,995.0,74.0,9599.0,12411.0,9723.0,10398.0,8.0
233,-31.5653,18.3306,17-03-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,
234,-31.5653,18.3306,14-04-2015,792.0,9464.5,16541.5,2595.5,8016.0,8321.0,15353.0,,1584.0,74.0,9667.0,12243.5,9718.0,9769.0,
235,-31.5653,18.3306,12-05-2015,459.0,9593.0,15726.0,299.0,8780.0,8598.0,14832.0,42850.5,860.0,74.0,8372.0,11859.0,9723.0,9811.0,9.0
236,-31.5653,18.3306,09-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
237,-28.1175,26.719444,09-06-2015,238.0,9509.0,11953.0,400.5,9348.0,8577.5,14325.0,,414.0,54.0,7430.5,12192.0,9771.0,10011.0,
238,-29.160278,26.573333,09-06-2015,235.0,9673.5,12126.5,1217.5,9355.0,8745.5,13243.0,,408.0,88.0,7467.5,11927.0,9675.0,10392.0,
239,-31.5653,18.3306,15-09-2015,395.0,10205.5,14503.5,2971.5,8988.0,9063.0,18362.5,,719.0,74.0,9627.0,15902.5,9718.0,11218.5,
240,-31.5653,18.3306,20-10-2015,964.0,24910.5,28507.5,,7400.0,23889.0,27473.0,40393.0,2014.0,74.0,7590.0,23861.5,9723.0,26002.0,31.0
241,-31.5653,18.3306,24-11-2015,444.0,10029.0,20958.5,3047.0,8810.0,8773.0,17004.0,,820.0,74.0,10022.0,13275.5,9718.0,9971.0,
242,-32.601389,18.750556,10-05-2011,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
243,-32.601389,18.750556,13-06-2011,799.0,16429.5,18520.5,,7758.0,16236.0,19139.0,39518.0,1622.0,61.0,7181.0,17927.0,9698.0,16857.0,67.0
244,-32.601389,18.750556,12-07-2011,799.0,16429.5,18520.5,,7758.0,16236.0,19139.0,39518.0,1622.0,61.0,7181.0,17927.0,9698.0,16857.0,67.0
245,-32.601389,18.750556,10-08-2011,247.0,9547.0,15644.5,487.5,9361.5,8589.0,13468.5,41315.5,421.0,61.0,7794.5,10759.0,9698.0,9573.0,9.0
246,-32.601389,18.750556,06-09-2011,324.0,9851.0,15916.0,95.5,9180.0,9025.5,14139.5,42788.0,571.0,61.0,8372.0,11399.5,9698.0,9948.5,17.5
247,-32.601389,18.750556,03-11-2011,667.0,10538.0,15745.5,1472.0,8313.0,9460.0,16692.0,46407.0,1322.0,61.0,9766.5,13511.0,9698.0,11266.0,8.0
248,-32.601389,18.750556,29-05-2012,576.0,10195.0,14406.5,1602.0,8560.0,9276.0,16168.0,44286.0,1117.5,61.0,8967.0,13128.0,9698.0,10930.0,9.0
249,-32.601389,18.750556,03-07-2012,337.0,9379.5,14986.5,1473.0,9051.0,8536.0,12907.0,41145.0,599.0,61.0,7665.0,10429.0,9698.0,9491.0,9.0
250,-32.601389,18.750556,31-07-2012,337.0,9379.5,14986.5,1473.0,9051.0,8536.0,12907.0,41145.0,599.0,61.0,7665.0,10429.0,9698.0,9491.0,9.0
251,-32.601389,18.750556,28-08-2012,337.0,9379.5,14986.5,1473.0,9051.0,8536.0,12907.0,41145.0,599.0,61.0,7665.0,10429.0,9698.0,9491.0,9.0
252,-32.601389,18.750556,26-09-2012,337.0,9379.5,14986.5,1473.0,9051.0,8536.0,12907.0,41145.0,599.0,61.0,7665.0,10429.0,9698.0,9491.0,9.0
253,-32.601389,18.750556,23-10-2012,547.0,11065.0,16936.5,1610.5,8546.0,9660.0,17633.0,46762.5,1038.5,61.0,9860.0,14075.5,9698.0,12297.5,8.0
254,-28.69485,28.23487,09-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
255,-32.601389,18.750556,16-07-2013,439.0,9474.5,15201.5,897.5,8894.0,8516.0,13748.5,,835.0,61.0,7985.5,11144.0,9696.0,9427.0,
256,-32.601389,18.750556,13-08-2013,490.0,9634.0,14936.5,487.5,8642.0,8812.5,13161.5,41724.0,934.0,61.0,7888.0,10584.0,9698.0,9489.0,24.5
257,-32.601389,18.750556,10-09-2013,448.0,9419.0,15515.0,276.5,8789.0,8484.0,13034.0,41841.0,840.0,61.0,7962.0,10391.5,9698.0,9118.0,9.0
258,-32.601389,18.750556,09-10-2013,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
259,-32.601389,18.750556,05-11-2013,899.0,10354.0,16464.0,1833.5,7364.0,9233.0,15169.0,45758.0,1819.0,61.0,9078.0,12386.0,9698.0,11076.0,9.0
260,-32.601389,18.750556,26-11-2013,846.0,,,-9999.0,8007.0,,,,1699.0,-9999.0,11236.0,,-9999.0,,-9999.0
261,-32.601389,18.750556,12-06-2014,318.0,9425.5,14255.0,658.5,9190.0,8525.0,13562.0,,578.0,61.0,7596.5,11370.0,9696.0,9468.5,
262,-32.601389,18.750556,17-07-2014,501.0,9205.0,15063.5,525.5,8593.0,8202.0,13022.0,,962.0,61.0,7694.0,10856.5,9696.0,9242.5,
263,-32.601389,18.750556,28-08-2014,384.0,9343.0,15445.0,1609.5,9015.0,8341.5,13390.0,,709.0,61.0,8552.5,11024.0,9696.0,9278.0,
264,-32.601389,18.750556,25-09-2014,708.0,9593.5,16701.0,2283.5,8149.0,8457.0,14394.5,,1394.0,61.0,9703.0,11972.5,9696.0,9871.0,
265,-32.601389,18.750556,23-10-2014,797.0,10477.0,16757.0,1611.0,8052.0,9366.0,16606.0,48416.0,1592.0,61.0,10566.5,13008.0,9698.0,11504.0,9.0
266,-32.601389,18.750556,27-11-2014,461.0,10275.0,16048.0,4068.0,8900.0,9047.0,16658.0,,861.0,61.0,11034.5,14193.0,9696.0,10982.0,
267,-32.601389,18.750556,25-02-2015,495.0,10566.0,16451.0,3229.0,8816.0,9238.5,17433.0,,941.0,61.0,10837.5,14115.5,9696.0,11501.0,
268,-32.601389,18.750556,21-05-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
269,-32.601389,18.750556,26-06-2015,364.0,9336.5,14440.0,493.0,9040.0,8277.5,13629.0,,671.0,61.0,7500.0,11309.5,9696.0,9490.0,
270,-32.601389,18.750556,30-07-2015,265.0,9577.0,15353.5,1783.0,9353.0,8411.0,13849.5,,461.0,61.0,7774.5,11505.0,9696.0,9645.5,
271,-32.601389,18.750556,27-08-2015,351.0,9267.5,14933.5,1605.0,9074.0,8314.5,13629.0,,637.0,61.0,8686.0,11385.5,9696.0,9299.5,
272,-32.601389,18.750556,29-10-2015,956.0,10666.0,15977.0,1460.0,7506.0,9665.0,16185.0,46590.0,1977.0,61.0,9674.0,13518.0,9698.0,11534.5,13.0
273,-28.883333,27.89,09-06-2015,291.0,10167.0,12690.0,190.5,9176.0,9580.0,13220.0,39696.5,520.0,,7069.0,11497.0,9605.0,10570.0,24.0
274,-25.45963889,28.26430556,09-06-2015,622.0,9509.0,14668.5,1315.0,8207.0,8392.5,14377.0,,1215.0,176.0,8278.0,11827.0,9621.0,10040.0,
275,-25.81048333,27.90955222,10-06-2015,548.0,9201.5,12964.0,914.5,8435.0,8439.0,13232.5,,1054.0,106.0,7780.5,11148.0,9610.0,9577.5,
276,-29.641944,30.6875,10-06-2015,815.5,8693.5,12051.0,8.5,7842.5,8093.5,11352.0,,1691.0,-9999.0,8298.0,9760.0,-9999.0,8815.5,
277,-24.282222,28.090278,10-06-2015,597.0,9018.5,13544.5,2639.5,8317.0,8293.0,14004.5,,1160.0,103.0,8453.5,11162.0,9726.0,9408.0,
278,-23.763056,27.908611,10-06-2015,652.5,8981.0,11822.0,1759.0,8125.5,8665.0,11870.5,42107.5,1287.5,110.0,7999.5,10092.5,9752.0,9347.0,10.0
279,-23.23572222,27.717,10-06-2015,660.0,9950.5,12792.0,281.0,8113.0,9133.0,12968.5,42210.0,1307.0,131.0,7962.0,11056.5,9643.0,10234.0,13.0
280,-24.058889,31.237222,10-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
281,-27.802778,28.768333,10-06-2015,148.0,8922.5,11238.0,1430.5,9580.5,8272.5,12222.5,,235.0,-9999.0,7123.0,10532.0,-9999.0,9449.5,
282,-27.671111,27.236944,10-06-2015,223.0,9767.0,12731.5,17.5,9393.0,8850.0,13261.0,,385.0,96.5,7545.5,11895.0,9755.0,10109.5,
283,-30.160091,27.40124,10-06-2015,278.0,10336.5,13134.0,725.0,9231.0,9491.0,14808.5,39115.5,492.0,124.0,6958.0,12598.0,9714.0,11260.0,9.0
284,-30.336111,27.359444,10-06-2015,281.0,10054.0,9546.0,2057.5,9225.0,9316.0,9595.0,38556.5,497.0,20.5,6772.0,8970.5,9817.0,10307.0,9.0
285,-29.615556,27.065278,10-06-2015,285.0,10780.0,12959.0,1296.5,9206.0,9698.5,12602.5,39561.0,506.0,71.0,7050.5,11620.0,9611.0,11128.0,8.0
286,-33.38056,19.30167,10-06-2015,265.0,9557.0,13441.5,72.5,9282.0,8996.5,14263.0,40140.0,464.0,27.0,7255.0,11632.0,9590.0,9911.0,9.0
287,-33.08883333,19.21878333,10-06-2015,231.5,9504.0,12627.5,172.5,9368.0,8524.0,13335.0,39910.5,397.5,51.0,7218.0,11268.0,9641.0,9686.0,9.0
288,-25.57877778,29.12747222,10-06-2015,543.0,9727.5,14301.0,1876.0,8446.5,8571.0,15086.0,,1040.5,,7993.5,12495.0,9585.0,10793.5,
289,-22.225556,29.990556,11-06-2015,842.0,10669.5,12014.5,4.0,7665.5,9052.0,12873.5,,1708.0,,8316.0,11703.5,9691.0,10891.5,
290,-30.830556,26.921389,11-06-2015,444.0,8946.5,11107.0,2263.5,8671.0,8156.5,10917.0,,841.0,59.0,7212.0,9726.5,9708.0,9177.0,
291,-24.95861111,29.39527778,11-06-2015,735.5,9811.0,13872.5,650.0,7885.0,8722.0,16291.0,,1459.5,28.0,8532.0,13280.0,9644.0,10643.0,
292,-27.02314,28.59389,11-06-2015,344.0,9221.0,10775.5,171.0,9089.0,8457.0,10739.0,,624.0,,8318.0,9616.5,9756.0,9425.0,
293,-27.4275,28.525833,11-06-2015,342.0,11202.5,16920.5,39.5,9088.5,9845.5,18879.5,,620.5,-9999.0,8689.0,15417.0,-9999.0,12903.0,
294,-27.3,28.586944,11-06-2015,341.0,10418.5,15721.5,691.5,9091.5,9149.5,17293.5,,619.0,-9999.0,8780.0,14153.0,-9999.0,11511.5,
295,-27.38972222,26.46388889,11-06-2015,241.0,8895.0,8805.5,477.5,9342.0,8030.0,8935.0,,420.0,98.0,7669.0,8584.0,9784.0,8673.5,
296,-27.398611,26.614722,11-06-2015,240.0,8777.5,13841.0,43.5,9346.0,8001.5,12222.5,,418.0,62.0,7541.5,10296.0,9794.0,8899.5,
297,-31.000833,26.353056,11-06-2015,396.0,8959.0,10033.0,205.0,8804.0,8192.0,9936.0,,744.0,56.0,6971.0,8881.0,9737.0,9233.0,
298,-30.679722,26.7125,11-06-2015,253.0,9990.0,10095.5,112.5,9296.0,8715.5,10127.5,,443.0,99.0,7049.5,9240.0,9692.0,10216.5,
299,-30.534167,24.961944,11-06-2015,285.0,10013.0,11963.0,2414.0,9167.0,8891.0,13346.0,39128.5,510.0,70.0,6958.0,12160.0,9730.0,10452.0,9.0
300,-33.7075,18.97444444,11-06-2015,351.0,8805.0,12297.0,77.0,9048.0,8349.0,10607.5,40659.0,640.0,95.0,7479.0,9141.5,9632.0,9017.0,9.0
301,-33.72266667,18.61691667,11-06-2015,353.0,9260.0,13556.0,119.0,9041.0,8467.5,12107.5,40469.0,644.0,111.0,7422.5,9667.0,9654.0,9224.5,9.0
302,-27.356667,27.286389,11-06-2015,223.0,9242.0,13331.0,990.5,9394.0,8438.5,13735.5,,385.0,95.0,7726.5,11449.0,9801.5,9662.0,
303,-29.641944,30.6875,12-06-2015,395.0,9495.0,11556.5,514.5,8974.0,8910.0,11263.0,,737.0,-9999.0,7702.0,9900.5,-9999.0,9534.5,11.0
304,-29.744167,29.905833,12-06-2015,322.5,11610.0,16683.0,15.5,9029.0,10147.0,16823.0,,581.5,69.0,7092.0,14963.5,9748.0,12147.5,
305,-26.619444,27.980833,12-06-2015,423.0,21577.0,25005.5,,8760.5,20100.0,23754.0,,793.5,52.5,6828.5,21588.5,9706.0,22455.0,
306,-27.573056,24.746389,12-06-2015,307.0,9890.0,13779.0,87.5,9124.0,8855.0,14841.0,40848.0,550.0,68.0,7553.0,12812.0,9673.0,10822.5,9.0
307,-29.658056,25.973333,12-06-2015,242.5,9721.0,12587.5,1970.0,9334.0,8752.5,13123.5,,422.0,69.0,7472.0,11636.5,9702.0,10393.0,
308,-23.658056,31.05,15-06-2015,799.0,,,-9999.0,7772.5,,,,1615.5,-9999.0,8446.0,,-9999.0,,-9999.0
309,-29.7775,29.470833,15-06-2015,214.0,10189.5,15745.0,2542.0,9437.0,8990.0,15842.0,,366.0,,7633.5,13059.0,9823.5,11594.5,
310,-29.987778,29.851667,15-06-2015,270.0,9006.0,13676.5,6858.0,9298.0,8409.5,13346.0,,479.0,76.0,7695.0,11131.0,9794.5,9502.0,
311,-29.744167,29.905833,15-06-2015,282.0,9796.5,14571.5,4651.0,9269.0,8893.0,15390.5,,504.0,69.0,7861.5,12383.0,9748.0,10534.0,
312,-24.679167,30.8025,16-06-2015,451.0,,,-9999.0,8760.0,,,,845.0,-9999.0,7906.5,,-9999.0,,-9999.0
313,-25.127778,27.628889,16-06-2015,252.0,9889.5,13363.5,159.0,9332.0,9215.0,16619.5,,443.0,42.0,8250.5,15374.0,9746.5,10912.5,
314,-25.20639,27.558,16-06-2015,252.0,9562.0,13990.0,256.0,9333.0,8364.5,13231.0,,442.0,54.0,7795.5,11107.0,9644.0,9894.5,
315,-24.39619444,27.08983333,16-06-2015,290.0,9278.0,12525.0,3797.5,9235.0,8349.5,12286.5,,519.0,201.0,8280.0,10367.5,9629.5,9305.5,
316,-24.69514,27.40906,16-06-2015,276.0,9740.0,13353.5,373.5,9271.0,8826.5,12382.0,,492.0,117.5,8222.5,10485.0,9597.0,10359.0,
317,-22.769722,30.886944,17-06-2015,826.0,10078.0,14714.0,349.0,7666.0,9377.0,13386.0,43399.0,1680.0,,8372.0,11100.0,9654.0,10378.0,29.0
318,-24.058889,31.237222,17-06-2015,478.0,9321.0,14355.0,539.5,8810.0,8476.0,13122.0,,917.5,49.0,8725.5,11558.5,9641.0,9525.5,
319,-28.404444,30.013056,17-06-2015,285.0,9571.0,13696.5,2364.5,9247.0,8838.5,16008.0,,512.5,23.0,8051.5,13011.5,9857.0,10608.5,
320,-30.733889,29.828333,17-06-2015,-9999.0,,,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,,-9999.0,,-9999.0
321,-30.398056,30.601944,17-06-2015,424.0,9674.0,14745.5,306.5,8891.0,8982.5,12517.5,,797.0,-9999.0,7888.0,10211.0,-9999.0,9452.0,20.0
322,-27.273889,28.49,17-06-2015,405.0,9513.0,10021.0,20.5,8879.0,8744.5,9289.0,39946.5,748.5,20.0,7292.5,8288.0,9767.5,9573.0,9.0
